NQUEST,NCOMP,nord,SEX,PARENT,NASC,ANASC,CIT,ANINGR,MOTIV,STACIV,STUDIO,TIPOLAU,VOTOEDU,SUEDU,SELODE,ANNOEDU,TIPODIP,UNIVER,PRESNORD,NORDP,MOTENT,ANNOENUS,B01,APQUAL2,ASNONOC2,NACE2,NESPLAV,EXLAV,ETALAV,DISLAV,DISANN1,DISANN2,CONTRIB,ACONTRIB,FCONTRIB,OCCNOW,PROBLAV1,CERC2,PROBLAV2,SALMIN,SMARTW,SMARTWA,SMARTWB,ETAPEN,COPPU,PREVCOM,COPPIP,B16,B17A,B17B,B18,B19A,B19B,B19C,ATTIVP,ISCO,NACE,ETALAV2,MISCOVID1,MISCOVID2,MISCOVIDV1,ETA,NASCREG,NASCAREA,IREG,PARENTP,smartwa1,CLETA5,QUAL,Q,SETT,CFRED,PERC,PERL,NPERL,NPERC,AREA3,AREA5,ACOM4C,ACOM5,PESOFIT,PESOFIT2
955301,2,2,1,2,1,1949,1,,,1,2,,,,,,,,2,,,,2,16,,,2,3,15,2,,,1,18,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,71,10,2,10,,,5,6,3,5,1,1,0,0,1,2,3,2,4,0.4679850371,1895.2376756
955304,5,1,1,1,1,1959,1,,,1,8,3,104,110,0,1985,3,,1,,,,1,6,,,1,,28,2,,,1,34,0,1,100,2,,,2,,,68,40,,,2,1,2,2,2,2,2,,2212,17,,2,2,,61,10,2,10,,,4,4,2,3,1,1,1,2,2,2,3,2,4,0.447443309,1812.048142
955304,5,2,2,2,1,1962,1,,,1,5,,52,60,,1981,2,2,2,,,,1,9,,,2,3,20,2,,,1,35,0,1,,2,,,2,,,,,,,2,1,2,2,2,2,2,,4226,9,38,1,2,2200,58,10,2,10,,,4,4,2,4,0,1,1,2,2,2,3,2,4,0.447443309,1812.048142
955304,5,3,2,6,1,1994,1,,,2,6,9,98,110,0,2016,3,,2,,,,2,11,,,0,,,,,,,,,2,,1,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,26,10,2,10,,,1,7,3,5,0,0,0,2,2,2,3,2,4,0.447443309,1812.048142
955304,5,4,2,6,1,1997,1,,,2,5,,71,100,,2016,3,1,2,,,,2,17,,,0,,,,,,,,,2,,1,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,23,10,2,10,,,1,7,3,5,0,0,0,2,2,2,3,2,4,0.447443309,1812.048142
955304,5,5,2,6,1,1999,1,,,2,5,,84,100,,2018,3,1,2,,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,21,10,2,10,,,1,7,3,5,0,0,0,2,2,2,3,2,4,0.447443309,1812.048142
955307,4,1,1,1,1,1968,1,,,3,7,6,100,110,0,1997,2,,1,,,,1,7,,,6,2,28,1,3,,1,10,0,1,50,2,,,1,0,15,85,50,,,2,1,2,2,2,2,2,,2421,13,28,2,2,,52,10,2,10,,,3,4,2,4,0,1,1,2,2,2,3,2,4,0.0647824179,262.35471097
955307,4,2,2,2,1,1968,1,,,3,5,,40,60,,1988,2,2,2,,,,1,7,,,2,3,20,1,5,,1,20,0,1,,1,,,1,0,20,,,,,2,1,2,2,2,2,2,,2421,19,48,2,2,,52,10,2,10,,,3,4,2,4,1,1,1,2,2,2,3,2,4,0.0647824179,262.35471097
955307,4,3,2,6,1,2010,1,,,2,2,,,,,,,,,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,10,10,2,10,,,1,7,3,5,0,0,0,2,2,2,3,2,4,0.0647824179,262.35471097
955307,4,4,1,6,1,2010,1,,,2,2,,,,,,,,,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,10,10,2,10,,,1,7,3,5,0,0,0,2,2,2,3,2,4,0.0647824179,262.35471097
955308,3,1,2,1,2,1964,1,1985,4,2,7,3,103,110,0,1992,3,,1,,,,1,5,,,4,1,35,2,,,1,20,0,1,100,2,,,2,,,65,50,2,,1,2,2,2,2,2,2,,2212,17,39,2,2,,56,,,10,,,4,3,1,3,1,1,1,1,2,2,3,2,4,0.1536289682,622.1639273
955308,3,2,2,7,1,2006,1,,,2,3,,,,,,,,2,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,2,,0,,,,,,14,10,2,10,,,1,7,3,5,0,1,0,1,2,2,3,2,4,0.1536289682,622.1639273
955308,3,3,2,11,2,1982,2,2019,2,2,7,1,80,100,0,2008,3,,2,,,,2,12,2,22,5,1,27,,,3,1,7,0,1,,2,,,2,,,,,,,2,2,2,2,2,2,2,,0,,,,,,38,,,10,,,2,7,3,5,0,0,0,1,2,2,3,2,4,0.1536289682,622.1639273
955310,8,1,1,1,1,1970,1,,,1,2,,,,,,,,1,,,,2,12,9,6,6,3,10,,,3,1,25,0,1,40,2,,,2,,,,,,,2,2,2,2,2,2,2,,0,,,,,,50,18,3,10,,,3,7,3,5,0,0,0,4,4,2,3,2,4,0.5725709995,2318.7880895
955310,8,2,2,2,1,1975,1,,,1,3,,,,,,,,1,,,,1,1,,,2,1,31,2,,,1,14,0,1,100,2,,,2,,,70,40,2,,1,2,2,2,2,2,2,,9112,19,31,2,2,,45,18,3,10,,,3,1,1,4,0,1,1,4,4,2,3,2,4,0.5725709995,2318.7880895
955310,8,3,2,6,1,1996,1,,,2,6,6,107,110,0,2018,2,,1,,,,2,17,,,2,1,22,1,1,,2,,,1,100,2,,,1,0,0,,,,,2,2,2,2,2,2,2,,0,,,,,,24,18,3,10,,,1,7,3,5,0,0,0,4,4,2,3,2,4,0.5725709995,2318.7880895
955310,8,4,1,6,1,2000,1,,,2,4,,,,,,,,2,,,,1,1,,,2,1,18,2,,,1,2,0,1,,2,,,2,,,,,2,,1,2,2,2,2,2,2,,7213,7,18,2,2,,20,18,3,10,,,1,1,1,4,0,1,1,4,4,2,3,2,4,0.5725709995,2318.7880895
955310,8,5,1,6,1,2010,1,,,2,1,,,,,,,,,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,10,10,2,10,,,1,7,3,5,0,0,0,4,4,2,3,2,4,0.5725709995,2318.7880895
955310,8,6,2,11,1,1968,1,,,4,5,,55,60,,1987,2,2,2,,,,1,1,,,2,1,32,2,,,1,20,0,1,,2,,,2,,,,,2,,1,2,2,1,2,2,2,,9112,19,32,2,2,,52,18,3,10,,,3,1,1,4,1,1,1,4,4,2,3,2,4,0.5725709995,2318.7880895
955310,8,7,1,10,1,2000,1,,,2,3,,,,,,,,2,,,,1,1,,,1,,19,2,,,2,,,1,,2,,,2,,,,,5,,1,2,2,2,2,2,2,,3421,18,,2,2,,20,10,2,10,,,1,1,1,4,0,1,1,4,4,2,3,2,4,0.5725709995,2318.7880895
955310,8,8,2,10,1,2000,1,,,2,4,,,,,,,,2,,,,2,12,1,7,3,1,19,,,1,1,1,0,2,,1,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,20,10,2,10,,,1,7,3,5,0,0,0,4,4,2,3,2,4,0.5725709995,2318.7880895
955311,4,1,2,1,1,1977,1,,,1,5,,10,10,,1996,2,2,1,,,,2,12,1,7,4,1,20,,,3,1,10,0,2,,1,25,8,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,43,10,2,10,,,2,7,3,5,0,0,0,1,1,2,3,2,4,1.416329586,5735.8269591
955311,4,2,1,2,1,1975,1,,,1,3,,,,,,,,2,,,,1,1,,,5,3,15,2,,,1,25,0,1,,1,,,2,,,,,2,,1,2,2,2,2,2,2,,9122,7,40,2,2,,45,10,2,10,,,3,1,1,4,1,1,1,1,1,2,3,2,4,1.416329586,5735.8269591
955311,4,3,2,6,1,2003,1,,,2,3,,,,,,,,1,,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,17,10,2,10,,,1,7,3,5,0,0,0,1,1,2,3,2,4,1.416329586,5735.8269591
955311,4,4,1,6,1,2006,1,,,2,3,,,,,,,,2,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,14,10,2,10,,,1,7,3,5,0,0,0,1,1,2,3,2,4,1.416329586,5735.8269591
955312,1,1,1,1,1,1959,1,,,3,5,,48,60,,1977,3,1,1,,,,1,2,,,6,3,21,2,,,1,20,0,1,30,2,,,1,12,20,67,60,2,,1,2,2,2,2,2,2,,2356,19,24,2,2,,61,13,3,10,,,4,2,1,4,1,1,1,1,1,2,3,2,4,0.6116950057,2477.2318106
955315,4,1,1,1,1,1971,1,,,2,7,4,108,110,0,1997,3,,1,,,,1,2,,,3,1,27,2,,,1,22,0,1,100,2,,,1,0,0,69,50,1,70,1,2,2,2,2,1,2,,1221,6,32,2,2,,49,10,2,10,,,3,2,1,4,1,1,1,2,2,2,3,2,4,0.6153167747,2491.8991875
955315,4,2,2,3,1,1979,1,,,2,7,9,103,110,0,2005,3,,1,,,,1,2,,,6,3,23,2,,,1,15,0,1,100,2,,,1,0,0,65,40,2,,1,2,2,2,2,2,2,,3343,7,34,2,1,,41,3,1,10,,,2,2,1,4,0,1,1,2,2,2,3,2,4,0.6153167747,2491.8991875
955315,4,3,1,6,1,2018,1,,,2,1,,,,,,,,,,,,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,2,10,2,10,,,1,7,3,5,0,0,0,2,2,2,3,2,4,0.6153167747,2491.8991875
955315,4,4,1,6,1,2018,1,,,2,1,,,,,,,,,,,,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,2,10,2,10,,,1,7,3,5,0,0,0,2,2,2,3,2,4,0.6153167747,2491.8991875
955317,4,1,1,1,1,1969,1,,,1,7,8,102,110,0,1995,3,,1,,,,1,6,,,2,2,26,2,,,1,25,0,1,100,2,,,1,0,0,67,75,,,2,1,2,2,2,2,2,6,3321,11,26,2,2,,51,10,2,10,,,3,4,2,4,1,1,1,1,1,2,3,2,4,1.1803936221,4780.3375903
955317,4,2,2,2,1,1974,1,,,1,5,,46,60,,1993,3,2,2,,,,2,13,,,2,1,21,1,1,,1,6,0,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,46,10,2,10,,,3,7,3,5,0,0,0,1,1,2,3,2,4,1.1803936221,4780.3375903
955317,4,3,2,6,1,2005,1,,,2,3,,,,,,,,2,,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,15,10,2,10,,,1,7,3,5,0,0,0,1,1,2,3,2,4,1.1803936221,4780.3375903
955317,4,4,2,6,1,2007,1,,,2,2,,,,,,,,2,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,13,10,2,10,,,1,7,3,5,0,0,0,1,1,2,3,2,4,1.1803936221,4780.3375903
955319,4,1,1,1,1,1983,1,,,2,5,,80,100,,2002,2,2,1,,,,1,6,,,1,,19,2,,,1,19,0,1,100,2,,,2,,,65,50,,,2,1,2,2,2,2,2,,7126,3,,2,2,,37,10,2,10,,,2,4,2,2,1,1,1,2,3,2,3,2,4,1.0811069249,4378.2480483
955319,4,2,2,3,1,1982,1,,,2,5,,90,100,,2001,2,2,1,,,,1,2,,,1,,20,2,,,1,19,0,1,100,2,,,2,,,60,70,1,75,1,2,2,2,1,2,2,,5223,7,,2,2,,38,10,2,10,,,2,2,1,4,0,1,1,2,3,2,3,2,4,1.0811069249,4378.2480483
955319,4,3,1,6,1,2009,1,,,2,2,,,,,,,,,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,11,10,2,10,,,1,7,3,5,0,0,0,2,3,2,3,2,4,1.0811069249,4378.2480483
955319,4,4,2,6,1,2016,1,,,2,1,,,,,,,,,,,,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,2,,0,,,,,,4,12,2,10,,,1,7,3,5,0,1,0,2,3,2,3,2,4,1.0811069249,4378.2480483
955322,7,1,1,1,1,1968,1,,,1,7,10,70,100,0,1993,1,,1,,,,1,3,,,2,1,25,2,,,1,22,0,1,100,2,,,2,,,60,80,2,,1,2,1,2,2,2,2,1,2352,16,25,2,2,,52,10,2,10,,,3,2,1,3,1,1,1,2,2,2,3,2,4,1.6948896771,6863.9347782
955322,7,2,2,2,1,1981,1,,,1,7,1,110,110,0,2005,3,,1,,,,1,3,,,2,1,25,2,,,1,10,0,1,100,2,,,2,,,60,80,2,,1,2,2,2,2,2,2,,2352,16,25,2,2,,39,19,3,10,,,2,2,1,3,0,1,1,2,2,2,3,2,4,1.6948896771,6863.9347782
955322,7,3,1,6,1,2009,1,,,2,2,,,,,,,,,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,11,10,2,10,,,1,7,3,5,0,0,0,2,2,2,3,2,4,1.6948896771,6863.9347782
955322,7,4,2,6,1,2011,1,,,2,2,,,,,,,,,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,9,10,2,10,,,1,7,3,5,0,0,0,2,2,2,3,2,4,1.6948896771,6863.9347782
955322,7,5,1,6,1,2012,1,,,2,1,,,,,,,,,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,8,9,2,10,,,1,7,3,5,0,0,0,2,2,2,3,2,4,1.6948896771,6863.9347782
955322,7,6,1,6,1,2014,1,,,2,1,,,,,,,,,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,6,10,2,10,,,1,7,3,5,0,0,0,2,2,2,3,2,4,1.6948896771,6863.9347782
955322,7,7,2,6,1,2019,1,,,2,1,,,,,,,,,,,,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,1,10,2,10,,,1,7,3,5,0,0,0,2,2,2,3,2,4,1.6948896771,6863.9347782
955324,4,1,1,1,1,1979,1,,,1,3,,,,,,,,1,,,,1,1,,,2,1,14,2,,,2,,,2,,1,70,10,,,,68,70,2,,1,2,2,2,2,2,2,,1221,7,36,2,2,,41,10,2,10,,,2,1,1,4,1,1,1,2,2,2,3,2,4,0.8623286694,3492.2436689
955324,4,2,2,2,1,1979,1,,,1,4,,,,,,,,1,,,,1,1,,,2,1,19,2,,,1,18,0,1,70,2,,,2,,,60,100,2,,1,2,2,2,2,2,2,,9334,1,28,2,2,,41,10,2,10,,,2,1,1,1,0,1,1,2,2,2,3,2,4,0.8623286694,3492.2436689
955324,4,3,1,6,1,2007,1,,,2,3,,,,,,,,2,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,13,10,2,10,,,1,7,3,5,0,0,0,2,2,2,3,2,4,0.8623286694,3492.2436689
955324,4,4,2,6,1,2011,1,,,2,1,,,,,,,,,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,9,10,2,10,,,1,7,3,5,0,0,0,2,2,2,3,2,4,0.8623286694,3492.2436689
955325,3,1,2,1,1,1969,1,,,1,3,,,,,,,,1,,,,1,1,,,1,,15,2,,,1,32,0,1,100,2,,,2,,,62,90,2,,1,2,2,2,2,2,2,,7532,3,,2,2,,51,10,2,10,,,3,1,1,2,0,1,1,2,2,2,3,2,4,0.6554304424,2654.3508226
955325,3,2,1,2,1,1968,1,,,1,3,,,,,,,,2,,,,1,8,,,1,,15,2,,,1,31,0,2,,2,,,,,,,,,,2,1,2,2,2,2,2,,7221,3,,2,2,,52,10,2,10,,,3,5,2,2,1,1,1,2,2,2,3,2,4,0.6554304424,2654.3508226
955325,3,3,2,7,1,1999,1,,,2,5,,8,10,,2018,4,2,2,,,,2,11,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,21,10,2,10,,,1,7,3,5,0,0,0,2,2,2,3,2,4,0.6554304424,2654.3508226
955327,2,1,1,1,1,1972,1,,,1,4,,,,,,,,1,,,,1,2,,,1,,24,2,,,1,24,0,1,100,2,,,2,,,65,80,2,,1,2,2,2,2,2,2,,2221,17,,1,2,500,48,10,2,10,,,3,2,1,3,1,1,1,2,2,2,3,2,4,0.8167015336,3307.4636869
955327,2,2,2,2,1,1984,1,,,1,5,,75,100,,2003,2,1,1,,,,1,2,,,1,,23,2,,,1,13,0,1,100,2,,,2,,,67,60,2,,1,2,2,2,2,2,2,,5321,17,,1,2,500,36,10,2,10,,,2,2,1,3,0,1,1,2,2,2,3,2,4,0.8167015336,3307.4636869
955332,2,1,1,1,1,1958,1,,,1,3,,,,,,,,1,,,,1,9,,,2,2,23,2,,,1,37,0,1,100,2,,,1,10,15,67,60,,,2,1,2,2,2,2,2,,1221,7,61,1,2,4000,62,10,2,10,,,4,4,2,4,0,1,1,2,2,2,3,1,3,0.6149557348,2490.4370544
955332,2,2,2,2,1,1967,1,,,1,5,,48,60,,1986,2,2,1,,,,1,2,,,4,1,23,1,6,,1,23,0,1,100,2,,,2,,,65,70,2,,1,2,2,2,2,2,2,,3313,3,51,2,2,,53,10,2,10,,,3,2,1,2,1,1,1,2,2,2,3,1,3,0.6149557348,2490.4370544
955333,1,1,1,1,1,1960,1,,,4,4,,,,,,,,1,,,,1,8,,,2,2,16,2,,,1,38,0,1,60,2,,,2,,,64,80,,,2,1,2,2,2,2,2,,7126,6,26,1,2,1000,60,10,2,10,,,4,5,2,4,1,1,1,1,1,2,3,1,3,0.5490374654,2223.4823919
955334,3,1,1,1,1,1954,1,,,1,5,,36,60,,1973,2,2,1,,,,1,8,,,2,2,19,2,,,1,45,0,1,99,2,,,2,,,65,80,,,2,1,2,1,2,2,2,,5221,7,25,1,2,1200,66,10,2,10,,,5,5,2,4,1,1,1,2,2,2,3,1,3,0.6142763778,2487.6858065
955334,3,2,2,2,1,1958,1,,,1,5,,36,60,,1977,4,2,2,,,,1,10,,,2,3,20,2,,,1,41,0,1,,2,,,2,,,,,,,2,1,2,2,2,2,2,,5221,7,26,1,2,1200,62,10,2,10,,,4,4,2,4,0,1,1,2,2,2,3,1,3,0.6142763778,2487.6858065
955334,3,3,1,6,1,1987,1,,,2,5,,36,60,,2006,2,1,2,,,,2,11,,,0,,,,,,,,,2,,1,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,33,10,2,10,,,1,7,3,5,0,0,0,2,2,2,3,1,3,0.6142763778,2487.6858065
955335,3,1,1,1,1,1948,1,,,3,7,6,110,110,1,1972,2,,1,,,,2,15,5,3,2,3,26,2,,,1,38,4,1,100,,,,1,0,0,,,,,2,1,2,1,2,2,2,,3334,12,42,2,2,,72,10,2,10,,,5,6,3,5,1,1,1,1,2,2,3,1,3,0.1309339037,530.25384928
955335,3,2,2,3,1,1951,1,,,3,5,,10,10,,1970,5,2,2,,,,2,15,2,15,2,1,25,2,,,1,38,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,69,10,2,10,,,5,6,3,5,0,1,0,1,2,2,3,1,3,0.1309339037,530.25384928
955335,3,3,1,6,1,1993,1,,,2,5,,66,100,,2012,3,1,2,,,,2,11,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,27,10,2,10,,,1,7,3,5,0,0,0,1,2,2,3,1,3,0.1309339037,530.25384928
955342,4,1,1,1,1,1970,1,,,1,5,,39,60,,1989,2,2,1,,,,1,6,,,2,3,19,2,,,1,24,0,1,1,2,,,1,0,0,65,70,,,1,1,2,2,2,2,2,6,2149,13,26,2,2,,50,12,2,10,,,3,4,2,4,1,1,1,2,2,2,3,1,3,1.1656443007,4720.6060445
955342,4,2,2,2,1,1972,1,,,1,5,,48,60,,1991,1,2,2,,,,1,2,,,2,1,20,2,,,1,29,0,1,,2,,,2,,,,,2,,1,2,2,2,1,2,2,,3251,17,23,2,2,,48,10,2,10,,,3,2,1,3,0,1,1,2,2,2,3,1,3,1.1656443007,4720.6060445
955342,4,3,1,6,1,2002,1,,,2,3,,,,,,,,2,,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,18,10,2,10,,,1,7,3,5,0,0,0,2,2,2,3,1,3,1.1656443007,4720.6060445
955342,4,4,1,6,1,2006,1,,,2,3,,,,,,,,2,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,14,10,2,10,,,1,7,3,5,0,0,0,2,2,2,3,1,3,1.1656443007,4720.6060445
955344,4,1,1,1,1,1966,1,,,1,5,,48,60,,1984,2,2,1,,,,1,2,,,3,1,19,1,1,,1,26,1,1,100,2,,,2,,,60,60,2,,1,2,2,2,2,2,2,,5412,15,28,2,2,,54,10,2,10,,,3,2,1,3,1,1,1,2,2,2,3,1,3,0.2303150886,932.72604564
955344,4,2,2,2,1,1974,1,,,1,5,,50,60,,1993,5,2,2,,,,1,3,,,2,1,21,1,4,,1,16,0,1,,2,,,1,0,0,,,2,,1,2,2,2,2,2,2,,2341,16,33,2,2,,46,10,2,10,,,3,2,1,3,0,1,1,2,2,2,3,1,3,0.2303150886,932.72604564
955344,4,3,1,6,1,2003,1,,,2,3,,,,,,,,2,,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,17,3,1,10,,,1,7,3,5,0,0,0,2,2,2,3,1,3,0.2303150886,932.72604564
955344,4,4,2,6,1,2008,1,,,2,3,,,,,,,,2,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,12,10,2,10,,,1,7,3,5,0,0,0,2,2,2,3,1,3,0.2303150886,932.72604564
955345,2,1,2,1,1,1986,1,,,1,8,6,105,110,0,2011,3,,1,,,,1,2,,,3,1,15,2,,,1,8,0,1,100,2,,,1,0,0,65,70,2,,1,2,2,2,2,2,2,,1221,3,30,2,2,,34,10,2,10,,,1,2,1,2,0,1,1,2,2,2,3,1,3,2.9629069383,11999.12906
955345,2,2,1,2,1,1982,1,,,1,5,,70,100,,2002,2,2,2,,,,1,2,,,3,1,15,2,,,1,12,0,1,,2,,,2,,,,,2,,1,2,2,2,2,2,2,,1324,3,33,2,2,,38,10,2,10,,,2,2,1,2,1,1,1,2,2,2,3,1,3,2.9629069383,11999.12906
955346,2,1,2,1,1,1965,1,,,3,5,,58,60,,1983,1,2,1,,,,1,7,,,3,3,18,1,8,,1,10,0,1,100,2,,,2,,,70,50,,,1,1,2,2,2,2,2,1,5223,7,54,2,2,,55,10,2,10,,,4,4,2,4,0,1,1,1,2,2,3,2,4,0.4771807677,1932.4783857
955346,2,2,2,4,1,1935,1,,,4,2,,,,,,,,2,,,,2,16,,,0,,,,,,,,,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,85,10,2,10,,,5,6,3,5,1,1,0,1,2,2,3,2,4,0.4771807677,1932.4783857
955348,3,1,1,1,1,1956,1,,,1,4,,,,,,,,1,,,,2,16,,,3,2,22,2,,,1,20,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,64,10,2,10,,,4,6,3,5,0,1,0,1,3,2,3,2,4,0.5445065293,2205.1330855
955348,3,2,2,2,1,1960,1,,,1,3,,,,,,,,2,,,,1,1,,,1,,17,1,12,,1,32,0,1,,2,,,2,,,,,2,,1,2,2,2,2,2,2,,5223,7,,2,2,,60,10,2,10,,,4,1,1,4,0,1,1,1,3,2,3,2,4,0.5445065293,2205.1330855
955348,3,3,1,6,1,1982,1,,,2,5,,70,100,,2000,4,2,2,,,,2,16,,,0,,,,,,,,,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,38,10,2,10,,,2,6,3,5,1,1,0,1,3,2,3,2,4,0.5445065293,2205.1330855
955354,1,1,2,1,1,1954,1,,,4,7,9,98,110,0,1983,3,,1,,,,2,16,,,1,,33,2,,,1,16,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,66,10,2,10,,,5,6,3,5,1,1,0,0,1,2,3,2,4,0.2341935429,948.43294261
955361,3,1,1,1,1,1985,1,,,1,6,6,90,110,0,2009,2,,1,,,,1,8,,,2,3,18,2,,,1,11,0,1,100,2,,,1,0,2,67,50,,,2,1,1,2,2,2,2,6,3322,7,25,2,2,,35,10,2,10,,,2,5,2,4,1,1,1,2,2,2,3,2,4,1.0287884919,4166.3697668
955361,3,2,2,2,1,1986,1,,,1,6,6,90,110,0,2011,3,,1,,,,1,2,,,1,,26,2,,,1,9,0,1,100,2,,,1,0,0,60,50,2,,1,2,2,2,2,2,2,,4120,7,,2,2,,34,10,2,10,,,1,2,1,4,0,1,1,2,2,2,3,2,4,1.0287884919,4166.3697668
955361,3,3,1,6,1,2017,1,,,2,1,,,,,,,,,,,,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,3,10,2,10,,,1,7,3,5,0,0,0,2,2,2,3,2,4,1.0287884919,4166.3697668
955364,3,1,1,1,1,1982,1,,,1,3,,,,,,,,1,,,,1,8,,,1,,20,2,,,1,19,0,1,100,2,,,2,,,67,50,,,2,1,2,2,2,2,2,,5246,9,,2,2,,38,10,2,10,,,2,5,2,4,1,1,1,2,2,2,3,2,4,2.3183517031,9388.8204632
955364,3,2,2,2,1,1991,1,,,1,3,,,,,,,,2,,,,1,1,,,3,1,25,1,1,,1,5,0,1,,2,,,2,,,,,2,,1,2,2,2,2,2,2,,9112,19,28,2,2,,29,10,2,10,,,1,1,1,4,0,1,1,2,2,2,3,2,4,2.3183517031,9388.8204632
955364,3,3,2,6,1,2019,1,,,2,1,,,,,,,,,,,,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,1,10,2,10,,,1,7,3,5,0,0,0,2,2,2,3,2,4,2.3183517031,9388.8204632
955368,1,1,2,1,1,1952,1,,,3,5,,42,60,,1971,4,2,1,,,,2,15,9,7,1,,20,2,,,1,38,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,68,12,2,12,,,5,6,3,5,1,1,0,0,1,2,3,2,4,0.3927506831,1590.5548953
955373,2,1,2,1,1,1971,1,,,1,6,3,100,110,0,1995,4,,1,,,,1,2,,,1,,21,2,,,1,29,0,1,100,2,,,2,,,64,80,2,,1,2,2,2,2,2,2,,2221,17,,2,2,,49,12,2,12,,,3,2,1,3,1,1,1,2,2,2,3,2,4,0.7349252775,2976.2876251
955373,2,2,1,2,1,1971,1,,,1,5,,48,60,,1990,2,2,2,,,,1,20,,,6,3,20,1,2,,1,20,0,1,,2,,,1,30,30,,,,,2,2,1,2,2,2,2,,2641,18,44,2,2,,49,12,2,12,,,3,5,2,4,0,1,1,2,2,2,3,2,4,0.7349252775,2976.2876251
955425,4,1,1,1,1,1958,1,,,1,5,,50,60,,1977,2,2,1,,,,1,2,,,1,,21,2,,,1,41,0,1,100,2,,,2,,,63,80,2,,1,2,2,2,2,2,2,,2212,17,,2,2,,62,12,2,12,,,4,2,1,3,1,1,1,2,2,2,3,1,3,0.8960270827,3628.7149176
955425,4,2,2,2,1,1968,1,,,1,5,,50,60,,1987,1,2,2,,,,1,2,,,1,,34,2,,,1,18,0,1,,2,,,2,,,,,3,,1,2,2,2,2,2,2,,3343,11,,2,2,,52,12,2,12,,,3,2,1,4,0,1,1,2,2,2,3,1,3,0.8960270827,3628.7149176
955425,4,3,1,6,1,1996,1,,,2,5,,80,100,,2014,3,1,2,,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,24,12,2,12,,,1,7,3,5,0,0,0,2,2,2,3,1,3,0.8960270827,3628.7149176
