NQUEST,NCOMP,nord,SEX,PARENT,NASC,ANASC,CIT,ANINGR,MOTIV,STACIV,STUDIO,TIPOLAU,VOTOEDU,SUEDU,SELODE,ANNOEDU,TIPODIP,UNIVER,PRESNORD,NORDP,MOTENT,ANNOENUS,B01,APQUAL2,ASNONOC2,NACE2,NESPLAV,EXLAV,ETALAV,DISLAV,DISANN1,DISANN2,CONTRIB,ACONTRIB,FCONTRIB,OCCNOW,PROBLAV1,CERC2,PROBLAV2,SALMIN,SMARTW,SMARTWA,SMARTWB,ETAPEN,COPPU,PREVCOM,COPPIP,B16,B17A,B17B,B18,B19A,B19B,B19C,ATTIVP,ISCO,NACE,ETALAV2,MISCOVID1,MISCOVID2,MISCOVIDV1,ETA,NASCREG,NASCAREA,IREG,PARENTP,smartwa1,CLETA5,QUAL,Q,SETT,CFRED,PERC,PERL,NPERL,NPERC,AREA3,AREA5,ACOM4C,ACOM5,PESOFIT,PESOFIT2
955156,4,4,2,6,1,2010,1,,,2,2,,,,,,,,,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,10,9,2,9,,,1,7,3,5,0,0,0,2,2,2,3,1,3,1.8766890064,7600.1825444
955158,4,1,2,1,1,1974,1,,,2,7,8,110,110,0,2000,3,,1,,,,1,6,,,1,,26,2,,,1,20,0,1,100,2,,,1,0,5,70,70,,,2,1,2,2,2,2,2,,2611,13,,2,2,,46,9,2,9,,,3,4,2,4,1,1,1,2,2,2,3,1,3,0.2498859942,1011.9839594
955158,4,2,2,6,1,2005,1,,,2,3,,,,,,,,2,,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,15,9,2,9,,,1,7,3,5,0,0,0,2,2,2,3,1,3,0.2498859942,1011.9839594
955158,4,3,1,6,1,2011,1,,,2,1,,,,,,,,,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,9,9,2,9,,,1,7,3,5,0,0,0,2,2,2,3,1,3,0.2498859942,1011.9839594
955158,4,4,1,3,1,1973,1,,,2,5,,48,60,,1991,2,1,2,,,,1,6,,,2,3,21,2,,,1,24,0,1,,2,,,1,20,20,,,,,2,1,2,2,2,2,2,,2651,19,26,2,2,,47,9,2,9,,,3,4,2,4,0,1,1,2,2,2,3,1,3,0.2498859942,1011.9839594
955163,4,1,1,1,1,1962,1,,,1,8,1,104,110,0,1987,3,,1,,,,1,2,,,2,3,35,2,,,1,24,0,1,100,2,,,2,,,67,80,2,,1,2,2,2,2,2,2,,2131,16,37,2,2,,58,9,2,9,,,4,2,1,3,0,1,1,3,3,2,3,2,4,0.1998106998,809.18990194
955163,4,2,2,2,1,1962,1,,,1,8,1,110,110,1,1996,3,,1,,,,1,6,,,2,3,28,2,,,1,25,0,1,100,2,,,2,,,65,80,,,2,1,2,2,2,2,2,,2262,17,35,2,2,,58,9,2,9,,,4,4,2,3,1,1,1,3,3,2,3,2,4,0.1998106998,809.18990194
955163,4,3,2,6,1,1993,1,,,2,7,1,104,110,0,2018,3,,2,,,,1,2,,,1,,25,2,,,1,2,0,1,,2,,,2,,,,,2,,1,2,2,2,2,2,2,,2262,17,,2,2,,27,9,2,9,,,1,2,1,3,0,1,1,3,3,2,3,2,4,0.1998106998,809.18990194
955163,4,4,2,6,1,1998,1,,,2,5,,80,100,,2017,3,1,2,,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,22,9,2,9,,,1,7,3,5,0,0,0,3,3,2,3,2,4,0.1998106998,809.18990194
955166,2,1,1,1,1,1937,1,,,1,3,,,,,,,,1,,,,2,15,9,7,1,,19,2,,,1,30,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,83,9,2,9,,,5,6,3,5,1,1,0,0,2,2,3,2,4,0.2426810063,982.80532441
955166,2,2,2,2,1,1942,1,,,1,2,,,,,,,,2,,,,2,15,9,7,3,3,16,2,,,1,30,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,78,9,2,9,,,5,6,3,5,0,1,0,0,2,2,3,2,4,0.2426810063,982.80532441
955167,2,1,1,1,1,1956,1,,,1,5,,50,60,,1975,2,1,1,,,,1,9,,,1,,23,2,,,1,42,0,1,100,2,,,2,,,67,80,,,2,1,2,2,2,2,2,,1120,3,,2,2,,64,9,2,9,,,4,4,2,2,1,1,1,1,2,2,3,2,4,0.2803918657,1135.5261081
955167,2,2,2,2,1,1957,1,,,1,5,,50,60,,1976,2,1,2,,,,2,15,2,16,1,,23,2,,,1,14,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,63,9,2,9,,,4,6,3,5,0,1,0,1,2,2,3,2,4,0.2803918657,1135.5261081
955172,2,1,1,1,1,1951,1,,,1,3,,,,,,,,1,,,,1,7,,,2,3,18,2,,,1,50,0,1,100,2,,,2,,,75,80,,,2,1,2,1,2,2,2,,1120,1,50,2,2,,69,9,2,9,,,5,4,2,1,1,1,1,1,2,2,3,2,4,0.3961071818,1604.1479856
955172,2,2,2,2,1,1953,1,,,1,3,,,,,,,,2,,,,2,15,2,22,1,,18,2,,,1,35,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,67,9,2,9,,,5,6,3,5,0,1,0,1,2,2,3,2,4,0.3961071818,1604.1479856
955175,4,1,1,1,1,1974,1,,,1,4,,,,,,,,1,,,,1,8,,,1,,17,2,,,1,30,0,1,100,2,,,2,,,67,50,,,2,1,2,2,2,2,2,,7126,6,,1,2,1200,46,9,2,9,,,3,5,2,4,1,1,1,2,2,2,3,2,4,0.5670779452,2296.5424137
955175,4,2,2,2,1,1978,1,,,1,5,,54,60,,1997,2,1,1,,,,1,2,,,1,,23,2,,,1,20,0,1,100,2,,,2,,,65,55,2,,1,2,2,2,2,2,2,,2149,15,,2,2,,42,9,2,9,,,2,2,1,3,0,1,1,2,2,2,3,2,4,0.5670779452,2296.5424137
955175,4,3,2,6,1,2005,1,,,2,3,,,,,,,,2,,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,15,9,2,9,,,1,7,3,5,0,0,0,2,2,2,3,2,4,0.5670779452,2296.5424137
955175,4,4,1,6,1,2007,1,,,2,3,,,,,,,,2,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,13,9,2,9,,,1,7,3,5,0,0,0,2,2,2,3,2,4,0.5670779452,2296.5424137
955176,3,1,2,1,1,1975,1,,,2,5,,42,60,,1994,4,2,1,,,,1,3,,,1,,22,2,,,1,21,0,1,100,2,,,2,,,65,50,2,,1,2,2,2,1,2,2,,2634,16,,2,2,,45,9,2,9,,,3,2,1,3,0,1,1,2,2,2,3,2,4,0.9294161502,3763.9333835
955176,3,2,1,3,1,1974,1,,,2,5,,42,60,,1993,2,2,2,,,,1,1,,,1,,20,2,,,1,20,0,1,,2,,,2,,,,,2,,1,2,2,2,2,2,2,,6112,7,,2,2,,46,9,2,9,,,3,1,1,4,1,1,1,2,2,2,3,2,4,0.9294161502,3763.9333835
955176,3,3,2,6,1,2007,1,,,2,3,,,,,,,,2,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,13,9,2,9,,,1,7,3,5,0,0,0,2,2,2,3,2,4,0.9294161502,3763.9333835
955179,2,1,1,1,1,1983,1,,,1,6,6,105,110,0,2011,3,,1,,,,1,4,,,3,1,25,2,,,1,10,0,1,100,2,,,1,0,0,70,50,1,60,1,2,2,2,2,2,2,,4110,13,37,2,2,,37,9,2,9,,,2,3,1,4,1,1,1,2,2,2,3,2,4,0.164392866,665.75537375
955179,2,2,2,2,1,1989,1,,,1,6,6,110,110,1,2013,3,,1,,,,1,2,,,1,,23,2,,,1,9,0,1,100,2,,,1,4,15,70,50,1,60,1,2,2,2,2,2,2,,4110,11,,2,2,,31,9,2,9,,,1,2,1,4,0,1,1,2,2,2,3,2,4,0.164392866,665.75537375
955183,4,1,2,1,1,1981,1,,,2,5,,82,100,,2000,2,1,1,,,,1,2,,,4,1,19,2,,,1,13,0,1,90,2,,,1,0,20,65,50,2,,1,2,2,2,2,2,2,,4110,11,28,2,2,,39,9,2,9,,,2,2,1,4,0,1,1,2,2,2,3,2,4,1.260696612,5105.5472442
955183,4,2,1,3,1,1976,1,,,2,5,,38,60,,1995,2,1,2,,,,1,2,,,3,1,20,2,,,1,25,0,1,,2,,,1,0,8,,,3,,1,2,2,2,2,2,2,,4110,17,29,2,2,,44,9,2,9,,,2,2,1,3,1,1,1,2,2,2,3,2,4,1.260696612,5105.5472442
955183,4,3,2,6,1,2014,1,,,2,1,,,,,,,,,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,6,9,2,9,,,1,7,3,5,0,0,0,2,2,2,3,2,4,1.260696612,5105.5472442
955183,4,4,2,6,1,2018,1,,,2,1,,,,,,,,,,,,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,2,9,2,9,,,1,7,3,5,0,0,0,2,2,2,3,2,4,1.260696612,5105.5472442
955194,6,1,1,1,1,1960,1,,,1,5,,52,60,,1979,2,2,1,,,,1,8,,,1,,16,2,,,1,41,0,1,100,2,,,2,,,67,50,,,2,1,2,2,2,1,2,,9629,1,,2,2,,60,9,2,9,,,4,5,2,1,1,1,1,2,2,2,3,2,4,1.043360092,4225.3815798
955194,6,2,2,2,1,1970,1,,,1,3,,,,,,,,2,,,,1,8,,,1,,14,2,,,1,30,0,1,,2,,,2,,,,,,,2,1,2,2,2,2,2,,1311,1,,1,2,2200,50,9,2,9,,,3,5,2,1,0,1,1,2,2,2,3,2,4,1.043360092,4225.3815798
955194,6,3,1,6,1,2003,1,,,2,3,,,,,,,,2,,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,17,9,2,9,,,1,7,3,5,0,0,0,2,2,2,3,2,4,1.043360092,4225.3815798
955194,6,4,2,6,1,2003,1,,,2,3,,,,,,,,2,,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,17,9,2,9,,,1,7,3,5,0,0,0,2,2,2,3,2,4,1.043360092,4225.3815798
955194,6,5,1,6,1,2003,1,,,2,3,,,,,,,,2,,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,17,9,2,9,,,1,7,3,5,0,0,0,2,2,2,3,2,4,1.043360092,4225.3815798
955194,6,6,1,6,1,2009,1,,,2,2,,,,,,,,,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,11,9,2,9,,,1,7,3,5,0,0,0,2,2,2,3,2,4,1.043360092,4225.3815798
955204,2,1,1,1,1,1958,1,,,1,5,,36,60,,1976,1,2,1,,,,2,15,5,11,1,,22,2,,,1,41,1,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,62,9,2,9,,,4,6,3,5,0,1,0,1,2,2,3,2,4,0.2220077874,899.08328172
955204,2,2,2,2,1,1961,1,,,1,7,3,100,110,0,1989,3,,2,,,,1,6,,,1,,33,2,,,1,37,8,1,,2,,,2,,,,,2,,2,1,2,2,2,2,2,,2211,17,,2,2,,59,9,2,9,,,4,4,2,3,1,1,1,1,2,2,3,2,4,0.2220077874,899.08328172
955216,2,1,1,1,1,1945,1,,,1,3,,,,,,,,1,,,,2,15,8,7,2,3,14,2,,,1,40,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,75,10,2,10,,,5,6,3,5,1,1,0,0,2,2,3,1,3,1.1698063947,4737.4616206
955216,2,2,2,2,1,1947,1,,,1,2,,,,,,,,1,,,,2,15,8,7,2,3,14,2,,,1,40,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,73,10,2,10,,,5,6,3,5,0,1,0,0,2,2,3,1,3,1.1698063947,4737.4616206
955219,3,1,1,1,1,1974,1,,,2,3,,,,,,,,1,,,,1,1,,,5,1,20,2,,,1,20,0,1,100,1,50,10,2,,,63,90,2,,1,2,2,2,2,2,2,,7511,7,46,2,2,,46,12,2,10,,,3,1,1,4,1,1,1,2,3,2,3,1,3,1.2130592924,4912.6264543
955219,3,2,2,4,1,1951,1,,,4,2,,,,,,,,2,,,,2,16,,,2,1,25,2,,,1,14,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,69,10,2,10,,,5,6,3,5,0,1,0,2,3,2,3,1,3,1.2130592924,4912.6264543
955219,3,3,2,3,1,1987,1,,,2,5,,93,100,,2007,1,2,1,,,,1,1,,,8,1,19,1,2,,1,10,0,2,,1,95,10,,,,67,60,2,,1,2,2,2,2,2,2,,5312,16,33,2,2,,33,10,2,10,,,1,1,1,3,0,1,1,2,3,2,3,1,3,1.2130592924,4912.6264543
955224,1,1,1,1,1,1970,1,,,2,7,1,96,110,0,2009,2,,1,,,,1,4,,,3,3,30,2,,,1,20,0,1,0,2,,,2,,,60,60,2,,1,2,2,2,2,2,2,,2262,7,38,2,2,,50,3,1,10,,,3,3,1,4,1,1,1,1,1,2,3,1,3,1.1866862887,4805.8215221
955228,1,1,1,1,1,1932,1,,,4,2,,,,,,,,1,,,,2,15,8,7,3,3,14,2,,,1,50,1,1,100,,,,2,,,,,,,2,1,2,1,2,2,2,,5221,7,30,2,2,,88,10,2,10,,,5,6,3,5,1,1,1,1,1,2,3,1,3,0.6255581033,2533.3743425
955233,4,1,2,1,1,1975,1,,,1,5,,54,60,,1995,2,2,1,,,,1,2,,,2,1,16,2,,,1,25,0,1,100,2,,,1,0,0,72,80,2,,1,2,2,2,2,2,2,,4214,7,19,2,2,,45,10,2,10,,,3,2,1,4,0,1,1,3,3,2,3,1,3,1.0202422973,4131.7595365
955233,4,2,1,2,1,1972,1,,,1,5,,42,60,,1992,2,2,2,,,,1,7,,,4,3,16,2,,,1,30,0,1,,2,,,2,,,,,,,2,1,2,2,2,2,2,,7411,6,43,1,2,1200,48,10,2,10,,,3,4,2,4,1,1,1,3,3,2,3,1,3,1.0202422973,4131.7595365
955233,4,3,1,6,1,2002,1,,,2,3,,,,,,,,2,,,,2,17,,,1,,17,2,,,1,0,0,2,,2,,,,,,,,,,1,2,2,2,2,2,2,,7411,,,2,2,,18,10,2,10,,,1,7,3,5,0,1,1,3,3,2,3,1,3,1.0202422973,4131.7595365
955233,4,4,1,6,1,2009,1,,,2,2,,,,,,,,,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,11,10,2,10,,,1,7,3,5,0,0,0,3,3,2,3,1,3,1.0202422973,4131.7595365
955234,1,1,1,1,1,1973,1,,,2,3,,,,,,,,1,,,,1,9,,,2,3,16,2,,,1,15,0,1,100,2,,,2,,,70,70,,,2,1,2,2,2,2,2,,5246,7,33,1,2,1800,47,10,2,10,,,3,4,2,4,1,1,1,1,1,2,3,1,3,4.6807389592,18955.975344
955235,2,1,2,1,2,1980,2,2001,3,2,4,,,,,,,,1,,,,1,8,,,4,3,17,2,,,1,12,0,1,100,2,,,1,0,0,62,60,,,2,1,2,2,2,2,2,,2411,19,34,1,2,1200,40,,,10,,,2,5,2,4,1,1,1,1,1,2,3,1,3,2.7996631072,11338.027028
955235,2,2,1,7,1,2012,1,,,2,1,,,,,,,,,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,8,10,2,10,,,1,7,3,5,0,0,0,1,1,2,3,1,3,2.7996631072,11338.027028
955237,2,1,1,1,1,1951,1,,,1,4,,,,,,,,1,,,,2,15,7,7,3,3,13,2,,,1,47,1,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,69,10,2,10,,,5,6,3,5,1,1,0,0,1,2,3,1,3,0.857435624,3472.4278985
955237,2,2,2,2,1,1958,1,,,1,5,,60,100,,1976,2,2,2,,,,2,13,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,62,10,2,10,,,4,7,3,5,0,0,0,0,1,2,3,1,3,0.857435624,3472.4278985
955238,2,1,1,1,1,1959,1,,,4,5,,52,60,,1977,1,2,1,,,,1,6,,,2,3,20,2,,,1,37,0,1,100,2,,,1,3,10,64,90,,,2,1,2,2,2,2,2,,2421,7,23,2,2,,61,10,2,10,,,4,4,2,4,1,1,1,1,1,2,3,1,3,1.1952599404,4840.5429479
955238,2,2,1,6,1,2002,1,,,2,3,,,,,,,,2,,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,18,10,2,10,,,1,7,3,5,0,0,0,1,1,2,3,1,3,1.1952599404,4840.5429479
955240,3,1,1,1,1,1969,1,,,1,7,8,96,110,0,1995,3,,1,,,,1,5,,,6,3,20,2,,,1,29,0,1,90,2,,,2,,,67,80,1,90,1,2,2,2,2,2,2,,1213,3,31,2,2,,51,5,1,10,,,3,3,1,2,1,1,1,2,2,2,3,1,3,0.8306862304,3364.0986689
955240,3,2,2,2,1,1973,1,,,1,7,1,100,110,0,2001,3,,2,,,,1,2,,,2,3,26,2,,,1,20,0,1,,2,,,2,,,,,2,,1,2,2,2,2,2,2,,3253,17,30,2,2,,47,5,1,10,,,3,2,1,3,0,1,1,2,2,2,3,1,3,0.8306862304,3364.0986689
955240,3,3,2,6,1,2005,1,,,2,3,,,,,,,,2,,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,15,10,2,10,,,1,7,3,5,0,0,0,2,2,2,3,1,3,0.8306862304,3364.0986689
955244,1,1,1,1,1,1986,1,,,3,5,,37,60,,2011,1,2,1,,,,1,2,,,3,3,20,2,,,2,,,2,,2,,,,,,67,80,2,,1,2,2,2,2,2,2,,3322,7,20,2,2,,34,11,2,10,,,1,2,1,4,1,1,1,1,1,2,3,1,3,6.2110145487,25153.258849
955246,4,1,1,1,1,1940,1,,,1,2,,,,,,,,1,,,,2,15,9,8,3,3,18,1,30,,1,0,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,80,10,2,10,,,5,6,3,5,0,1,0,1,3,2,3,0,2,4.6428777268,18802.645583
955246,4,2,2,2,1,1944,1,,,1,2,,,,,,,,2,,,,2,13,,,2,1,16,2,,,1,10,0,2,,2,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,76,10,2,10,,,5,7,3,5,0,1,0,1,3,2,3,0,2,4.6428777268,18802.645583
955246,4,3,1,6,1,1982,1,,,2,3,,,,,,,,2,,,,2,12,1,8,2,3,19,,,20,1,0,0,2,,1,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,38,10,2,10,,,2,7,3,5,0,0,0,1,3,2,3,0,2,4.6428777268,18802.645583
955246,4,4,2,6,1,1976,1,,,3,3,,,,,,,,2,,,,1,8,,,2,3,32,1,3,,1,10,0,1,,2,,,2,,,,,,,2,1,2,2,2,2,2,,5221,3,40,2,2,,44,10,2,10,,,2,5,2,2,1,1,1,1,3,2,3,0,2,4.6428777268,18802.645583
955248,3,1,2,1,1,1987,1,,,1,5,,80,100,,2006,2,2,1,,,,1,8,,,2,3,19,2,,,1,15,0,1,0,2,,,2,,,65,70,,,2,1,2,2,2,2,2,,1120,6,26,2,2,,33,10,2,10,,,1,5,2,4,1,1,1,1,1,2,3,2,4,1.9158322284,7758.7040851
955248,3,2,1,6,1,2010,1,,,2,2,,,,,,,,,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,10,10,2,10,,,1,7,3,5,0,0,0,1,1,2,3,2,4,1.9158322284,7758.7040851
955248,3,3,2,6,1,2014,1,,,2,1,,,,,,,,,,,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,6,10,2,10,,,1,7,3,5,0,0,0,1,1,2,3,2,4,1.9158322284,7758.7040851
955249,1,1,1,1,1,1975,1,,,3,5,,37,60,,1994,2,2,1,,,,1,9,,,4,3,14,2,,,1,27,0,1,99,2,,,2,,,69,70,,,2,1,2,2,2,2,2,,5246,19,24,2,2,,45,10,2,10,,,3,4,2,4,1,1,1,1,1,2,3,0,2,6.5460452914,26510.060532
955254,3,1,1,1,1,1964,1,,,1,5,,40,60,,1983,2,2,1,,,,1,8,,,8,2,20,2,,,1,30,0,1,100,2,,,2,,,88,20,,,2,1,2,2,2,2,2,,5221,7,33,2,2,,56,10,2,10,,,4,5,2,4,1,1,1,2,2,2,3,2,4,0.8196273114,3319.3124508
955254,3,2,2,2,1,1963,1,,,1,3,,,,,,,,2,,,,2,13,,,0,,,,,,,,,2,,1,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,57,10,2,10,,,4,7,3,5,0,0,0,2,2,2,3,2,4,0.8196273114,3319.3124508
955254,3,3,2,6,1,1991,1,,,2,7,9,110,110,0,2015,3,,2,,,,1,3,,,1,,26,1,6,,1,4,0,1,,2,,,1,0,15,,,2,,1,2,2,2,2,2,2,,2320,10,,2,2,,29,10,2,10,,,1,2,1,4,0,1,1,2,2,2,3,2,4,0.8196273114,3319.3124508
955264,2,1,1,1,1,1957,1,,,1,5,,38,60,,1979,2,2,1,,,,2,15,1,7,2,3,23,2,,,1,39,1,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,63,10,2,10,,,4,6,3,5,1,1,0,0,1,2,3,2,4,0.2648204797,1072.4653796
955264,2,2,2,2,1,1956,1,,,1,5,,36,60,,1978,1,2,2,,,,2,13,,,3,3,19,2,,,1,13,0,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,64,10,2,10,,,4,7,3,5,0,0,0,0,1,2,3,2,4,0.2648204797,1072.4653796
955265,2,1,1,1,1,1971,1,,,1,5,,44,60,,1990,2,2,1,,,,1,9,,,3,3,21,2,,,1,18,0,1,100,2,,,2,,,65,75,,,2,1,2,2,2,2,2,,7119,7,32,2,2,,49,10,2,10,,,3,4,2,4,0,1,1,2,2,2,3,2,4,0.4369594316,1769.5907173
955265,2,2,2,2,1,1966,1,,,1,5,,52,60,,1995,5,2,2,,,,1,2,,,1,,25,2,,,1,30,0,2,,2,,,,,,,,3,,1,2,2,2,2,2,2,,5321,17,,2,2,,54,5,1,10,,,3,2,1,3,1,1,1,2,2,2,3,2,4,0.4369594316,1769.5907173
955267,4,1,1,1,1,1980,1,,,2,5,,75,100,,1999,2,2,1,,,,1,2,,,3,1,19,2,,,1,20,0,1,100,2,,,1,0,0,68,60,1,80,1,2,2,2,2,2,2,,1114,14,23,2,2,,40,10,2,10,,,2,2,1,4,1,1,1,2,2,2,3,0,1,6.5460452914,26510.060532
955267,4,2,2,3,2,1983,2,2006,3,2,3,,,,,,,,2,,,,2,13,,,10,1,23,1,3,,1,8,1,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,37,,,10,,,2,7,3,5,0,0,0,2,2,2,3,0,1,6.5460452914,26510.060532
955267,4,3,2,7,2,2000,2,2006,1,2,5,,72,100,,2019,2,2,2,,,,1,1,,,2,1,19,2,,,1,1,0,1,,2,,,2,,,,,2,,1,2,2,2,1,2,2,,5131,9,19,2,2,,20,,,10,,,1,1,1,4,0,1,1,2,2,2,3,0,1,6.5460452914,26510.060532
955267,4,4,2,6,1,2016,1,,,2,1,,,,,,,,,,,,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,4,10,2,10,,,1,7,3,5,0,0,0,2,2,2,3,0,1,6.5460452914,26510.060532
955271,4,1,1,1,1,1963,1,,,1,5,,36,60,,1982,2,2,1,,,,1,1,,,3,3,18,2,,,1,38,0,1,100,2,,,2,,,60,60,2,,1,2,2,2,2,2,2,,8332,8,45,2,2,,57,10,2,10,,,4,1,1,4,1,1,1,2,2,2,3,1,3,0.7665733881,3104.4555935
955271,4,2,2,2,1,1960,1,,,1,3,,,,,,,,2,,,,2,13,,,2,1,15,1,2,,1,20,0,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,60,10,2,10,,,4,7,3,5,0,0,0,2,2,2,3,1,3,0.7665733881,3104.4555935
955271,4,3,1,6,1,1993,1,,,2,5,,100,100,,2012,2,2,2,,,,1,1,,,2,1,20,2,,,1,7,0,1,,2,,,2,,,,,2,,1,2,2,2,1,2,2,,4321,6,27,2,2,,27,10,2,10,,,1,1,1,4,0,1,1,2,2,2,3,1,3,0.7665733881,3104.4555935
955271,4,4,1,6,1,1999,1,,,2,5,,85,100,,2018,4,1,2,,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,21,10,2,10,,,1,7,3,5,0,0,0,2,2,2,3,1,3,0.7665733881,3104.4555935
955273,1,1,1,1,1,1953,1,,,3,3,,,,,,,,1,,,,2,15,7,7,1,,15,2,,,1,41,2,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,67,10,2,10,,,5,6,3,5,1,1,0,0,1,2,3,0,2,3.4990908661,14170.557419
955274,4,1,1,1,1,1969,1,,,1,7,2,110,110,1,2015,5,,1,,,,1,2,,,3,1,19,2,,,1,31,0,1,0,2,,,1,0,15,62,80,1,90,1,2,1,2,2,2,2,1,4110,15,21,2,2,,51,10,2,10,,,3,2,1,3,1,1,1,2,2,2,3,0,2,2.0944182561,8481.9386786
955274,4,2,2,2,1,1970,1,,,1,5,,56,60,,1988,2,2,2,,,,1,9,,,2,3,20,2,,,1,30,0,1,,2,,,2,,,,,,,2,1,2,2,2,2,2,,4110,7,20,2,2,,50,10,2,10,,,3,4,2,4,0,1,1,2,2,2,3,0,2,2.0944182561,8481.9386786
955274,4,3,1,6,1,2003,1,,,2,3,,,,,,,,2,,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,17,10,2,10,,,1,7,3,5,0,0,0,2,2,2,3,0,2,2.0944182561,8481.9386786
955274,4,4,2,6,1,2005,1,,,2,3,,,,,,,,2,,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,15,10,2,10,,,1,7,3,5,0,0,0,2,2,2,3,0,2,2.0944182561,8481.9386786
955293,2,1,1,1,1,1952,1,,,1,7,5,110,110,1,1978,2,,1,,,,1,6,,,1,,26,2,,,1,43,0,1,100,2,,,2,,,80,70,,,2,1,2,2,2,2,2,,2161,19,,2,2,,68,12,2,10,,,5,4,2,4,1,1,1,1,1,2,3,2,4,0.1583153848,641.14289578
955293,2,2,2,2,2,1953,2,1978,4,1,5,,9,10,,1972,3,1,2,,,,2,13,,,1,,25,2,,,2,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,67,,,10,,,5,7,3,5,0,0,0,1,1,2,3,2,4,0.1583153848,641.14289578
955296,2,1,2,1,1,1949,1,,,1,7,9,110,110,1,1973,3,,1,,,,2,15,3,16,1,,24,2,,,1,30,4,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,71,10,2,10,,,5,6,3,5,0,1,0,0,2,2,3,2,4,0.0338260677,136.98822147
955296,2,2,1,2,1,1947,1,,,1,7,3,110,110,1,1972,3,,2,,,,2,15,5,17,1,,26,2,,,1,40,6,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,73,10,2,10,,,5,6,3,5,1,1,0,0,2,2,3,2,4,0.0338260677,136.98822147
955301,2,1,2,1,1,1960,1,,,1,3,,,,,,,,1,,,,2,13,,,4,1,15,2,,,1,5,0,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,60,10,2,10,,,4,7,3,5,0,0,0,0,1,2,3,2,4,0.4679850371,1895.2376756
