NQUEST,nord,YL1,YL2,YTP1,YTP2,YTA1,YTA11,YTA12,YTA2,YTA31,YCA1,YCA2,YTA32,YTA4,YTA5,YL,YTP,YTA3,YTA,YT,YM,YCA,YCF1,YCF2,YCF3,YCF4,YCF,YC,Y
875635,2,25000,1000,0,0,0,0,0,0,0,0,0,0,0,0,26000,0,0,0,0,0,0,0,0,0,0,0,0,26000
875654,1,0,0,16740,0,0,0,0,0,0,0,7200,0,0,0,0,16740,0,0,16740,0,7200,9.2966108166,0,0,0,9.2966108166,7209.2966108,23949.296611
875686,1,0,0,23400,0,0,0,0,0,0,0,6000,3000,0,0,0,23400,-3000,-3000,20400,0,6000,7.7471756805,0,0,0,7.7471756805,6007.7471757,26407.747176
875851,1,0,0,0,0,5000,0,5000,0,0,0,2400,0,0,0,0,0,0,5000,5000,0,2400,0,0,0,0,0,2400,7400
875855,1,0,0,0,0,0,0,0,0,0,0,27800,0,2200,0,0,0,0,2200,2200,10000,27800,13.057896083,0,0,53.830122681,-40.7722266,27759.227773,39959.227773
875855,2,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,0,0,0,0,0,0,0,0,0,0,0,0,14000
875909,1,0,0,20540,0,0,0,0,0,0,0,18000,0,0,0,0,20540,0,0,20540,0,18000,3.0988702722,0,0,0,3.0988702722,18003.09887,38543.09887
875920,1,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,6.1977405444,0,0,0,6.1977405444,6.1977405444,18006.197741
875967,1,0,0,8450,0,0,0,0,0,0,0,3600,0,0,0,0,8450,0,0,8450,0,3600,0.9296610817,0,0,0,0.9296610817,3600.9296611,12050.929661
875969,1,0,0,0,0,0,0,0,0,0,0,5400,0,0,0,0,0,0,0,0,18000,5400,8.4160420092,0,0,0,8.4160420092,5408.416042,23408.416042
875977,1,0,0,0,0,0,0,0,0,0,0,5400,0,0,0,0,0,0,0,0,16000,5400,15.494351361,0,51.252422498,0,66.746773859,5466.7467739,21466.746774
875977,2,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,15000
876018,1,0,0,6370,0,0,0,0,0,0,0,2400,0,0,0,0,6370,0,0,6370,0,2400,15.494351361,0,0,0,15.494351361,2415.4943514,8785.4943514
876020,1,0,0,10400,0,0,0,0,0,0,0,2400,0,0,0,0,10400,0,0,10400,0,2400,21.692091905,0,0,0,21.692091905,2421.6920919,12821.692092
876020,2,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,0,9100,0,0,9100,0,0,0,0,0,0,0,0,9100
876020,3,0,0,12500,0,1200,0,1200,0,0,0,0,0,0,0,0,12500,0,1200,13700,0,0,0,0,0,0,0,0,13700
876069,1,18850,0,0,0,0,0,0,0,0,0,0,0,0,0,18850,0,0,0,0,0,0,0,0,0,0,0,0,18850
876079,1,0,0,0,0,0,0,0,0,0,0,6000,0,2000,0,0,0,0,2000,2000,12000,6000,15.494351361,0,214.1423748,0,229.63672617,6229.6367262,20229.636726
876079,3,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,4000
876079,4,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,3000
876093,1,21000,0,0,0,0,0,0,0,0,2000,12600,0,0,0,21000,0,0,0,0,0,14600,7.7471756805,0,0,0,7.7471756805,14607.747176,35607.747176
876093,2,0,0,17550,0,0,0,0,0,0,0,0,0,0,0,0,17550,0,0,17550,0,0,0,0,0,0,0,0,17550
876115,1,36000,0,0,0,0,0,0,0,0,0,6000,0,0,0,36000,0,0,0,0,0,6000,379.93065812,0,0,0,379.93065812,6379.9306581,42379.930658
876125,1,0,0,9600,0,0,0,0,0,0,0,7200,0,0,0,0,9600,0,0,9600,0,7200,40.551466551,0,0,0,40.551466551,7240.5514666,16840.551467
876125,2,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,18000
876127,1,0,0,0,0,0,0,0,0,0,0,8400,0,0,0,0,0,0,0,0,25000,8400,52.135392737,0,0,0,52.135392737,8452.1353927,33452.135393
876218,1,0,0,7440,0,0,0,0,0,0,0,0,0,0,0,0,7440,0,0,7440,0,0,2.5077330892,0,0,0,2.5077330892,2.5077330892,7442.5077331
876272,1,16250,0,0,0,0,0,0,0,0,0,6000,0,0,0,16250,0,0,0,0,0,6000,15.494351361,0,55.194916536,897.16871135,-826.4794435,5173.5205565,21423.520557
876272,2,25200,0,0,0,0,0,0,0,0,0,0,0,0,0,25200,0,0,0,0,0,0,0,0,0,0,0,0,25200
876314,1,0,0,18200,0,0,0,0,0,0,0,6000,0,0,0,0,18200,0,0,18200,0,6000,44.496468489,46.617328155,0,0,91.113796644,6091.1137966,24291.113797
876391,1,0,0,9750,0,0,0,0,0,0,0,0,0,0,0,0,9750,0,0,9750,0,0,6.1977405444,0,0,0,6.1977405444,6.1977405444,9756.1977405
876391,2,0,0,11700,0,0,0,0,0,0,0,0,0,0,0,0,11700,0,0,11700,0,0,0,0,0,0,0,0,11700
876542,1,0,0,19240,0,0,0,0,0,0,0,4800,0,0,0,0,19240,0,0,19240,0,4800,3.0988702722,0,0,0,3.0988702722,4803.0988703,24043.09887
876651,1,0,0,14300,0,0,0,0,0,0,0,6000,0,0,0,0,14300,0,0,14300,0,6000,0,0,0,0,0,6000,20300
876666,1,0,0,12000,0,0,0,0,0,0,0,6000,0,0,0,0,12000,0,0,12000,0,6000,3.0988702722,0,0,0,3.0988702722,6003.0988703,18003.09887
876694,1,15500,200,0,0,0,0,0,0,0,6400,12100,0,0,0,15700,0,0,0,0,0,18500,30.988702722,0,282.41247019,0,313.40117291,18813.401173,34513.401173
876694,2,25000,1000,0,0,0,0,0,0,0,0,0,0,0,0,26000,0,0,0,0,0,0,0,0,0,0,0,0,26000
876729,1,0,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,0,3600,2.788983245,0,0,0,2.788983245,3602.7889832,3602.7889832
876729,2,26000,1200,0,0,0,0,0,0,0,0,0,0,0,0,27200,0,0,0,0,0,0,0,0,0,0,0,0,27200
876820,1,16500,0,0,0,1200,1200,0,0,0,0,0,0,0,0,16500,0,0,1200,1200,0,0,34.087572994,0,0,0,34.087572994,34.087572994,17734.087573
876833,1,0,0,6890,0,0,0,0,0,0,0,2600,0,0,0,0,6890,0,0,6890,0,2600,0,0,0,0,0,2600,9490
877064,1,0,0,23400,0,0,0,0,0,0,0,4800,10000,0,0,0,23400,-10000,-10000,13400,0,4800,55.78276377,0,525.4,0,581.18276377,5381.1827638,18781.182764
877064,2,0,0,23400,0,0,0,0,0,0,0,0,0,0,0,0,23400,0,0,23400,0,0,0,0,0,0,0,0,23400
877083,1,0,0,21600,0,0,0,0,0,0,0,9600,0,0,0,0,21600,0,0,21600,0,9600,92.966108166,0,0,0,92.966108166,9692.9661082,31292.966108
877138,1,21000,0,0,0,0,0,0,0,0,0,12000,0,0,0,21000,0,0,0,0,0,12000,34.553783083,0,177.41223172,0,211.96601481,12211.966015,33211.966015
877138,2,23400,1270,0,0,0,0,0,0,0,0,0,0,0,0,24670,0,0,0,0,0,0,0,0,0,0,0,0,24670
877267,1,0,0,16900,0,0,0,0,0,0,0,9600,0,0,0,0,16900,0,0,16900,0,9600,123.95481089,0,0,0,123.95481089,9723.9548109,26623.954811
877285,1,0,0,26377,0,0,0,0,0,0,0,9600,0,0,0,0,26377,0,0,26377,0,9600,27.88983245,0,0,0,27.88983245,9627.8898324,36004.889832
877285,2,26000,0,0,0,0,0,0,0,0,0,0,0,0,0,26000,0,0,0,0,0,0,0,0,0,0,0,0,26000
877407,1,0,0,3770,0,800,0,800,0,0,0,3000,0,250,0,0,3770,0,1050,4820,0,3000,2.4790962178,0,0,0,2.4790962178,3002.4790962,7822.4790962
877407,3,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,1000,1000,0,0,0,0,0,0,0,0,1000
877473,1,22000,0,2665,0,0,0,0,0,0,0,7800,0,0,0,22000,2665,0,0,2665,0,7800,22.31186596,0,0,0,22.31186596,7822.311866,32487.311866
877553,1,0,0,0,0,0,0,0,0,0,0,1800,0,600,0,0,0,0,600,600,3000,1800,20.142656769,0,0,0,20.142656769,1820.1426568,5420.1426568
877662,1,0,0,8060,0,0,0,0,0,0,0,6000,0,0,0,0,8060,0,0,8060,8000,6000,81.127962641,0,0,0,81.127962641,6081.1279626,22141.127963
877697,1,20000,0,0,0,0,0,0,0,0,0,12000,0,0,0,20000,0,0,0,0,0,12000,202.16559478,0,0,0,202.16559478,12202.165595,32202.165595
877697,2,0,0,6500,0,0,0,0,0,0,0,0,0,0,0,0,6500,0,0,6500,5000,0,0,0,0,0,0,0,11500
877697,3,0,0,6500,0,0,0,0,0,0,0,0,0,0,0,0,6500,0,0,6500,5000,0,0,0,0,0,0,0,11500
877752,1,16000,0,0,0,0,0,0,0,0,0,6000,0,500,0,16000,0,0,500,500,0,6000,21.692091905,0,0,0,21.692091905,6021.6920919,22521.692092
877752,2,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,10000
877828,1,0,0,19500,0,0,0,0,0,0,0,7500,0,0,0,0,19500,0,0,19500,0,7500,526.80794628,139.85198447,0,0,666.65993074,8166.6599307,27666.659931
877908,1,0,0,8120,0,0,0,0,0,0,0,6000,0,0,0,0,8120,0,0,8120,0,6000,22.31186596,0,11.827482115,0,34.139348075,6034.1393481,14154.139348
878094,1,0,0,17940,0,0,0,0,0,0,0,4800,0,0,0,0,17940,0,0,17940,0,4800,103.84434709,0,0,0,103.84434709,4903.8443471,22843.844347
878103,1,14400,0,0,0,0,0,0,0,0,0,6400,0,400,0,14400,0,0,400,400,0,6400,5.7580124885,0,0,2870.9398763,-2865.181864,3534.8181362,18334.818136
878103,2,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0,0,0,0,2400
878103,3,0,0,3640,0,0,0,0,0,0,0,0,0,0,0,0,3640,0,0,3640,0,0,0,0,0,0,0,0,3640
878142,1,0,0,15600,0,0,0,0,0,0,0,5400,0,0,0,0,15600,0,0,15600,0,5400,39.355652457,0,152.34169001,0,191.69734247,5591.6973425,21191.697342
878142,2,0,0,11570,0,0,0,0,0,0,0,0,0,0,0,0,11570,0,0,11570,0,0,0,0,0,0,0,0,11570
878173,1,14500,0,0,0,4400,4400,0,0,0,0,7550,0,0,0,14500,0,0,4400,4400,0,7550,15.494351361,0,197.12470191,0,212.61905328,7762.6190533,26662.619053
878182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,15000
878218,1,0,0,15600,0,0,0,0,0,0,0,7200,0,0,0,0,15600,0,0,15600,0,7200,30.318581055,0,0,0,30.318581055,7230.3185811,22830.318581
878292,1,0,0,27300,0,0,0,0,0,0,0,12000,0,0,0,0,27300,0,0,27300,0,12000,46.964398285,0,0,0,46.964398285,12046.964398,39346.964398
878292,2,20800,0,0,0,0,0,0,0,0,0,0,0,0,0,20800,0,0,0,0,0,0,0,0,0,0,0,0,20800
878309,1,18000,0,0,0,0,0,0,0,0,0,20800,0,0,0,18000,0,0,0,0,0,20800,84.409764566,0,0,0,84.409764566,20884.409765,38884.409765
878506,1,0,0,23400,0,0,0,0,0,0,4950,29007.428078,0,0,0,0,23400,0,0,23400,0,33957.428078,77.471756805,0,656.75,0,734.22175681,34691.649835,58091.649835
878506,2,0,0,39000,0,0,0,0,0,0,0,0,0,0,0,0,39000,0,0,39000,0,0,0,0,0,0,0,0,39000
878510,1,0,0,21060,0,0,0,0,0,0,0,8400,0,0,0,0,21060,0,0,21060,0,8400,46.483054083,0,0,0,46.483054083,8446.4830541,29506.483054
878518,1,2000,0,0,0,0,0,0,0,0,0,14400,0,0,0,2000,0,0,0,0,0,14400,30.988702722,0,0,0,30.988702722,14430.988703,16430.988703
878518,2,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,18000
878573,1,18000,0,0,0,0,0,0,0,0,0,3600,0,0,0,18000,0,0,0,0,0,3600,21.692091905,0,0,129.19229443,-107.5002025,3492.4997975,21492.499797
878617,1,0,0,0,0,0,0,0,0,0,25000,54000,0,0,0,0,0,0,0,0,50000,79000,7871.804269,186.46931262,7483.7933206,0,15542.066902,94542.066902,144542.0669
878617,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,0,0,0,0,0,0,0,50000
878684,1,0,0,22100,0,0,0,0,0,0,0,8100,0,0,0,0,22100,0,0,22100,0,8100,63.52684058,0,0,0,63.52684058,8163.5268406,30263.526841
878811,1,0,0,0,0,0,0,0,0,0,0,6000,1200,0,0,0,0,-1200,-1200,-1200,37000,6000,68.175145989,0,591.37410574,0,659.54925173,6659.5492517,42459.549252
878811,2,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,0,0,0,0,0,0,0,0,0,0,0,0,14000
878831,1,18000,0,0,0,0,0,0,0,0,0,7200,0,400,0,18000,0,0,400,400,0,7200,64.650217204,0,2.365496423,233.26386495,-166.2481513,7033.7518487,25433.751849
878831,2,0,0,19110,0,0,0,0,0,0,0,0,0,0,0,0,19110,0,0,19110,0,0,0,0,0,0,0,0,19110
878834,1,26000,0,0,0,0,0,0,0,0,0,7200,0,0,0,26000,0,0,0,0,0,7200,30.988702722,0,0,0,30.988702722,7230.9887027,33230.988703
878834,2,26000,0,0,0,0,0,0,0,0,0,0,0,0,0,26000,0,0,0,0,0,0,0,0,0,0,0,0,26000
878873,1,0,0,0,0,0,0,0,0,0,1200,4800,0,2200,0,0,0,0,2200,2200,27000,6000,30.988702722,0,0,0,30.988702722,6030.9887027,35230.988703
878873,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878883,1,0,0,10556,0,0,0,0,0,0,0,3600,0,0,0,0,10556,0,0,10556,0,3600,17.778629465,0,0,0,17.778629465,3617.7786295,14173.778629
879023,1,0,0,0,0,0,0,0,0,0,0,5400,0,0,0,0,0,0,0,0,0,5400,30.988702722,0,0,0,30.988702722,5430.9887027,5430.9887027
879023,2,0,0,20800,0,0,0,0,0,0,0,0,0,0,0,0,20800,0,0,20800,0,0,0,0,0,0,0,0,20800
879192,1,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,6000,4.6483054083,0,0,0,4.6483054083,6004.6483054,6004.6483054
879192,2,0,0,12740,0,0,0,0,0,0,0,0,0,0,0,0,12740,0,0,12740,0,0,0,0,0,0,0,0,12740
879229,1,18200,0,0,0,0,0,0,0,0,0,9200,0,0,0,18200,0,0,0,0,0,9200,74.372886533,0,0,0,74.372886533,9274.3728865,27474.372887
879229,2,0,0,10101,0,0,0,0,0,0,0,0,0,0,0,0,10101,0,0,10101,0,0,0,0,0,0,0,0,10101
879257,1,19000,0,0,0,0,0,0,0,0,4600,0,0,1000,0,19000,0,0,1000,1000,0,4600,170.43786497,0,0,1516.2151222,-1345.777257,3254.2227428,23254.222743
879257,2,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,25000
879275,1,0,0,0,0,0,0,0,0,0,0,6000,0,600,0,0,0,0,600,600,13000,6000,105.36158926,0,0,0,105.36158926,6105.3615893,19705.361589
879275,2,0,0,19500,0,0,0,0,0,0,0,0,0,0,0,0,19500,0,0,19500,15000,0,0,0,0,0,0,0,34500
879319,1,22000,0,0,0,0,0,0,0,0,0,7200,0,0,0,22000,0,0,0,0,0,7200,3.0988702722,0,0,2835.0531279,-2831.954258,4368.0457424,26368.045742
879319,2,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,19000,0,0,0,0,0,0,0,0,0,0,0,0,19000
879449,1,21000,0,0,0,0,0,0,0,0,0,6000,0,0,0,21000,0,0,0,0,0,6000,69.735248698,0,0,0,69.735248698,6069.7352487,27069.735249
879449,2,21500,0,0,0,0,0,0,0,0,0,0,0,0,0,21500,0,0,0,0,0,0,0,0,0,0,0,0,21500
879484,1,0,0,0,0,0,0,0,0,0,0,12000,0,1200,0,0,0,0,1200,1200,20000,12000,9.2966108166,0,39.405,0,48.701610817,12048.701611,33248.701611
879487,1,16000,0,0,0,0,0,0,0,0,7200,0,0,0,0,16000,0,0,0,0,0,7200,9.2966108166,349.62996117,0,0,358.92657198,7558.926572,23558.926572
879494,1,0,0,13740,0,0,0,0,0,0,0,4800,0,0,0,0,13740,0,0,13740,0,4800,1.5494351361,0,0,0,1.5494351361,4801.5494351,18541.549435
879503,1,0,0,17550,0,0,0,0,0,0,0,8400,0,0,0,0,17550,0,0,17550,0,8400,46.483054083,0,0,0,46.483054083,8446.4830541,25996.483054
879543,1,0,0,6500,0,0,0,0,0,0,0,4800,0,0,0,0,6500,0,0,6500,0,4800,9.7178595593,0,0,0,9.7178595593,4809.7178596,11309.71786
879543,3,600,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,600
879552,1,0,0,7200,0,0,0,0,0,0,0,3000,0,0,0,0,7200,0,0,7200,0,3000,0.4255247515,0,0,0,0.4255247515,3000.4255248,10200.425525
879568,1,0,0,0,0,0,0,0,0,0,0,10800,0,0,0,0,0,0,0,0,0,10800,11.680817407,0,0,0,11.680817407,10811.680817,10811.680817
879568,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,25000
879591,1,0,0,8450,0,0,0,0,0,0,0,4200,0,0,0,0,8450,0,0,8450,0,4200,2.7763920335,0,0,0,2.7763920335,4202.776392,12652.776392
879620,1,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,19000,0,0,0,0,0,0,6.1977405444,0,0,0,6.1977405444,6.1977405444,19006.197741
879620,3,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,1500
879743,1,0,0,15240,0,0,0,0,0,0,0,6000,0,0,0,0,15240,0,0,15240,0,6000,5.0054734947,0,0,0,5.0054734947,6005.0054735,21245.005473
879883,1,0,0,11700,0,400,0,400,0,0,0,0,3250,0,0,0,11700,-3250,-2850,8850,0,0,27.88983245,0,0,0,27.88983245,27.88983245,8877.8898324
879958,1,0,0,6720,0,0,0,0,0,0,0,7800,0,0,0,0,6720,0,0,6720,12000,7800,154.94661248,0,0,0,154.94661248,7954.9466125,26674.946612
879958,2,9900,0,0,0,0,0,0,0,0,0,0,0,0,0,9900,0,0,0,0,0,0,0,0,0,0,0,0,9900
879958,3,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,12000
880040,1,22000,0,0,0,0,0,0,0,0,0,8400,0,0,0,22000,0,0,0,0,0,8400,2.4790962178,0,0,0,2.4790962178,8402.4790962,30402.479096
880072,1,0,0,0,0,0,0,0,0,0,0,20400,0,1200,0,0,0,0,1200,1200,0,20400,247.90962178,0,788.49880766,0,1036.4084294,21436.408429,22636.408429
880072,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64000,0,0,0,0,0,0,0,64000
880167,1,0,0,44655,0,0,0,0,0,0,0,6600,0,0,0,0,44655,0,0,44655,0,6600,108.46045953,0,0,0,108.46045953,6708.4604595,51363.46046
880167,3,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,2000
880167,4,18200,0,0,0,0,0,0,0,0,0,0,0,0,0,18200,0,0,0,0,0,0,0,0,0,0,0,0,18200
880186,1,0,0,36400,0,0,0,0,0,0,0,5400,0,0,0,0,36400,0,0,36400,0,5400,139.44916225,0,0,0,139.44916225,5539.4491622,41939.449162
880243,1,0,0,11880,0,0,0,0,0,0,0,1800,0,0,0,0,11880,0,0,11880,0,1800,2.4000073486,0,0,0,2.4000073486,1802.4000073,13682.400007
880244,1,0,0,9100,0,0,0,0,0,0,0,2400,0,0,0,0,9100,0,0,9100,0,2400,0,0,0,0,0,2400,11500
880252,1,0,0,17300,0,0,0,0,0,0,0,4800,0,0,0,0,17300,0,0,17300,0,4800,30.988702722,0,0,0,30.988702722,4830.9887027,22130.988703
880264,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,0,1.7520744586,0,0,0,1.7520744586,1.7520744586,12001.752074
880271,1,16800,0,0,0,0,0,0,0,0,0,4800,0,0,0,16800,0,0,0,0,0,4800,2.4790962178,0,0,0,2.4790962178,4802.4790962,21602.479096
880398,1,0,0,16900,0,0,0,0,0,0,0,3000,0,0,0,0,16900,0,0,16900,0,3000,13.944916225,0,0,0,13.944916225,3013.9449162,19913.944916
880398,2,0,0,2600,0,0,0,0,0,0,0,0,0,0,0,0,2600,0,0,2600,0,0,0,0,0,0,0,0,2600
880431,1,0,0,58500,0,0,0,0,0,0,0,20000,0,0,0,0,58500,0,0,58500,0,20000,825.47631132,0,0,0,825.47631132,20825.476311,79325.476311
880431,2,0,0,15600,0,0,0,0,0,0,0,0,0,0,0,0,15600,0,0,15600,0,0,0,0,0,0,0,0,15600
880581,1,12000,0,2868,0,0,0,0,0,0,0,0,0,0,0,12000,2868,0,0,2868,0,0,3.0988702722,0,0,0,3.0988702722,3.0988702722,14871.09887
880581,2,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,0,0,0,0,0,0,0,0,0,0,0,0,14000
880827,1,10400,0,0,0,0,0,0,0,0,0,9600,0,500,0,10400,0,0,500,500,0,9600,1.5494351361,0,0,0,1.5494351361,9601.5494351,20501.549435
880827,2,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,11000,0,0,0,0,0,0,0,0,0,0,0,0,11000
880884,1,0,0,22100,0,0,0,0,0,0,0,30000,0,0,0,0,22100,0,0,22100,0,30000,122.1298076,4.6617328155,15.08149045,0,141.87303087,30141.873031,52241.873031
880884,2,0,0,36300,0,0,0,0,0,0,0,0,0,0,0,0,36300,0,0,36300,7000,0,0,0,0,0,0,0,43300
880893,1,18200,0,0,0,0,0,0,0,0,0,10800,0,500,0,18200,0,0,500,500,0,10800,1.5494351361,0,0,2189.0916557,-2187.542221,8612.4577794,27312.457779
880893,2,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,4200,0,0,0,0,0,0,0,0,0,0,0,0,4200
880898,1,21600,0,0,0,0,0,0,0,0,0,10320,0,500,0,21600,0,0,500,500,0,10320,2.4790962178,0,0,0,2.4790962178,10322.479096,32422.479096
880898,2,11800,0,0,0,0,0,0,0,0,0,0,0,0,0,11800,0,0,0,0,0,0,0,0,0,0,0,0,11800
880911,1,37000,7762,0,0,0,0,0,0,0,0,25200,0,0,0,44762,0,0,0,0,0,25200,77.471756805,0,0,0,77.471756805,25277.471757,70039.471757
880911,2,21000,0,0,0,0,0,0,0,0,0,0,0,0,0,21000,0,0,0,0,0,0,0,0,0,0,0,0,21000
880911,3,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,11000,0,0,0,0,0,0,0,0,0,0,0,0,11000
880912,1,50000,10000,0,0,0,0,0,0,0,84000,42000,0,1350,0,60000,0,0,1350,1350,0,126000,4.6483054083,0,39.424940383,1381.6398155,-1337.56657,124662.43343,186012.43343
880912,2,10000,1350,0,0,0,0,0,0,0,0,0,0,0,0,11350,0,0,0,0,0,0,0,0,0,0,0,0,11350
881072,1,0,0,8190,0,0,0,0,0,0,0,0,0,0,480,0,8190,0,480,8670,0,0,2.8563307987,0,0,0,2.8563307987,2.8563307987,8672.8563308
881095,1,15000,0,0,0,0,0,0,0,0,0,4800,0,1300,0,15000,0,0,1300,1300,0,4800,0,0,0,0,0,4800,21100
881330,1,20000,0,0,0,0,0,0,0,0,0,5400,0,0,0,20000,0,0,0,0,0,5400,3.0988702722,0,0,0,3.0988702722,5403.0988703,25403.09887
881330,3,28000,0,0,0,0,0,0,0,0,0,0,0,0,0,28000,0,0,0,0,0,0,0,0,0,0,0,0,28000
881421,1,0,0,19500,0,0,0,0,0,0,0,10200,0,0,0,0,19500,0,0,19500,0,10200,30.988702722,0,0,0,30.988702722,10230.988703,29730.988703
881537,1,0,0,13200,0,0,0,0,0,0,0,4800,0,0,0,0,13200,0,0,13200,0,4800,18.90310866,0,0,0,18.90310866,4818.9031087,18018.903109
881554,1,10000,0,0,0,0,0,0,0,0,0,3000,0,0,0,10000,0,0,0,0,0,3000,27.571979904,0,0,0,27.571979904,3027.5719799,13027.57198
881561,1,0,0,3600,0,0,0,0,0,0,0,3600,0,0,0,0,3600,0,0,3600,0,3600,2.4021212274,0,0,0,2.4021212274,3602.4021212,7202.4021212
881587,1,0,0,13000,0,0,0,0,0,0,0,8400,0,0,0,0,13000,0,0,13000,0,8400,10.536158926,0,0,0,10.536158926,8410.5361589,21410.536159
881642,1,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,2000,2000,8000,0,21.692091905,0,0,0,21.692091905,21.692091905,10021.692092
881686,1,13000,0,0,0,0,0,0,0,0,0,8400,0,0,0,13000,0,0,0,0,0,8400,40.285313539,0,0,0,40.285313539,8440.2853135,21440.285314
881765,1,17000,0,0,0,0,0,0,0,0,0,6000,0,0,0,17000,0,0,0,0,0,6000,37.186443267,0,0,0,37.186443267,6037.1864433,23037.186443
881809,1,0,0,14300,0,0,0,0,0,0,0,10800,0,0,0,0,14300,0,0,14300,0,10800,21.072317851,0,0,0,21.072317851,10821.072318,25121.072318
881809,2,0,0,4381,0,0,0,0,0,0,0,0,0,0,0,0,4381,0,0,4381,0,0,0,0,0,0,0,0,4381
881817,1,14200,0,0,0,0,0,0,0,0,0,10800,0,0,0,14200,0,0,0,0,0,10800,16.613987794,0,0,0,16.613987794,10816.613988,25016.613988
881817,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19500,0,0,0,0,0,0,0,19500
881821,1,0,0,10543,0,0,0,0,0,0,0,8400,0,0,0,0,10543,0,0,10543,0,8400,23.72038309,0,0,0,23.72038309,8423.7203831,18966.720383
881821,2,0,0,10439,0,0,0,0,0,0,0,0,0,0,0,0,10439,0,0,10439,0,0,0,0,0,0,0,0,10439
881832,1,0,0,14300,0,0,0,0,0,0,0,7200,0,0,0,0,14300,0,0,14300,0,7200,17.367005602,0,0,0,17.367005602,7217.3670056,21517.367006
881982,1,0,0,18655,0,0,0,0,0,0,0,6000,0,0,0,0,18655,0,0,18655,0,6000,24.790962178,0,137.98729134,0,162.77825352,6162.7782535,24817.778254
881983,1,0,0,13520,0,0,0,0,0,0,0,2400,0,0,0,0,13520,0,0,13520,0,2400,6.1977405444,0,0,0,6.1977405444,2406.1977405,15926.197741
882052,1,0,0,13000,0,0,0,0,0,0,0,9600,0,0,0,0,13000,0,0,13000,0,9600,2.4790962178,0,0,0,2.4790962178,9602.4790962,22602.479096
882052,2,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,0,0,0,0,0,0,0,0,0,0,0,0,9000
882053,1,0,0,9360,0,0,0,0,0,0,0,0,0,0,0,0,9360,0,0,9360,0,0,2.1692091905,0,0,0,2.1692091905,2.1692091905,9362.1692092
882053,2,0,0,9360,0,0,0,0,0,0,0,0,0,0,0,0,9360,0,0,9360,0,0,0,0,0,0,0,0,9360
882057,1,0,0,18000,0,0,0,0,0,0,0,8400,0,0,0,0,18000,0,0,18000,0,8400,75.084693558,0,0,0,75.084693558,8475.0846936,26475.084694
882066,1,18500,0,0,0,0,0,0,0,0,0,8400,0,0,0,18500,0,0,0,0,0,8400,2.9439267586,0,0,0,2.9439267586,8402.9439268,26902.943927
