NQUEST,CTIT,NCTIT,ICTIT,UNABAN,BANCHE,QUOTAINTP,SCOPER,UTSCOPER,MESISCOPER,VMSCOPER,FSCOPER,FSCOPER1,CARTA,CARTE,USOCART,CARTDEB,CARTDEB1,BANCOMAT,NBANCOMA,CARTAPRE,NCARTAPRE,SPESECON,COLDIS,TRADING,ECREDIT,INTERNET,EBUY,PRELN,PRELQUALIT,PRELMOTIV1,PRELMOTIV2,PRELMOTIV3,DEPOSIT,NDEPOSIT
932238,1,3,1,2,3,40,1,2,,,,,1,2,2,,,1,1,2,,500,1,3,2,1,2,2,7,,,,1,3
932239,2,,,2,3,60,1,2,,,,,1,2,2,,,1,2,1,1,200,1,3,3,1,2,1,10,,,,1,3
932256,2,,,1,1,,2,,,,,,1,1,2,,,1,1,2,,300,2,,,2,,1,8,,,,1,1
932282,1,2,2,2,2,99,3,,,,,,1,2,2,,,1,2,2,,500,1,3,3,1,2,3,10,,,,1,3
932289,1,1,2,2,2,99,1,2,,,,,2,,,,,1,3,1,1,350,1,3,3,1,2,7,8,,,,1,2
932290,2,,,2,2,80,2,,,,,,1,2,2,,,1,2,2,,2000,1,2,3,1,2,1,8,,,,1,2
932304,2,,,2,2,30,2,,,,,,2,,,,,1,1,2,,350,2,,,2,,3,5,1,2,1,1,2
932306,2,,,2,2,99,2,,,,,,1,5,2,,,1,4,2,,1000,1,3,3,1,2,10,2,1,2,2,1,4
932311,1,3,1,2,4,30,2,,,,,,1,7,2,,,1,4,1,3,500,1,2,3,1,2,1,9,,,,1,7
932312,2,,,2,2,90,1,2,,,,,1,1,2,,,1,2,2,,400,1,3,3,1,3,8,9,,,,1,2
932318,1,1,2,1,1,,1,2,,,,,1,2,2,,,1,2,2,,300,1,3,3,1,2,2,7,,,,1,1
932327,1,3,2,2,4,10,1,2,,,,,1,2,2,,,2,,2,,8000,2,,,1,2,3,9,,,,1,5
932328,2,,,2,2,60,2,,,,,,1,1,1,,,1,1,2,,50,1,2,3,1,2,1,8,,,,1,2
932332,2,,,2,3,80,1,2,,,,,1,4,2,,,1,5,2,,500,1,3,3,1,2,10,10,,,,1,8
932341,1,1,1,2,3,70,2,,,,,,1,2,2,,,1,2,1,1,2000,1,1,3,1,2,6,9,,,,1,3
932351,2,,,1,1,,2,,,,,,1,2,2,,,1,4,1,2,1500,1,2,3,1,3,8,7,,,,1,4
932358,1,1,2,1,1,,2,,,,,,2,,,,,1,2,2,,200,1,3,3,1,3,1,8,,,,1,1
932367,1,2,1,2,2,80,2,,,,,,1,1,2,,,1,2,1,1,250,1,1,3,1,3,1,3,1,2,2,1,2
932377,1,1,1,2,3,20,2,,,,,,1,2,2,,,1,4,2,,200,1,1,3,1,2,1,10,,,,1,5
932381,2,,,2,2,80,2,,,,,,2,,,,,1,2,2,,600,2,,,2,,4,7,,,,1,2
932412,2,,,1,1,,2,,,,,,1,1,2,,,1,1,2,,300,2,,,1,2,2,7,,,,1,1
932431,2,,,1,1,,1,2,,,,,2,,,,,1,1,2,,400,2,,,2,,2,8,,,,1,1
932447,2,,,1,1,,2,,,,,,2,,,,,1,2,2,,200,2,,,2,,3,9,,,,1,1
932465,2,,,1,1,,3,,,,,,1,4,2,,,1,4,2,,100,1,3,3,1,2,1,10,,,,1,1
932476,1,1,1,2,3,50,1,2,,,,,1,4,2,,,1,3,1,2,1000,1,2,3,1,2,2,5,2,1,2,1,5
932501,1,1,2,1,1,,1,2,,,,,1,1,2,,,1,2,1,1,450,1,2,2,1,2,1,8,,,,1,1
932532,1,5,1,2,6,50,1,2,,,,,1,2,2,,,1,4,1,1,6000,1,2,3,1,2,10,10,,,,1,10
932542,2,,,2,3,50,1,2,,,,,1,4,2,,,1,5,2,,500,1,3,3,1,3,3,8,,,,1,3
932572,1,3,2,2,2,60,1,2,,,,,1,4,2,,,1,3,1,1,300,1,2,3,1,2,1,8,,,,1,3
932577,2,,,2,4,2,2,,,,,,1,3,2,,,1,3,2,,200,1,2,3,1,2,2,8,,,,1,4
932579,1,2,3,2,4,60,1,2,,,,,1,6,2,,,1,6,1,3,400,1,3,3,1,2,4,9,,,,1,7
932586,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,600,2,,,2,,3,9,,,,1,1
932596,2,,,2,3,70,1,1,3,5000,5000,,1,3,2,,,1,2,1,1,1500,2,,,1,2,1,10,,,,1,4
932611,1,2,2,2,2,50,2,,,,,,1,2,2,,,1,1,1,2,1000,1,3,3,1,1,1,9,,,,1,4
932623,1,2,1,2,2,90,1,2,,,,,1,1,2,,,1,4,1,1,400,1,3,3,1,2,2,8,,,,1,3
932629,2,,,1,1,,3,,,,,,1,1,2,,,1,2,1,1,350,1,3,3,1,2,2,10,,,,1,1
932630,2,,,1,1,,2,,,,,,1,1,2,,,1,1,2,,1000,1,3,3,1,2,2,8,,,,1,1
932631,1,1,2,1,1,,1,2,,,,,2,,,,,1,2,1,1,350,1,3,3,1,2,2,8,,,,1,2
932641,1,2,2,2,2,98,1,2,,,,,1,3,2,,,1,3,1,1,200,1,2,3,1,2,1,10,,,,1,3
932645,1,1,2,2,3,40,2,,,,,,1,5,2,,,1,1,2,,3000,1,3,3,1,2,6,8,,,,1,4
932652,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,400,2,,,1,3,2,7,,,,1,1
932653,2,,,2,4,25,1,2,,,,,1,4,2,,,1,4,1,1,500,1,3,3,1,2,2,8,,,,1,5
932661,1,2,1,2,3,60,1,1,12,160000,151000,,1,6,2,,,1,3,1,2,1000,1,3,3,1,2,3,6,,,,1,3
932663,2,,,2,2,50,1,2,,,,,1,4,2,,,2,,1,1,800,1,3,3,1,2,1,10,,,,1,2
932666,2,,,1,1,,2,,,,,,1,1,1,,,1,1,2,,100,1,2,3,1,2,2,9,,,,1,1
932673,2,,,2,3,10,1,2,,,,,1,2,2,,,1,2,1,1,400,1,3,3,1,2,2,8,,,,1,3
932681,2,,,2,2,99,1,2,,,,,2,,,,,1,4,2,,900,1,3,3,1,2,4,9,,,,1,2
932694,2,,,1,1,,2,,,,,,2,,,,,1,2,1,1,800,2,,,2,,2,8,,,,1,1
932707,1,1,1,1,1,,1,2,,,,,1,1,2,,,1,1,2,,800,1,3,3,1,3,4,9,,,,1,1
932715,2,,,1,1,,2,,,,,,1,1,2,,,1,2,1,1,300,1,3,3,1,2,2,10,,,,1,1
932717,1,1,1,1,1,,1,2,,,,,1,1,2,,,1,2,1,2,500,1,3,3,1,2,5,7,,,,1,2
932721,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,300,2,,,2,,1,6,,,,1,1
932724,1,3,2,2,3,80,1,2,,,,,1,2,2,,,1,3,2,,1500,1,2,3,1,2,4,8,,,,1,3
932741,1,1,1,1,1,,1,2,,,,,1,2,2,,,1,1,2,,200,1,2,3,1,2,1,8,,,,1,3
932742,1,2,1,1,1,,2,,,,,,1,1,2,,,1,1,2,,250,1,3,3,1,2,1,10,,,,1,1
932760,1,1,2,2,2,60,2,,,,,,1,2,2,,,1,2,2,,700,1,3,3,1,2,2,8,,,,1,2
932773,1,4,2,2,4,40,2,,,,,,1,2,1,,,1,1,1,1,1000,1,3,3,1,2,8,10,,,,1,7
932774,1,1,2,2,2,50,2,,,,,,1,2,2,,,1,2,2,,300,1,2,3,1,2,3,8,,,,1,2
932777,2,,,1,1,,2,,,,,,1,3,2,,,1,2,2,,2500,1,3,3,1,2,3,8,,,,1,2
932780,2,,,2,2,50,1,2,,,,,1,2,2,,,1,2,1,1,250,1,3,3,1,2,4,8,,,,1,5
932810,1,3,1,2,2,100,1,2,,,,,1,1,2,,,1,2,2,,300,1,2,3,1,2,3,8,,,,1,3
932826,1,1,1,1,1,,1,2,,,,,1,2,2,,,1,1,1,2,500,1,2,3,1,2,2,8,,,,1,3
932832,1,1,1,1,1,,3,,,,,,1,4,2,,,1,2,2,,250,1,2,3,1,2,1,10,,,,1,1
932852,2,,,2,2,50,1,2,,,,,1,5,2,,,1,2,1,3,1500,1,3,3,1,3,2,6,,,,1,5
932864,1,2,2,2,3,80,2,,,,,,1,5,2,,,1,2,1,1,1000,1,2,3,1,2,5,10,,,,1,5
932875,1,3,2,2,2,90,1,2,,,,,1,2,2,,,1,3,1,3,1000,1,2,3,1,2,1,10,,,,1,6
932883,1,1,2,1,1,,1,1,12,5000,,2,1,4,2,,,1,2,1,3,500,1,2,3,1,2,5,10,,,,1,2
932910,1,1,1,1,1,,2,,,,,,1,1,2,,,1,1,2,,200,1,2,3,1,2,1,7,,,,1,1
932911,2,,,2,2,50,1,2,,,,,1,2,2,,,1,2,1,2,100,1,3,3,1,2,1,8,,,,1,2
932929,2,,,2,4,70,1,2,,,,,1,4,2,,,1,4,1,3,600,1,2,3,1,2,4,10,,,,1,4
932957,2,,,1,1,,1,2,,,,,1,1,2,,,1,1,2,,100,1,3,3,2,,2,10,,,,1,1
932958,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,500,2,,,2,,4,10,,,,1,1
932980,2,,,2,2,50,1,2,,,,,1,2,2,,,1,2,2,,150,1,3,3,1,2,2,5,2,2,1,1,2
932997,1,2,2,2,4,30,1,2,,,,,1,8,2,,,2,,2,,100,2,,,1,2,3,8,,,,1,4
933012,2,,,1,1,,1,2,,,,,1,2,2,,,1,4,2,,500,1,3,3,1,2,3,10,,,,1,2
933025,2,,,2,3,15,1,2,,,,,1,3,2,,,1,3,1,3,200,1,3,3,1,2,1,10,,,,1,4
933036,1,1,1,1,1,,1,1,12,45000,45000,,1,5,2,,,1,5,1,4,500,1,2,3,1,2,1,10,,,,1,4
933038,2,,,1,1,,2,,,,,,1,1,2,,,1,1,2,,200,1,3,3,1,1,1,4,1,2,1,1,1
933043,1,4,2,2,5,80,2,,,,,,1,2,2,,,1,4,1,2,1300,1,3,3,2,,3,5,1,2,2,1,10
933045,1,2,2,2,4,51,1,2,,,,,1,3,2,,,1,2,1,2,300,1,3,3,1,2,5,8,,,,1,4
933050,2,,,2,2,10,1,2,,,,,1,1,2,,,1,2,1,1,500,1,3,3,1,2,3,8,,,,1,2
933057,1,1,2,1,1,,2,,,,,,1,1,2,,,1,1,2,,400,1,3,3,1,2,2,10,,,,1,1
933081,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,600,2,,,2,,3,6,,,,1,1
933100,1,3,2,2,2,90,1,2,,,,,1,2,2,,,1,2,2,,1500,1,2,3,1,2,3,10,,,,1,3
933123,2,,,1,1,,2,,,,,,1,1,2,,,1,1,2,,250,1,2,3,1,2,2,8,,,,1,1
933146,2,,,1,1,,1,2,,,,,1,2,2,,,1,2,2,,500,1,3,3,1,2,2,5,2,1,1,1,2
933147,1,2,2,2,2,90,1,2,,,,,1,2,2,,,2,,2,,1000,1,3,3,1,2,1,9,,,,1,2
933205,2,,,1,1,,1,2,,,,,1,3,2,,,1,3,2,,800,1,3,3,1,2,2,8,,,,1,3
933244,2,,,2,2,60,1,2,,,,,1,2,2,,,1,2,2,,50,1,3,3,1,2,1,9,,,,1,2
933264,2,,,2,2,60,1,2,,,,,1,2,2,,,1,2,2,,350,1,2,3,1,2,2,7,,,,1,2
933265,1,2,2,2,2,80,1,2,,,,,1,4,2,,,1,2,2,,1000,1,2,3,1,2,3,10,,,,1,4
933279,1,2,1,2,3,90,2,,,,,,1,4,2,,,1,2,2,,2000,1,3,3,1,2,1,8,,,,1,4
933305,1,1,2,2,3,10,1,2,,,,,1,5,2,,,1,4,1,2,2000,1,3,3,1,2,6,10,,,,1,4
933346,1,1,1,1,1,,1,1,2,2000,,1,1,2,2,,,1,1,1,1,300,1,3,3,1,2,1,9,,,,1,1
933357,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,500,2,,,2,,2,8,,,,1,1
933366,2,,,1,1,,1,2,,,,,1,1,2,,,1,1,2,,500,1,3,3,1,2,1,6,,,,1,1
933422,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,200,1,3,3,1,3,1,10,,,,1,1
933476,2,,,2,2,60,1,2,,,,,1,3,2,,,1,2,2,,300,1,2,1,1,2,2,7,,,,1,3
933503,1,1,1,2,2,90,2,,,,,,1,1,2,,,1,2,2,,500,1,2,3,1,2,1,8,,,,1,2
933580,2,,,1,1,,2,,,,,,2,,,,,1,1,1,1,150,2,,,1,3,1,7,,,,1,1
933616,1,1,2,2,2,60,2,,,,,,1,4,2,,,1,2,1,1,1000,1,2,3,1,2,2,8,,,,1,3
933683,2,,,2,3,60,1,2,,,,,1,4,2,,,1,2,2,,500,1,2,3,1,2,3,7,,,,1,4
933686,2,,,2,5,50,2,,,,,,1,3,2,,,1,5,1,3,750,1,2,3,1,2,3,8,,,,1,5
933774,2,,,2,4,50,2,,,,,,1,1,2,,,1,4,2,,150,1,3,3,1,2,1,8,,,,1,4
933795,2,,,2,3,80,3,,,,,,1,2,2,,,1,2,2,,200,1,2,3,1,2,1,8,,,,1,4
933796,2,,,2,2,99,1,2,,,,,1,3,2,,,1,3,2,,50,1,2,3,1,2,1,8,,,,1,3
933812,2,,,1,1,,2,,,,,,1,1,2,,,1,1,1,1,500,1,3,3,1,2,5,8,,,,1,1
933851,2,,,2,3,80,1,2,,,,,1,1,1,,,2,,2,,1500,2,,,2,,2,10,,,,1,5
933853,2,,,2,2,90,1,2,,,,,1,1,2,,,1,2,2,,400,1,3,3,1,3,3,10,,,,1,3
933854,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,300,2,,,2,,3,10,,,,1,1
933862,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,300,1,3,3,1,2,2,5,1,2,2,1,1
933865,2,,,2,4,50,2,,,,,,1,2,2,,,1,4,2,,500,1,2,2,1,2,4,8,,,,1,4
933877,2,,,2,2,80,1,2,,,,,1,2,2,,,1,2,2,,2000,1,2,2,1,2,6,8,,,,1,2
933878,2,,,1,1,,2,,,,,,1,1,2,,,1,1,2,,500,2,,,1,3,2,8,,,,1,2
933890,2,,,2,4,50,2,,,,,,1,3,2,,,1,3,2,,200,1,3,3,1,2,4,8,,,,1,4
933892,2,,,1,1,,2,,,,,,1,2,2,,,1,2,2,,500,1,3,3,1,3,3,9,,,,1,2
933893,2,,,2,2,20,2,,,,,,1,1,2,,,1,3,1,1,500,1,2,3,1,2,4,8,,,,1,2
933896,1,1,1,2,3,90,1,2,,,,,1,2,2,,,1,1,2,,2000,1,3,3,1,3,2,10,,,,1,3
933903,1,1,1,1,1,,1,2,,,,,1,1,2,,,1,2,2,,350,2,,,2,,2,9,,,,1,1
933915,1,1,2,2,2,70,1,2,,,,,1,4,2,,,1,2,1,2,1000,1,2,3,1,2,4,8,,,,1,2
933925,2,,,1,1,,3,,,,,,1,2,2,,,1,4,1,1,500,1,3,3,1,2,3,10,,,,1,3
933926,2,,,2,3,80,1,2,,,,,1,3,2,,,1,2,1,1,150,1,3,2,1,2,1,10,,,,1,3
933933,2,,,2,2,80,1,2,,,,,1,4,2,,,1,3,1,1,800,1,3,3,1,2,4,10,,,,1,2
933934,2,,,2,2,50,1,1,3,5000,5000,,1,2,2,,,1,3,2,,1200,1,3,3,1,2,3,10,,,,1,2
933935,2,,,2,4,60,1,2,,,,,1,2,2,,,1,4,1,1,250,1,3,3,1,2,1,10,,,,1,4
933942,1,1,2,1,1,,1,2,,,,,1,2,2,,,1,1,2,,400,1,2,2,1,2,1,5,1,2,2,1,1
933944,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,500,2,,,2,,1,6,,,,1,1
933946,1,1,1,1,1,,2,,,,,,2,,,,,1,1,2,,800,2,,,2,,4,8,,,,1,1
933949,1,1,2,1,1,,1,2,,,,,1,1,1,,,1,2,1,1,300,1,2,3,1,2,1,9,,,,1,1
933953,2,,,1,1,,2,,,,,,2,,,,,1,2,2,,350,2,,,2,,3,8,,,,1,1
933955,1,1,2,1,1,,2,,,,,,2,,,,,1,2,2,,600,1,3,3,1,2,4,7,,,,1,1
933958,2,,,1,1,,1,2,,,,,1,3,2,,,1,1,2,,400,1,2,3,1,2,3,8,,,,1,2
933966,2,,,2,2,90,1,2,,,,,1,2,2,,,1,2,2,,600,1,3,3,1,2,2,9,,,,1,2
933975,2,,,1,1,,2,,,,,,1,2,2,,,1,2,2,,500,1,3,3,1,2,2,10,,,,1,1
934057,2,,,1,1,,4,,,,,,2,,,,,2,,2,,200,2,,,2,,2,2,2,2,2,1,1
934061,2,,,1,1,,2,,,,,,2,,,,,2,,2,,500,2,,,2,,4,6,,,,1,2
934062,2,,,1,1,,4,,,,,,2,,,,,2,,2,,700,2,,,1,2,3,9,,,,1,2
934063,1,1,2,1,1,,1,2,,,,,1,3,2,,,1,4,2,,3000,1,3,3,1,2,4,8,,,,1,3
934111,2,,,1,1,,2,,,,,,1,1,2,,,1,1,2,,300,1,3,3,1,2,3,5,1,1,2,1,1
934114,2,,,2,2,80,1,2,,,,,1,2,2,,,1,2,1,1,1500,1,3,3,1,2,5,8,,,,1,2
934115,1,3,2,1,1,,1,2,,,,,1,5,2,,,1,1,2,,500,1,3,3,2,,2,10,,,,1,2
934132,1,1,2,1,1,,2,,,,,,1,2,2,,,1,2,2,,200,2,,,1,3,2,9,,,,1,1
934140,2,,,2,2,80,2,,,,,,1,2,2,,,1,2,1,2,2000,1,3,3,1,1,7,8,,,,1,2
934141,1,2,2,2,2,90,1,2,,,,,1,3,2,,,1,3,2,,500,1,2,3,1,2,2,10,,,,1,3
934172,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,100,2,,,1,3,1,6,,,,1,1
934180,1,1,2,1,1,,2,,,,,,2,,,,,2,,2,,1000,2,,,2,,3,2,1,2,2,1,1
934202,2,,,1,1,,3,,,,,,2,,,,,1,1,1,1,150,2,,,1,2,1,9,,,,1,1
934215,2,,,1,1,,4,,,,,,1,2,2,,,1,2,2,,800,1,3,3,1,2,6,8,,,,1,2
934231,2,,,2,2,60,2,,,,,,1,2,2,,,1,2,2,,1000,1,3,3,1,1,4,8,,,,1,2
934259,1,1,1,2,2,80,2,,,,,,1,4,2,,,1,2,2,,500,1,3,3,1,2,3,10,,,,1,3
934264,1,2,2,2,3,50,1,2,,,,,1,2,2,,,1,2,1,1,2000,1,2,3,1,2,3,10,,,,1,3
934265,1,1,1,1,1,,1,1,8,1000,,1,1,3,2,,,1,3,2,,1500,1,3,3,1,2,8,8,,,,1,3
934266,1,1,1,1,1,,1,2,,,,,1,2,2,,,1,2,2,,1000,1,3,3,1,2,5,7,,,,1,3
934268,2,,,1,1,,2,,,,,,1,3,2,,,1,2,2,,2000,1,3,3,1,2,20,8,,,,1,2
934276,1,2,2,2,5,50,2,,,,,,1,3,2,,,1,3,2,,1500,1,3,3,1,2,4,10,,,,1,6
934277,2,,,1,1,,1,2,,,,,1,12,2,,,1,6,2,,6000,1,3,3,1,2,5,10,,,,1,2
934278,2,,,2,2,60,2,,,,,,1,2,2,,,1,2,1,4,100,1,3,3,1,2,1,9,,,,1,2
934280,2,,,2,2,70,2,,,,,,1,2,2,,,1,5,2,,500,1,3,3,1,2,1,8,,,,1,5
934282,2,,,2,4,50,1,2,,,,,1,3,1,,,1,6,2,,700,1,3,3,1,2,12,8,,,,1,6
934287,2,,,1,1,,1,2,,,,,1,1,1,,,1,1,1,1,1000,1,3,3,1,1,2,8,,,,1,1
934289,1,1,1,1,1,,1,2,,,,,1,2,2,,,1,1,2,,200,1,3,3,1,2,3,8,,,,1,1
934293,2,,,2,4,25,1,2,,,,,1,4,2,,,2,,2,,300,1,2,3,1,2,1,6,,,,1,5
934294,1,1,1,2,2,90,2,,,,,,1,2,2,,,1,2,2,,1000,1,3,3,1,2,4,10,,,,1,2
934295,2,,,2,2,80,1,1,3,5000,5000,,1,4,1,,,1,3,2,,2000,1,3,3,1,2,6,10,,,,1,3
934296,1,1,1,2,2,51,1,2,,,,,1,2,2,,,1,3,2,,200,1,3,3,1,2,4,9,,,,1,3
934301,2,,,1,1,,2,,,,,,2,,,,,2,,2,,600,2,,,2,,2,10,,,,1,1
934306,2,,,1,1,,1,2,,,,,1,1,1,,,1,1,2,,750,1,3,3,1,3,1,10,,,,1,1
934307,2,,,1,1,,2,,,,,,2,,,,,1,2,2,,300,1,3,3,1,2,4,8,,,,1,1
934308,2,,,2,2,80,2,,,,,,1,1,2,,,1,2,2,,1500,1,3,3,1,1,2,10,,,,1,2
934312,2,,,2,2,80,1,1,4,4000,0,,2,,,,,1,3,1,1,500,1,3,3,1,2,3,10,,,,1,5
934315,2,,,1,1,,1,2,,,,,1,1,2,,,1,2,1,2,400,1,3,3,1,2,4,10,,,,1,2
934316,1,2,2,2,4,70,1,2,,,,,1,4,2,,,1,5,1,2,500,1,3,3,1,2,4,1,1,2,2,1,7
934324,2,,,2,2,50,2,,,,,,1,1,2,,,1,4,2,,400,1,3,3,1,2,8,9,,,,1,4
934327,2,,,1,1,,1,2,,,,,1,2,2,,,1,2,2,,600,1,3,3,1,2,4,10,,,,1,3
934329,2,,,2,3,80,1,2,,,,,1,1,2,,,1,4,2,,2000,1,3,3,1,2,7,9,,,,1,4
934334,2,,,1,1,,1,2,,,,,1,2,2,,,1,2,2,,150,1,3,3,1,2,1,5,2,2,1,1,2
934336,2,,,2,2,50,1,2,,,,,2,,,,,1,2,1,1,150,1,3,3,1,2,1,8,,,,1,3
934350,1,1,2,1,1,,2,,,,,,1,1,2,,,1,4,2,,200,1,2,3,1,2,2,10,,,,1,3
934357,2,,,2,2,60,1,2,,,,,1,1,2,,,1,2,1,1,200,1,3,3,1,2,2,9,,,,1,4
934358,2,,,1,1,,2,,,,,,2,,,,,1,2,1,1,350,1,3,3,1,2,2,9,,,,1,1
934363,2,,,2,2,60,1,2,,,,,1,1,2,,,1,2,2,,200,1,3,3,1,2,1,8,,,,1,2
934365,2,,,2,2,60,2,,,,,,1,1,2,,,1,2,1,1,250,1,2,3,1,2,2,6,,,,1,2
934368,,,,,,,,,,,,,2,,,,,2,,2,,80,2,,,2,,0,1,2,2,2,2,0
934377,2,,,2,2,60,1,2,,,,,1,2,1,,,1,2,2,,300,1,3,3,1,3,1,9,,,,1,2
934389,2,,,2,2,100,2,,,,,,1,2,1,,,1,2,1,2,300,1,3,3,1,2,1,9,,,,1,4
934400,2,,,2,2,10,2,,,,,,2,,,,,1,1,1,1,500,1,3,3,1,2,3,6,,,,1,2
934406,2,,,1,1,,1,1,12,1000,1000,,2,,,,,1,1,2,,600,1,3,3,1,2,10,8,,,,1,1
934411,2,,,1,1,,1,1,12,50000,50000,,1,3,2,,,1,3,2,,2000,1,3,3,1,2,2,10,,,,1,5
934412,2,,,2,2,70,1,2,,,,,1,1,2,,,1,2,1,1,150,1,3,3,1,2,1,7,,,,1,3
934424,2,,,1,1,,1,2,,,,,1,5,2,,,1,4,2,,1500,2,,,1,2,20,10,,,,1,3
934437,2,,,2,4,35,2,,,,,,1,2,2,,,1,3,1,1,700,1,3,3,1,2,3,7,,,,1,4
934439,1,1,2,1,1,,2,,,,,,1,2,2,,,1,2,2,,1500,1,3,3,1,2,3,10,,,,1,3
934442,1,3,2,1,1,,1,2,,,,,1,1,1,,,1,3,1,1,500,2,,,1,2,2,10,,,,1,1
934443,2,,,1,1,,2,,,,,,2,,,,,1,1,1,1,100,2,,,1,2,1,8,,,,1,1
934446,1,5,1,2,2,50,2,,,,,,1,2,2,,,1,4,1,1,300,1,1,3,1,2,10,8,,,,1,2
934453,2,,,1,1,,2,,,,,,2,,,,,2,,2,,100,2,,,1,3,1,10,,,,1,1
934461,2,,,1,1,,1,2,,,,,1,4,2,,,1,3,2,,500,1,2,3,1,2,5,10,,,,1,3
934462,2,,,2,2,70,2,,,,,,2,,,,,1,2,1,1,150,1,3,3,1,2,1,7,,,,1,2
934467,2,,,2,2,80,1,2,,,,,1,2,2,,,1,2,2,,2000,2,,,1,3,5,10,,,,1,2
934469,2,,,2,2,60,1,2,,,,,1,3,2,,,1,3,2,,300,1,3,3,1,2,10,10,,,,1,3
934480,2,,,2,3,60,1,2,,,,,1,3,2,,,1,3,1,2,150,1,3,3,1,2,2,9,,,,1,3
934481,2,,,2,2,80,1,2,,,,,1,2,2,,,1,2,2,,300,1,3,3,1,2,3,10,,,,1,6
934483,2,,,2,2,60,1,2,,,,,1,2,2,,,1,2,2,,300,1,3,3,1,2,5,10,,,,1,3
934491,1,2,2,2,3,80,1,2,,,,,1,2,2,,,1,2,2,,400,1,3,3,1,2,1,10,,,,1,5
934492,2,,,1,1,,2,,,,,,2,,,,,1,2,1,1,300,1,3,3,1,3,2,9,,,,1,1
934494,2,,,1,1,,2,,,,,,2,,,,,1,2,1,1,300,2,,,1,3,2,9,,,,1,1
934495,1,1,1,1,1,,2,,,,,,1,3,2,,,1,3,2,,250,1,3,3,1,2,3,6,,,,1,3
934496,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,600,2,,,2,,5,8,,,,1,1
934500,2,,,2,3,50,1,2,,,,,1,2,2,,,1,4,1,2,200,1,2,3,1,2,2,9,,,,1,4
934503,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,500,2,,,2,,2,9,,,,1,1
934504,2,,,1,1,,2,,,,,,2,,,,,1,2,1,1,400,2,,,1,2,4,9,,,,1,2
934505,2,,,2,2,80,2,,,,,,2,,,,,1,2,1,2,300,1,3,3,1,2,3,8,,,,1,2
934506,2,,,1,1,,3,,,,,,2,,,,,1,3,1,1,200,2,,,1,2,2,7,,,,1,3
934515,2,,,1,1,,3,,,,,,2,,,,,1,1,2,,50,2,,,2,,1,8,,,,1,1
934519,2,,,1,1,,1,2,,,,,1,2,2,,,1,2,1,2,300,1,2,3,1,2,2,8,,,,1,2
934520,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,300,2,,,2,,2,7,,,,1,1
934524,2,,,2,2,90,1,2,,,,,1,1,2,,,1,1,2,,1500,1,3,3,1,2,0,6,,,,1,4
934525,2,,,1,1,,1,1,3,40000,20000,,1,2,2,,,1,3,1,4,500,1,3,3,1,2,4,10,,,,1,5
934551,2,,,1,1,,1,2,,,,,2,,,,,1,1,1,1,50,1,3,3,1,2,0,7,,,,1,1
934552,2,,,2,2,70,2,,,,,,1,2,2,,,1,2,1,2,1000,1,3,3,1,2,6,8,,,,1,4
934559,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,200,2,,,2,,1,6,,,,1,1
934563,2,,,2,2,70,2,,,,,,1,2,2,,,1,2,1,1,500,1,3,3,1,2,4,6,,,,1,4
934574,2,,,1,1,,2,,,,,,1,1,2,,,1,1,2,,200,1,3,3,1,2,4,9,,,,1,1
934578,2,,,2,2,80,1,2,,,,,1,2,2,,,1,4,2,,800,1,3,3,1,2,1,8,,,,1,3
934600,2,,,2,2,50,1,2,,,,,1,2,2,,,1,4,2,,1000,1,3,3,1,3,1,9,,,,1,2
934615,2,,,1,1,,1,2,,,,,1,1,2,,,1,1,2,,250,1,3,3,1,3,3,9,,,,1,1
934621,1,1,1,2,3,70,1,2,,,,,1,4,2,,,1,3,1,2,500,1,3,3,1,2,3,9,,,,1,4
934629,2,,,2,2,60,2,,,,,,1,2,2,,,1,2,1,1,250,1,3,3,1,2,2,9,,,,1,2
934645,2,,,2,2,70,1,2,,,,,1,1,1,,,1,2,2,,1500,1,3,3,1,2,3,9,,,,1,2
934671,1,1,2,2,3,80,1,2,,,,,1,3,2,,,1,2,1,1,600,1,3,3,1,2,3,9,,,,1,6
934702,2,,,1,1,,2,,,,,,1,1,2,,,1,1,2,,50,1,3,3,2,,1,8,,,,1,1
934713,2,,,1,1,,2,,,,,,1,1,2,,,1,2,2,,200,1,3,3,1,3,3,9,,,,1,2
934716,1,1,2,1,1,,2,,,,,,2,,,,,1,2,1,1,400,2,,,1,3,3,9,,,,1,4
934718,2,,,2,3,50,2,,,,,,1,2,2,,,1,3,1,1,500,1,3,3,1,2,2,9,,,,1,3
