NQUEST,CTIT,NCTIT,ICTIT,UNABAN,BANCHE,QUOTAINTP,SCOPER,UTSCOPER,MESISCOPER,VMSCOPER,FSCOPER,FSCOPER1,CARTA,CARTE,USOCART,CARTDEB,CARTDEB1,BANCOMAT,NBANCOMA,CARTAPRE,NCARTAPRE,SPESECON,COLDIS,TRADING,ECREDIT,INTERNET,EBUY,PRELN,PRELQUALIT,PRELMOTIV1,PRELMOTIV2,PRELMOTIV3,DEPOSIT,NDEPOSIT
506758,2,,,1,1,,1,2,,,,,1,2,2,,,1,2,2,,135,1,3,3,1,2,4,8,,,,1,2
506767,2,,,2,2,80,2,,,,,,1,1,1,,,1,2,2,,300,1,3,3,1,2,5,8,,,,1,2
506799,1,1,2,2,2,70,2,,,,,,1,1,2,,,1,2,2,,500,1,3,3,1,2,3,7,,,,1,3
507182,2,,,2,2,75,2,,,,,,2,,,,,1,1,2,,700,2,,,2,,2,8,,,,1,3
507282,2,,,1,1,,1,2,,,,,1,1,2,,,1,2,1,2,700,1,3,3,1,2,3,7,,,,1,2
507303,2,,,1,1,,2,,,,,,1,1,1,,,1,2,2,,500,2,,,2,,3,9,,,,1,1
507316,2,,,1,1,,3,,,,,,2,,,,,1,2,2,,1200,2,,,2,,2,10,,,,1,3
507319,2,,,2,2,90,1,2,,,,,2,,,,,1,1,2,,200,2,,,2,,2,7,,,,1,2
507336,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,1000,2,,,1,3,8,9,,,,1,1
507419,2,,,1,1,,1,2,,,,,2,,,,,1,1,2,,300,2,,,2,,0,5,2,2,1,1,2
507444,2,,,2,2,99,2,,,,,,2,,,,,1,2,2,,1000,2,,,1,3,4,10,,,,1,2
507640,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,200,2,,,2,,1,6,,,,1,1
507644,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,500,2,,,2,,1,8,,,,1,1
507728,2,,,1,1,,2,,,,,,2,,,,,2,,2,,1700,2,,,2,,2,8,,,,1,1
507863,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,600,2,,,2,,4,7,,,,1,1
507905,2,,,1,1,,2,,,,,,2,,,,,1,2,2,,2500,1,3,3,1,2,3,9,,,,1,2
507908,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,900,2,,,1,3,3,8,,,,1,1
507913,2,,,1,1,,2,,,,,,2,,,,,1,2,2,,700,2,,,2,,3,8,,,,1,1
507924,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,800,2,,,1,3,4,9,,,,1,2
508861,2,,,1,1,,2,,,,,,1,1,2,,,1,1,2,,100,2,,,2,,2,10,,,,1,1
509054,,,,1,1,,,,,,,,2,,,,,2,,2,,1000,2,,,1,3,2,8,,,,1,1
509057,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,600,2,,,1,3,2,8,,,,1,1
509071,2,,,1,1,,2,,,,,,2,,,,,2,,2,,1800,2,,,2,,2,6,,,,1,1
509123,2,,,1,1,,2,,,,,,2,,,,,2,,2,,690,2,,,2,,0,2,2,2,2,1,1
509550,2,,,1,1,,3,,,,,,1,1,1,,,2,,2,,1000,2,,,2,,3,9,,,,1,1
509601,2,,,1,1,,2,,,,,,2,,,,,2,,2,,1500,2,,,1,3,8,9,,,,1,1
509689,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,600,2,,,1,3,2,8,,,,1,1
509717,,,,,,,,,,,,,2,,,,,2,,2,,700,2,,,1,3,0,5,1,2,2,2,0
509806,2,,,1,1,,2,,,,,,2,,,,,1,2,2,,800,1,3,3,1,3,2,5,1,1,1,1,2
509869,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,500,2,,,2,,1,5,1,1,1,1,1
509889,2,,,1,1,,2,,,,,,2,,,,,1,2,2,,1000,1,3,3,2,,2,8,,,,1,2
510109,2,,,1,1,,3,,,,,,2,,,,,2,,2,,500,2,,,2,,1,10,,,,1,1
510329,,,,,,,,,,,,,2,,,,,2,,2,,500,2,,,1,3,2,4,2,1,2,2,0
510345,2,,,1,1,,1,2,,,,,2,,,,,1,1,2,,1300,1,3,3,1,2,6,8,,,,1,1
510432,,,,,,,,,,,,,2,,,,,2,,2,,650,2,,,1,3,0,5,2,2,2,2,0
510433,2,,,1,1,,1,2,,,,,1,2,2,,,1,2,1,2,100,1,3,3,1,2,1,10,,,,1,2
511074,2,,,1,1,,3,,,,,,2,,,,,2,,2,,700,2,,,2,,2,7,,,,1,2
511136,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,300,2,,,2,,2,7,,,,1,1
511160,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,600,2,,,2,,2,7,,,,1,1
511260,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,600,2,,,1,3,3,8,,,,1,1
511352,2,,,1,1,,2,,,,,,2,,,,,1,2,2,,1200,2,,,1,2,4,5,1,1,2,1,2
511365,2,,,1,1,,2,,,,,,2,,,,,1,1,1,1,300,1,3,3,1,2,2,6,,,,1,1
511424,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,200,2,,,2,,2,7,,,,1,1
511474,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,400,2,,,1,3,5,4,1,1,1,1,1
511494,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,500,2,,,2,,1,8,,,,1,1
511495,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,800,2,,,2,,2,8,,,,1,1
511501,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,600,2,,,2,,2,9,,,,1,1
511629,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,800,2,,,2,,1,7,,,,1,1
511757,2,,,1,1,,3,,,,,,1,1,1,,,1,2,2,,800,2,,,2,,3,7,,,,1,1
512211,,,,,,,,,,,,,2,,,,,2,,2,,460,2,,,1,3,0,5,1,2,2,2,0
512368,,,,,,,,,,,,,2,,,,,2,,2,,1000,2,,,2,,1,10,,,,2,0
512372,,,,,,,,,,,,,2,,,,,2,,2,,720,2,,,2,,1,10,,,,2,0
512452,2,,,1,1,,1,2,,,,,2,,,,,1,2,1,1,1500,1,3,3,1,3,5,9,,,,1,2
512457,2,,,2,2,20,2,,,,,,2,,,,,1,1,1,1,1500,2,,,1,3,4,9,,,,1,2
512517,2,,,1,1,,1,1,11,1500,1000,,1,3,1,,,1,2,1,3,400,1,3,3,1,2,10,10,,,,1,2
512784,2,,,1,1,,2,,,,,,2,,,,,1,2,2,,300,1,3,3,1,2,2,4,2,1,2,1,2
512843,2,,,1,1,,2,,,,,,2,,,,,1,1,1,1,500,2,,,1,2,3,7,,,,1,1
512887,2,,,2,2,100,2,,,,,,2,,,,,1,1,2,,500,2,,,1,3,5,8,,,,1,2
512921,1,2,2,1,1,,2,,,,,,1,2,2,,,1,2,2,,500,1,3,3,1,3,8,9,,,,1,2
512963,1,1,2,2,2,95,2,,,,,,2,,,,,1,2,2,,200,2,,,2,,2,8,,,,1,2
513131,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,400,2,,,2,,3,9,,,,1,1
513369,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,1000,2,,,2,,4,7,,,,1,1
513377,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,600,2,,,1,3,4,6,,,,1,1
513384,1,1,2,1,1,,1,2,,,,,2,,,,,1,1,2,,500,2,,,2,,4,6,,,,1,1
513406,1,1,1,1,1,,2,,,,,,1,3,2,,,1,3,2,,300,1,3,3,1,2,4,8,,,,1,3
610980,2,,,2,2,50,2,,,,,,1,1,2,,,1,1,2,,400,2,,,2,,4,9,,,,1,2
611412,1,2,2,2,2,50,2,,,,,,1,4,2,,,1,4,1,4,2000,1,3,3,1,2,6,9,,,,1,4
611441,2,,,1,1,,2,,,,,,1,1,2,,,1,2,1,1,100,1,3,3,1,2,2,8,,,,1,1
611453,2,,,1,1,,2,,,,,,2,,,,,1,1,1,1,400,1,3,3,1,2,1,9,,,,1,1
611512,2,,,1,1,,1,2,,,,,2,,,,,1,1,2,,600,2,,,2,,4,6,,,,1,1
611614,2,,,2,2,85,1,2,,,,,1,1,2,,,1,4,1,2,800,1,2,3,1,2,3,2,2,1,1,1,7
611774,2,,,2,2,98,1,2,,,,,1,2,2,,,1,2,2,,900,1,3,3,1,3,2,10,,,,1,2
613825,2,,,1,1,,2,,,,,,2,,,,,2,,2,,100,2,,,2,,0,1,2,2,1,1,1
614660,2,,,1,1,,4,,,,,,1,1,1,,,1,1,2,,500,2,,,2,,2,6,,,,1,1
614683,2,,,1,1,,4,,,,,,1,2,2,,,1,2,2,,1200,1,3,3,1,2,2,8,,,,1,2
614783,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,1000,2,,,1,3,1,8,,,,1,1
615399,2,,,1,1,,2,,,,,,1,1,2,,,1,2,1,1,150,2,,,1,1,2,7,,,,1,2
616016,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,150,2,,,2,,2,8,,,,1,1
617023,1,1,2,1,1,,3,,,,,,1,1,2,,,1,2,2,,500,1,2,3,1,2,3,8,,,,1,1
617231,2,,,2,2,80,2,,,,,,2,,,,,1,5,2,,500,1,3,3,1,2,10,8,,,,1,6
617398,2,,,2,3,10,1,2,,,,,1,1,2,,,1,3,2,,200,1,2,3,1,2,2,10,,,,1,5
617902,2,,,2,3,10,1,2,,,,,1,1,2,,,1,1,2,,600,2,,,1,1,0,9,,,,1,7
620481,1,2,2,1,1,,2,,,,,,1,3,2,,,1,3,2,,600,1,2,3,1,2,2,10,,,,1,3
620805,2,,,1,1,,3,,,,,,2,,,,,1,2,2,,2000,2,,,2,,4,7,,,,1,1
620829,1,1,1,2,2,96,3,,,,,,2,,,,,1,3,1,2,200,1,3,3,1,2,1,6,,,,1,5
620858,2,,,2,3,80,1,2,,,,,1,3,3,700,,1,2,1,1,100,1,3,3,1,2,5,7,,,,1,4
621762,2,,,1,1,,2,,,,,,1,1,2,,,1,1,2,,400,1,3,3,1,2,2,8,,,,1,1
621766,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,1200,2,,,1,3,4,8,,,,1,1
621773,2,,,1,1,,2,,,,,,2,,,,,1,2,2,,1300,2,,,1,3,3,8,,,,1,2
622306,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,350,2,,,2,,1,10,,,,1,1
622915,2,,,1,1,,2,,,,,,1,1,1,,,1,1,1,1,700,2,,,1,2,4,8,,,,1,2
623305,2,,,2,2,60,2,,,,,,2,,,,,1,1,1,1,1000,2,,,1,2,4,8,,,,1,2
623606,2,,,1,1,,1,2,,,,,2,,,,,1,1,2,,1000,2,,,2,,4,1,1,2,2,1,1
623614,2,,,1,1,,3,,,,,,2,,,,,1,1,2,,400,2,,,1,3,2,8,,,,1,1
623619,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,300,2,,,1,3,2,6,,,,1,1
624781,2,,,2,2,60,1,1,12,3000,,1,2,,,,,1,2,1,1,600,2,,,1,2,10,7,,,,1,2
625193,2,,,1,1,,2,,,,,,2,,,,,1,1,1,1,1000,2,,,1,1,2,10,,,,1,2
625536,,,,1,1,,,,,,,,2,,,,,2,,2,,600,2,,,2,,1,9,,,,1,1
625641,1,1,2,2,2,30,1,2,,,,,1,2,2,,,1,2,2,,150,2,,,1,2,3,10,,,,1,2
625983,2,,,1,1,,1,2,,,,,1,1,1,,,1,2,2,,1800,1,3,3,1,2,5,5,1,1,2,1,1
626189,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,400,2,,,2,,1,8,,,,1,1
626259,2,,,2,2,50,2,,,,,,1,2,2,,,1,2,2,,250,2,,,1,3,1,8,,,,1,2
626361,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,1000,2,,,2,,3,8,,,,1,2
626680,1,1,1,1,1,,1,2,,,,,2,,,,,1,1,2,,300,2,,,2,,1,8,,,,1,1
627067,2,,,1,1,,2,,,,,,2,,,,,2,,2,,1000,2,,,2,,2,10,,,,1,1
628418,2,,,2,2,60,2,,,,,,1,1,3,0,,1,2,1,1,100,1,3,3,1,2,0,8,,,,1,2
629458,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,300,1,3,3,1,2,3,8,,,,1,1
629478,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,250,2,,,2,,3,8,,,,1,1
629488,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,100,2,,,1,3,1,10,,,,1,1
630345,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,350,2,,,1,3,2,8,,,,1,1
630650,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,800,2,,,2,,2,8,,,,1,1
631016,,,,1,1,,,,,,,,2,,,,,1,1,1,1,850,2,,,2,,4,5,1,2,2,1,1
631306,2,,,1,1,,2,,,,,,2,,,,,1,1,1,4,800,2,,,1,2,2,8,,,,1,1
631954,2,,,1,1,,1,2,,,,,2,,,,,1,1,2,,850,2,,,2,,5,8,,,,1,1
632099,2,,,1,1,,2,,,,,,2,,,,,1,1,1,1,800,1,3,3,1,2,2,9,,,,1,1
632118,2,,,1,1,,2,,,,,,2,,,,,1,1,1,1,500,2,,,1,1,1,6,,,,1,1
633412,1,1,1,2,2,20,2,,,,,,1,2,2,,,1,2,2,,500,1,3,3,1,2,4,5,1,0,0,1,3
633654,2,,,2,2,50,3,,,,,,1,3,2,,,1,3,1,1,650,1,3,3,1,2,4,5,1,2,1,1,3
633941,2,,,1,1,,3,,,,,,2,,,,,1,1,2,,500,2,,,2,,1,9,,,,1,1
634144,2,,,2,2,90,2,,,,,,1,1,2,,,1,3,2,,150,1,3,3,1,2,3,8,,,,1,5
634442,2,,,2,2,95,1,2,,,,,1,1,2,,,1,1,2,,800,2,,,2,,3,4,2,2,2,1,2
635007,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,700,2,,,2,,1,7,,,,1,1
635112,2,,,2,2,100,1,2,,,,,1,1,2,,,1,4,1,1,400,1,3,3,1,2,4,10,,,,1,3
635346,2,,,2,2,99,1,2,,,,,2,,,,,1,2,1,2,150,1,2,3,1,2,4,8,,,,1,3
635513,,,,,,,,,,,,,2,,,,,2,,2,,1000,2,,,1,3,0,5,2,2,2,2,0
635514,2,,,1,1,,2,,,,,,2,,,,,2,,2,,900,2,,,1,3,0,3,2,2,2,1,1
636206,,,,,,,,,,,,,2,,,,,2,,2,,2500,2,,,2,,1,6,,,,2,0
636289,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,100,2,,,2,,1,10,,,,1,1
636401,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,900,2,,,2,,1,5,1,2,2,1,1
636407,,,,1,1,,,,,,,,2,,,,,1,1,2,,1300,2,,,2,,1,7,,,,1,1
636418,,,,1,1,,,,,,,,2,,,,,1,1,2,,1200,2,,,2,,1,6,,,,1,1
637701,2,,,1,1,,1,2,,,,,2,,,,,1,3,2,,500,2,,,1,3,4,8,,,,1,2
638250,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,1000,2,,,2,,4,7,,,,1,1
638339,1,1,2,1,1,,2,,,,,,1,1,2,,,1,1,1,1,750,1,2,3,1,3,3,7,,,,1,1
638360,1,2,2,2,3,40,3,,,,,,1,1,2,,,1,1,1,1,1000,2,,,1,3,2,8,,,,1,6
639013,2,,,2,2,70,2,,,,,,2,,,,,1,2,2,,500,1,3,3,1,2,3,8,,,,1,2
639331,2,,,2,2,80,3,,,,,,1,1,2,,,1,2,1,1,800,1,3,3,1,2,5,8,,,,1,2
639575,2,,,1,1,,2,,,,,,2,,,,,2,,2,,400,2,,,2,,2,6,,,,1,1
639924,2,,,1,1,,2,,,,,,2,,,,,1,2,2,,900,2,,,1,2,2,8,,,,1,1
639971,,,,1,1,,,,,,,,2,,,,,2,,2,,2000,2,,,1,3,6,7,,,,1,2
640164,1,1,2,1,1,,1,2,,,,,1,4,2,,,1,2,2,,500,1,2,3,1,3,2,8,,,,1,1
641084,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,100,2,,,2,,2,10,,,,1,1
648534,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,500,2,,,2,,4,10,,,,1,1
648636,,,,1,1,,,,,,,,2,,,,,2,,2,,1000,2,,,2,,4,8,,,,1,1
649032,2,,,2,2,60,2,,,,,,1,2,2,,,2,,2,,700,2,,,1,2,1,9,,,,1,3
649054,2,,,2,2,80,2,,,,,,2,,,,,1,1,1,1,1000,1,3,3,1,2,2,4,1,2,2,1,2
649071,2,,,1,1,,3,,,,,,2,,,,,1,1,2,,700,2,,,2,,4,10,,,,1,1
649089,2,,,1,1,,3,,,,,,2,,,,,1,1,2,,1000,2,,,1,2,2,7,,,,1,3
650027,2,,,1,1,,1,2,,,,,2,,,,,1,1,2,,500,2,,,2,,4,10,,,,1,1
650091,,,,1,1,,,,,,,,2,,,,,1,1,2,,700,2,,,2,,2,5,2,1,2,1,1
670362,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,800,2,,,2,,0,8,,,,1,1
670485,2,,,2,2,70,1,2,,,,,1,1,1,,,1,2,2,,800,2,,,2,,3,6,,,,1,2
670670,2,,,1,1,,1,2,,,,,2,,,,,1,1,2,,200,2,,,2,,2,10,,,,1,1
670711,,,,2,2,,,,,,,,1,2,2,,,1,2,2,,500,2,,,1,3,3,8,,,,1,2
670762,2,,,2,2,70,2,,,,,,2,,,,,1,2,2,,1000,2,,,2,,2,8,,,,1,2
670853,2,,,1,1,,2,,,,,,2,,,,,2,,1,1,300,2,,,1,3,2,9,,,,1,2
670857,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,500,2,,,1,2,3,10,,,,1,1
671152,2,,,1,1,,1,2,,,,,1,1,1,,,1,1,2,,200,1,3,3,1,3,2,10,,,,1,1
671153,2,,,1,1,,3,,,,,,1,1,2,,,1,1,1,1,1500,2,,,2,,3,10,,,,1,1
671206,2,,,1,1,,1,2,,,,,1,2,2,,,1,2,1,2,600,1,3,3,1,2,4,8,,,,1,3
671362,2,,,1,1,,2,,,,,,1,1,2,,,1,1,1,1,500,1,3,3,1,2,4,5,1,1,2,1,2
671480,2,,,1,1,,2,,,,,,2,,,,,1,1,1,1,700,1,3,3,1,2,2,8,,,,1,1
671520,2,,,1,1,,2,,,,,,2,,,,,1,2,2,,300,2,,,1,3,5,2,1,2,2,1,2
671698,2,,,1,1,,2,,,,,,2,,,,,1,2,2,,450,2,,,1,2,5,8,,,,1,4
671841,1,1,2,2,3,70,1,2,,,,,1,2,2,,,1,3,1,1,1200,1,3,3,1,2,3,10,,,,1,5
671893,2,,,1,1,,1,1,7,1200,0,,1,1,2,,,1,2,1,1,350,1,3,3,1,2,3,8,,,,1,1
672417,1,2,1,2,2,70,2,,,,,,1,1,1,,,1,2,1,1,500,1,2,3,1,2,3,10,,,,1,2
672486,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,800,2,,,2,,3,8,,,,1,1
672541,1,2,2,2,2,100,1,2,,,,,2,,,,,1,2,2,,500,2,,,1,1,6,8,,,,1,2
672620,2,,,2,2,80,1,2,,,,,1,1,2,,,1,2,1,1,400,1,3,3,1,3,4,8,,,,1,2
672679,2,,,1,1,,2,,,,,,1,1,2,,,1,2,2,,400,1,3,3,1,3,2,7,,,,1,1
673050,1,1,2,2,2,80,2,,,,,,1,1,2,,,1,2,2,,650,2,,,1,3,2,9,,,,1,3
673051,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,200,2,,,2,,1,8,,,,1,1
673145,1,1,2,2,2,90,2,,,,,,1,2,2,,,1,2,2,,400,1,3,3,1,2,5,5,2,1,2,1,2
673451,2,,,2,3,50,1,2,,,,,1,2,2,,,1,2,2,,500,1,3,3,1,3,4,8,,,,1,3
673452,2,,,1,1,,1,2,,,,,1,1,2,,,1,1,2,,500,1,3,3,1,2,8,8,,,,1,1
673467,2,,,1,1,,2,,,,,,1,1,1,,,1,2,1,1,700,1,3,3,1,2,10,5,1,2,2,1,1
673540,2,,,1,1,,1,2,,,,,1,1,2,,,1,2,1,1,600,1,3,3,1,2,3,8,,,,1,2
673661,2,,,1,1,,2,,,,,,2,,,,,1,2,1,1,300,1,3,3,1,3,3,10,,,,1,1
673816,2,,,1,1,,3,,,,,,2,,,,,1,2,2,,500,2,,,2,,6,8,,,,1,1
673847,,,,,,,,,,,,,2,,,,,2,,2,,1000,2,,,2,,0,6,,,,2,0
673882,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,500,1,3,3,1,3,3,9,,,,1,2
673963,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,1200,2,,,2,,1,5,2,2,2,1,1
674019,1,1,1,1,1,,1,2,,,,,2,,,,,1,2,2,,1400,2,,,1,3,2,7,,,,1,1
674105,2,,,1,1,,2,,,,,,1,1,1,,,1,2,2,,150,2,,,1,2,3,9,,,,1,1
674106,2,,,2,2,80,1,2,,,,,2,,,,,1,1,2,,500,2,,,2,,10,10,,,,1,2
674196,2,,,1,1,,2,,,,,,2,,,,,1,2,2,,500,2,,,1,3,4,7,,,,1,2
674229,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,1000,2,,,2,,2,8,,,,1,1
674239,2,,,1,1,,2,,,,,,1,1,1,,,1,1,2,,400,2,,,1,3,10,5,2,1,2,1,1
674281,2,,,1,1,,3,,,,,,2,,,,,1,2,2,,250,1,3,3,1,2,3,10,,,,1,2
674283,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,500,2,,,2,,2,8,,,,1,1
674287,2,,,1,1,,1,2,,,,,1,1,1,,,1,2,2,,900,1,3,3,1,3,3,10,,,,1,1
674379,2,,,1,1,,1,2,,,,,2,,,,,2,,2,,720,2,,,2,,1,8,,,,1,1
674440,2,,,1,1,,2,,,,,,2,,,,,2,,2,,800,2,,,2,,0,9,,,,1,1
674572,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,250,2,,,2,,1,10,,,,1,1
674800,2,,,2,2,80,1,2,,,,,2,,,,,1,2,1,2,1100,2,,,1,3,2,5,1,2,2,1,2
674815,1,1,2,2,3,30,2,,,,,,1,1,2,,,1,1,2,,800,2,,,2,,1,9,,,,1,4
674842,2,,,2,2,60,2,,,,,,1,1,1,,,1,1,2,,500,1,2,3,1,2,5,8,,,,1,2
674868,2,,,2,2,50,2,,,,,,2,,,,,1,2,1,2,200,1,3,3,1,3,4,6,,,,1,2
674869,2,,,1,1,,1,2,,,,,2,,,,,1,2,1,1,300,1,3,3,1,2,1,6,,,,1,3
674968,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,700,2,,,1,3,2,10,,,,1,2
674970,,,,1,1,,,,,,,,2,,,,,2,,1,2,800,2,,,1,3,0,10,,,,1,2
674974,2,,,1,1,,2,,,,,,2,,,,,1,2,2,,600,2,,,2,,2,8,,,,1,2
675086,2,,,2,2,70,2,,,,,,2,,,,,1,1,2,,100,2,,,1,3,4,6,,,,1,2
675265,2,,,1,1,,2,,,,,,1,1,2,,,1,3,2,,300,2,,,1,2,3,6,,,,1,3
675280,2,,,2,2,60,2,,,,,,1,1,2,,,1,4,1,3,3000,1,3,3,1,2,5,8,,,,1,4
675334,2,,,1,1,,2,,,,,,2,,,,,1,2,1,1,200,2,,,1,2,1,9,,,,1,1
675667,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,1100,2,,,2,,1,8,,,,1,1
675739,2,,,1,1,,1,2,,,,,1,2,2,,,1,1,2,,800,2,,,1,3,1,8,,,,1,1
675801,2,,,2,2,50,2,,,,,,2,,,,,2,,2,,1200,1,2,3,1,2,3,8,,,,1,2
676000,1,1,2,2,2,80,1,1,3,2000,2000,,1,2,2,,,1,1,2,,500,1,3,3,1,2,8,3,1,2,2,1,3
676060,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,200,2,,,2,,1,5,1,2,2,1,1
676304,2,,,1,1,,1,2,,,,,2,,,,,1,1,2,,900,2,,,2,,1,10,,,,1,2
676374,2,,,1,1,,2,,,,,,2,,,,,1,2,2,,600,2,,,2,,3,8,,,,1,1
676521,2,,,1,1,,1,1,,,,,2,,,,,1,2,1,1,300,1,2,3,1,2,1,7,,,,1,2
676557,2,,,2,2,90,2,,,,,,2,,,,,1,2,2,,250,2,,,2,,2,8,,,,1,2
676580,2,,,1,1,,2,,,,,,2,,,,,2,,2,,1000,2,,,2,,3,10,,,,1,1
676807,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,600,2,,,1,3,3,10,,,,1,1
676844,,,,1,1,,,,,,,,2,,,,,1,1,2,,350,2,,,2,,2,7,,,,1,1
676851,2,,,1,1,,1,2,,,,,2,,,,,1,2,2,,300,2,,,2,,4,8,,,,1,1
676941,,,,1,1,,,,,,,,2,,,,,2,,2,,450,2,,,1,3,2,7,,,,1,1
677112,2,,,1,1,,1,2,,,,,1,1,2,,,1,1,2,,400,1,3,3,1,2,2,7,,,,1,1
677124,,,,1,1,,,,,,,,2,,,,,2,,2,,670,2,,,2,,1,8,,,,1,1
677167,1,1,1,2,2,70,1,2,,,,,1,1,1,,,1,1,1,1,500,2,,,1,2,5,8,,,,1,2
677195,2,,,1,1,,2,,,,,,1,1,1,,,1,1,2,,1250,1,2,3,1,2,8,8,,,,1,1
677287,2,,,1,1,,3,,,,,,2,,,,,2,,2,,600,2,,,1,3,1,10,,,,1,1
677386,2,,,2,2,50,2,,,,,,2,,,,,1,2,2,,1500,1,3,3,1,2,4,10,,,,1,2
677464,2,,,1,1,,3,,,,,,1,1,2,,,1,2,2,,1000,1,3,3,1,3,2,8,,,,1,2
677474,2,,,1,1,,1,2,,,,,2,,,,,1,2,2,,1000,2,,,1,2,4,9,,,,1,2
677475,2,,,2,2,50,1,2,,,,,2,,,,,1,2,2,,500,2,,,2,,4,8,,,,1,2
677476,,,,1,1,,,,,,,,2,,,,,1,1,2,,500,2,,,1,2,1,8,,,,1,1
677489,2,,,1,1,,1,2,,,,,2,,,,,1,1,2,,500,2,,,1,3,2,8,,,,1,1
677946,1,1,2,1,1,,1,2,,,,,1,1,1,,,1,2,2,,1500,1,3,3,1,2,2,6,,,,1,1
677964,2,,,1,1,,2,,,,,,2,,,,,1,2,2,,200,2,,,2,,4,8,,,,1,2
678132,,,,1,1,,,,,,,,2,,,,,2,,1,1,500,1,3,3,1,2,2,8,,,,1,1
678160,2,,,1,1,,3,,,,,,1,2,2,,,1,2,1,1,1000,1,2,3,1,2,3,9,,,,1,3
680143,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,1000,2,,,2,,2,6,,,,1,1
680239,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,500,2,,,2,,1,1,1,2,2,1,1
680243,2,,,1,1,,2,,,,,,1,1,2,,,1,2,1,1,500,1,3,3,1,2,1,4,1,2,2,1,1
680244,1,1,1,2,3,60,1,2,,,,,1,3,2,,,1,2,1,1,600,1,3,3,1,2,4,7,,,,1,4
680430,2,,,1,1,,2,,,,,,2,,,,,1,1,2,,700,2,,,2,,1,7,,,,1,1
680537,2,,,2,2,50,2,,,,,,2,,,,,1,3,1,2,500,1,3,3,1,2,3,8,,,,1,3
680587,2,,,1,1,,2,,,,,,1,1,1,,,1,1,2,,1500,1,3,3,1,3,10,7,,,,1,1
680870,2,,,1,1,,1,2,,,,,1,1,2,,,1,1,2,,300,1,3,3,1,2,2,10,,,,1,1
681097,,,,1,1,,,,,,,,2,,,,,2,,2,,600,2,,,1,3,2,1,1,2,2,1,1
681133,2,,,1,1,,2,,,,,,2,,,,,1,1,1,1,200,2,,,1,2,1,7,,,,1,1
681192,2,,,1,1,,2,,,,,,2,,,,,1,2,2,,500,2,,,1,3,4,8,,,,1,1
681349,,,,,,,,,,,,,2,,,,,2,,1,1,800,2,,,1,3,2,8,,,,2,0
681387,2,,,2,2,80,2,,,,,,2,,,,,1,1,1,1,300,2,,,1,3,2,9,,,,1,2
