NQUEST,ASS2NEW1,ASS2NEW2,ASS2NEW3,ASS2NEW4,ASS2NEW5,ASS2NEW6,ASS1NEW1,ASS1NEW2,ASS1NEW3,ASS1NEW4,ASS1NEW5,ASS1NEW6,ASS4,ASS4S,ASS31,ASS3S1,ASS32,ASS3S2,ASS33,ASS3S3,DOCSEZF
915678,,,,,,,2,,,,,,2,,2,,2,,2,,2
915680,2,2,2,,,,1,2,2,,,,2,,2,,2,,2,,2
915692,2,2,2,2,,,2,2,2,2,,,2,,1,1000,2,,2,,2
915698,,,,,,,2,,,,,,2,,2,,2,,2,,2
915705,1,2,,,,,2,2,,,,,1,500,1,600,2,,2,,2
915707,2,,,,,,2,,,,,,2,,1,400,2,,2,,2
915724,,2,,,,,2,2,,,,,2,,1,750,2,,2,,2
915728,,,,,,,2,2,,,,,2,,1,1200,1,300,2,,2
915746,,2,,,,,2,2,,,,,2,,1,500,2,,2,,2
915767,,,,,,,2,2,,,,,2,,2,,2,,2,,2
915768,,,,,,,2,,,,,,2,,2,,2,,2,,2
915774,,2,2,,,,2,2,2,,,,2,,1,500,2,,2,,2
915775,2,2,2,,,,2,2,2,,,,2,,2,,2,,2,,2
915784,2,2,,,,,2,2,,,,,2,,1,500,2,,2,,2
915786,2,2,2,2,,,2,1,2,2,2,,2,,1,600,2,,2,,2
915789,,,,,,,2,2,,,,,2,,2,,2,,2,,2
915819,,,,,,,2,2,,,,,2,,1,1000,2,,2,,2
915860,2,,,,,,2,,,,,,2,,1,700,2,,2,,2
915882,2,,,,,,2,,,,,,2,,1,600,2,,2,,2
915897,2,2,2,2,,,2,2,2,2,,,2,,1,1500,2,,2,,2
915902,,,,,,,1,2,,,,,2,,1,470,1,230,2,,2
915909,2,,,,,,2,2,,,,,2,,1,520,1,960,2,,2
915943,1,,,,,,2,,,,,,2,,1,620,1,90,2,,2
915992,,,,,,,2,,,,,,2,,1,600,1,290,2,,1
916011,1,,,,,,2,,,,,,2,,1,500,2,,2,,2
916012,1,2,2,,,,2,2,2,,,,2,,1,1200,2,,2,,2
916044,,,2,,,,2,2,2,,,,2,,1,1400,1,600,2,,2
916052,,2,2,2,,,2,2,2,2,,,2,,1,1600,2,,2,,2
916149,1,1,2,2,,,2,1,2,2,2,,1,200,1,2300,2,,1,200,2
916170,2,2,,,,,2,2,2,,,,2,,1,800,2,,2,,2
916199,1,,1,,,,2,2,2,,,,2,,1,550,2,,2,,2
916205,2,,,,,,2,,,,,,2,,1,800,2,,2,,2
916218,1,,,,,,2,2,,,,,1,100,1,400,2,,2,,2
916231,,,,,,,2,,,,,,2,,1,450,2,,2,,2
916275,,,,,,,2,2,,,,,2,,1,500,2,,2,,2
916373,,,,,,,2,,,,,,2,,1,450,2,,2,,2
916388,,2,,,,,1,1,,,,,1,800,1,600,2,,2,,2
916404,,,,,,,2,2,,,,,2,,1,1200,2,,2,,2
916449,2,,,,,,2,2,2,,,,2,,2,,2,,2,,2
916451,1,,,,,,1,,,,,,2,,2,,2,,2,,2
916537,2,,,,,,2,,,,,,2,,2,,2,,2,,2
916612,,,,,,,2,,,,,,2,,1,380,1,200,2,,1
916613,,,,,,,2,2,,,,,2,,1,1600,1,280,2,,2
916626,,,,,,,2,2,,,,,2,,1,680,1,320,2,,2
916634,,,,,,,2,,,,,,2,,1,300,1,200,2,,2
916658,,,,,,,2,,,,,,2,,2,,2,,2,,2
916674,2,2,,,,,2,2,2,2,2,,2,,2,,2,,2,,2
916703,2,1,,,,,2,2,,,,,2,,1,600,2,,2,,2
916765,2,,,,,,2,,,,,,2,,1,400,2,,2,,2
916805,,,,,,,2,2,,,,,2,,1,400,1,300,2,,2
916809,,,,,,,2,,,,,,2,,2,,1,140,2,,2
916822,2,,,,,,2,,,,,,1,360,1,650,1,300,2,,2
916826,1,,,,,,1,,,,,,2,,1,220,1,120,2,,2
916843,,,2,,,,2,2,2,,,,1,200,1,1500,1,450,2,,2
916851,,,,,,,2,,,,,,2,,1,335,2,,2,,2
916853,2,,,,,,2,,,,,,2,,1,800,2,,2,,2
916856,,2,,,,,2,2,,,,,2,,2,,2,,2,,2
916860,,,,,,,2,,,,,,2,,1,800,2,,2,,2
916876,,,,,,,2,2,,,,,2,,1,1500,2,,2,,2
916896,,,,,,,2,2,,,,,2,,1,1500,1,1000,2,,2
916905,,2,,,,,2,2,,,,,2,,1,400,1,400,2,,2
916929,1,1,,,,,2,2,,,,,2,,1,900,1,240,2,,2
916950,,,,,,,2,2,,,,,2,,1,1200,1,300,2,,2
916952,1,1,,,,,2,2,,,,,2,,1,400,1,200,2,,2
916980,,,,,,,2,2,,,,,2,,1,360,2,,2,,1
916989,2,,,,,,2,,,,,,2,,1,300,2,,2,,2
917021,,,,,,,2,2,,,,,1,1200,1,600,2,,2,,2
917025,2,2,2,,,,2,2,2,,,,2,,1,1000,1,500,2,,2
917027,2,,,,,,1,,,,,,1,600,1,600,1,500,2,,2
917034,2,2,,,,,2,2,,,,,2,,1,600,2,,2,,2
917035,2,2,,,,,1,2,2,2,,,2,,1,900,2,,2,,2
917038,,2,,,,,2,2,,,,,2,,1,450,2,,2,,2
917039,,,,,,,2,2,,,,,2,,1,800,1,400,2,,2
917040,2,,,,,,2,2,,,,,1,600,1,400,1,150,2,,2
917073,,,2,,,,2,2,2,,,,2,,1,1500,1,2500,2,,2
917152,2,2,2,,,,2,2,2,2,2,,2,,2,,2,,2,,2
917162,2,,,,,,2,,,,,,2,,1,200,2,,2,,2
917165,,,,,,,2,,,,,,2,,1,350,2,,2,,2
917166,,2,2,2,2,,2,2,2,2,2,,1,400,1,1000,2,,2,,2
917172,,2,2,,,,2,2,2,,,,1,350,1,1000,2,,2,,2
917201,2,2,2,,,,2,2,2,,,,1,300,1,1000,1,150,2,,2
917205,,,,,,,2,,,,,,2,,1,400,2,,2,,2
917216,,,,,,,2,2,,,,,2,,1,500,2,,2,,2
917218,,,,,,,2,,,,,,2,,1,300,1,40,2,,2
917221,,2,2,,,,2,1,2,,,,1,1000,1,900,2,,2,,2
917224,2,2,2,,,,2,2,2,,,,2,,1,1000,2,,2,,2
917225,2,2,2,,,,2,2,2,,,,2,,1,1000,2,,2,,2
917227,2,,,,,,2,2,,,,,2,,1,830,2,,2,,2
917247,2,2,,,,,1,2,,,,,2,,1,3000,2,,2,,2
917248,,2,2,,,,2,2,2,,,,2,,1,700,2,,2,,2
917251,2,,2,,,,2,2,2,,,,2,,1,800,2,,2,,2
917252,2,,2,,,,2,2,2,,,,2,,1,1500,2,,2,,2
917253,,,,,,,2,2,,,,,2,,1,500,2,,2,,2
917254,,,,,,,2,2,,,,,2,,1,600,2,,2,,2
917276,1,1,,,,,1,1,2,,,,1,500,1,800,1,100,2,,2
917295,2,,,,,,2,2,,,,,2,,1,890,1,150,2,,2
917296,2,,,,,,2,,,,,,2,,2,,2,,2,,2
917297,,,2,,,,2,2,2,,,,2,,1,1500,2,,2,,2
917298,2,,,,,,2,2,,,,,2,,1,428,1,150,2,,2
917300,2,,,,,,2,,,,,,2,,1,800,2,,2,,2
917301,2,2,,,,,2,2,,,,,2,,1,550,2,,2,,2
917308,,,,,,,2,2,,,,,2,,1,1000,2,,2,,2
917348,,,,,,,2,,,,,,2,,1,150,1,50,2,,2
917356,2,2,2,,,,2,2,2,,,,2,,1,600,1,120,2,,2
917363,2,,,,,,2,,,,,,2,,1,300,2,,2,,2
917375,1,2,2,,,,1,2,2,,,,2,,1,1300,1,80,2,,2
917381,2,,,,,,2,,,,,,2,,2,,2,,2,,2
917384,,,,,,,2,2,,,,,2,,1,500,2,,2,,2
917389,2,,,,,,2,,,,,,2,,2,,2,,2,,2
917390,2,,,,,,2,,,,,,2,,1,520,2,,2,,2
917392,,,,,,,2,2,,,,,2,,1,600,2,,2,,1
917396,,,,,,,2,,,,,,2,,1,300,2,,2,,2
917402,2,2,2,,,,2,2,2,,,,2,,1,1500,2,,2,,2
917403,2,,,,,,2,,,,,,2,,1,450,2,,2,,2
917440,,,,,,,2,2,,,,,1,300,1,400,1,160,2,,2
917517,2,2,,,,,2,2,,,,,2,,1,320,2,,2,,2
917519,1,,,,,,1,,,,,,2,,1,350,1,100,2,,2
917525,,2,,,,,2,2,,,,,2,,1,250,2,,2,,2
917529,,,2,,,,1,2,2,,,,2,,1,1500,2,,2,,2
917569,,,,,,,2,2,,,,,2,,1,700,1,170,2,,2
917577,,,,,,,2,2,,,,,2,,1,770,1,160,2,,2
917580,2,,,,,,2,,,,,,2,,2,,2,,2,,2
917661,,,,,,,2,,,,,,2,,2,,2,,2,,2
917663,,,,,,,2,,,,,,2,,1,490,2,,2,,2
917667,2,2,2,,,,2,2,2,,,,2,,1,1300,2,,2,,2
917702,,,,,,,2,2,,,,,2,,1,1000,2,,2,,2
917765,,,,,,,2,,,,,,2,,2,,2,,2,,2
917794,,2,,,,,2,2,,,,,2,,2,,2,,2,,2
917804,2,2,2,2,,,2,2,2,2,,,2,,1,800,2,,2,,2
917844,,2,,,,,2,2,,,,,2,,1,300,2,,2,,2
917849,2,,,,,,2,,,,,,2,,1,300,1,100,2,,2
917876,2,2,,,,,2,2,2,,,,2,,1,1000,2,,2,,2
917916,,,,,,,2,,,,,,2,,1,800,2,,2,,2
917922,2,,,,,,2,,,,,,2,,2,,2,,2,,2
917926,,,,,,,2,,,,,,2,,1,240,2,,2,,2
917928,,2,,,,,2,2,,,,,2,,1,600,2,,2,,2
917934,,,,,,,2,,,,,,2,,1,700,2,,2,,2
917942,1,,,,,,2,,,,,,2,,1,300,2,,2,,2
917948,,2,,,,,2,2,,,,,2,,1,600,1,150,1,140,2
917964,1,2,2,,,,2,2,2,,,,1,0,2,,2,,2,,2
918014,,,,,,,2,,,,,,2,,1,300,1,300,2,,2
918015,,,,,,,2,,,,,,2,,2,,2,,2,,2
918059,,2,2,2,,,2,2,2,2,,,2,,2,,2,,2,,2
918071,,2,,,,,2,2,,,,,2,,1,500,2,,2,,2
918072,,,,,,,2,2,,,,,2,,1,700,1,200,2,,2
918074,,,2,2,,,2,2,2,2,,,2,,1,1600,1,300,1,300,2
918084,2,2,,,,,2,2,,,,,2,,1,500,2,,2,,2
918105,,,,,,,2,,,,,,2,,2,,1,864,2,,2
918158,,2,,,,,2,2,,,,,2,,1,600,2,,2,,2
918162,2,2,,,,,2,2,,,,,2,,1,900,2,,2,,2
918249,2,2,2,,,,2,2,2,,,,2,,1,1200,1,2500,2,,2
918251,,2,,,,,2,2,,,,,2,,1,700,1,250,2,,2
918286,,,,,,,2,,,,,,2,,2,,2,,2,,2
918287,,,2,,,,2,2,2,,,,2,,1,1300,2,,2,,2
918296,2,2,,,,,1,2,2,2,,,2,,1,1500,1,500,2,,1
918303,2,2,2,,,,1,1,2,2,,,2,,1,1450,2,,2,,2
918337,2,,,,,,2,,,,,,2,,2,,1,140,2,,2
918360,,2,,,,,2,2,,,,,1,400,1,600,2,,2,,2
918381,,,,,,,2,,,,,,2,,2,,1,120,2,,1
918386,2,,,,,,2,,,,,,2,,2,,2,,2,,2
918405,,,,,,,2,2,,,,,2,,1,650,2,,2,,2
918410,,,,,,,2,2,,,,,2,,1,1000,2,,2,,2
918428,2,2,,,,,2,2,,,,,2,,2,,2,,2,,2
918443,1,,,,,,2,,,,,,1,0,2,,2,,2,,2
918449,,1,,,,,2,2,,,,,2,,1,500,2,,2,,2
918455,1,,,,,,2,,,,,,1,660,2,,1,500,2,,2
918464,2,2,,,,,2,2,,,,,2,,1,900,2,,2,,2
918576,1,,,,,,2,,,,,,2,,1,650,2,,2,,2
918590,2,,,,,,2,,,,,,2,,1,400,2,,2,,2
918616,1,2,,,,,1,1,2,,,,2,,1,950,1,300,1,2300,2
918626,,,,,,,2,,,,,,2,,1,700,1,140,2,,2
918633,,,,,,,2,2,,,,,1,300,1,450,2,,2,,2
918639,,,,,,,2,2,,,,,1,300,1,1100,1,120,2,,2
918648,,,2,,,,2,2,2,,,,1,650,1,2400,1,150,1,200,2
918673,2,,,,,,2,2,,,,,1,190,1,420,2,,2,,2
918674,2,,,,,,2,2,,,,,2,,1,500,2,,2,,2
918675,2,,,,,,2,2,,,,,2,,1,430,2,,2,,2
918679,,,,,,,2,2,,,,,2,,1,600,2,,2,,2
918680,,,,,,,2,,,,,,2,,1,600,1,120,2,,2
918684,,,,,,,2,2,,,,,1,350,1,800,2,,2,,2
918686,,,,,,,2,,,,,,2,,2,,2,,2,,2
918694,2,2,2,,,,2,2,2,,,,1,400,1,1100,1,150,2,,2
918702,2,1,,,,,2,2,2,,,,2,,1,700,2,,2,,2
918729,,2,2,,,,2,2,2,,,,2,,1,600,2,,2,,2
918761,,,,,,,2,,,,,,2,,2,,2,,2,,2
918763,1,,1,2,2,,2,2,2,2,2,,2,,1,2500,2,,2,,2
918769,,,,,,,2,2,,,,,2,,1,650,2,,2,,2
918774,,,,,,,2,2,,,,,2,,1,750,2,,2,,2
918778,2,2,,,,,2,2,2,2,,,2,,1,300,2,,2,,2
918820,,2,,,,,2,2,,,,,2,,1,650,2,,2,,2
918821,1,,,,,,2,,,,,,2,,1,500,1,500,1,100,2
918860,,,,,,,2,2,,,,,2,,1,800,2,,2,,2
918898,,2,,,,,2,2,,,,,2,,1,580,2,,2,,1
918910,2,,,,,,2,,,,,,1,200,1,460,2,,1,600,1
918930,2,,,,,,2,,,,,,2,,2,,2,,2,,2
918931,2,,,,,,2,,,,,,2,,2,,2,,2,,2
918936,2,,,2,,,2,2,2,2,,,2,,2,,2,,2,,2
918939,,,,,,,2,2,,,,,2,,2,,2,,2,,2
918960,2,,,,,,2,,,,,,2,,2,,2,,2,,2
918964,2,,2,2,,,2,2,2,2,,,2,,1,1000,1,350,2,,1
918973,,,,,,,1,,,,,,2,,1,375,2,,2,,1
918997,,,,,,,2,2,,,,,2,,2,,2,,2,,1
919033,,2,,,,,2,1,,,,,1,500,1,700,2,,2,,2
919039,2,2,,,,,2,2,2,2,,,2,,1,1200,2,,2,,2
919046,,,,,,,2,2,,,,,2,,1,460,1,130,2,,2
919082,,,,,,,2,,,,,,2,,1,250,1,100,2,,2
919097,,,,,,,2,,,,,,2,,1,200,1,600,2,,2
919100,1,2,2,,,,2,2,2,,,,1,120,2,,1,200,2,,2
919116,1,1,,,,,1,1,,,,,1,200,1,700,1,100,2,,2
919134,,,,,,,2,,,,,,2,,1,350,2,,2,,2
919137,2,,,,,,2,,,,,,2,,1,350,1,180,2,,2
919170,,,,,,,1,,,,,,2,,1,238,1,750,2,,2
919256,2,,,,,,2,,,,,,2,,2,,2,,2,,2
919278,2,2,2,2,,,2,2,2,2,,,2,,1,345,2,,2,,2
919286,2,2,,,,,2,2,,,,,2,,2,,2,,2,,2
919303,,,,,,,2,,,,,,2,,1,600,1,440,2,,2
919311,,,,,,,1,1,,,,,1,1900,1,400,1,900,2,,2
919316,2,,1,,,,2,2,2,2,,,2,,1,800,2,,2,,2
919324,2,2,,,,,2,2,,,,,1,50,1,810,1,50,2,,2
919347,,,,,,,2,,,,,,2,,2,,2,,2,,2
919349,,,,,,,2,2,,,,,2,,2,,2,,2,,2
919352,2,2,2,,,,2,2,2,,,,2,,2,,2,,2,,2
919354,,2,,,,,2,2,,,,,2,,2,,2,,2,,2
919357,,,,,,,2,2,,,,,2,,2,,2,,2,,2
919370,2,2,2,,,,2,2,2,,,,2,,2,,2,,2,,2
919371,1,2,,,,,2,2,2,2,,,1,950,2,,2,,2,,2
919374,2,2,2,,,,2,2,2,2,,,2,,2,,2,,2,,2
919391,,,,,,,2,2,,,,,2,,1,1600,1,500,2,,2
919393,,,,,,,2,,,,,,2,,2,,2,,2,,2
919394,,,,,,,2,2,,,,,2,,2,,2,,2,,2
919414,2,2,,,,,2,2,,,,,2,,1,1000,1,180,2,,2
919492,2,,,,,,2,,,,,,2,,1,230,2,,2,,2
919494,2,,2,,,,2,2,2,,,,2,,1,700,1,150,2,,2
919500,2,,,,,,2,,,,,,1,0,1,400,1,320,2,,2
919516,2,2,,,,,2,1,2,,,,2,,1,550,2,,2,,2
919527,2,2,2,2,,,2,2,2,2,2,,2,,1,560,2,,2,,2
919529,,2,,,,,2,2,,,,,2,,1,380,2,,2,,2
919533,2,2,2,,,,2,2,2,,,,2,,1,800,2,,2,,2
919536,,,,,,,2,2,,,,,2,,1,1000,2,,2,,2
919547,2,2,2,,,,2,2,2,,,,2,,1,1500,1,300,2,,2
919574,,2,,,,,2,2,,,,,2,,1,350,2,,2,,2
919582,2,2,,,,,2,2,,,,,2,,1,400,1,300,2,,2
919585,,,,,,,2,2,,,,,2,,1,350,2,,2,,2
919631,1,2,,,,,1,2,,,,,2,,1,750,2,,2,,2
919665,,,,,,,2,,,,,,2,,1,368,1,772,2,,2
919668,,,,,,,2,,,,,,2,,1,270,1,150,2,,1
919673,,,,,,,2,,,,,,2,,1,500,2,,2,,2
919684,2,2,2,2,,,2,2,2,2,,,2,,1,1333,2,,2,,1
919685,2,,,,,,2,2,,,,,2,,2,,2,,2,,2
919686,1,1,2,,,,1,2,2,2,2,,1,0,1,1800,1,350,2,,2
919706,,,,,,,2,,,,,,2,,1,400,1,250,2,,2
919707,2,,,,,,2,2,2,,,,2,,1,400,2,,2,,2
919717,,,2,2,,,2,2,2,2,,,2,,1,600,1,240,2,,2
919726,2,,2,,,,2,2,2,,,,2,,1,550,1,200,2,,2
919727,1,,2,2,1,2,1,2,1,2,2,2,1,800,1,5000,1,400,1,700,2
919731,1,2,,,,,2,2,,,,,2,,1,600,2,,2,,2
919741,2,2,,,,,2,2,2,,,,2,,1,800,2,,2,,2
919759,,,,,,,2,,,,,,2,,1,250,1,100,2,,2
919762,2,2,2,,,,2,2,2,2,2,,2,,1,800,2,,2,,2
919771,,,,,,,1,2,2,,,,2,,1,780,1,120,2,,1
919775,2,2,,,,,2,2,,,,,2,,1,500,2,,2,,2
919799,2,1,,,,,2,2,,,,,2,,2,,2,,2,,2
919802,,,,,,,1,,,,,,2,,1,760,1,120,2,,2
919828,2,2,,,,,2,2,,,,,2,,1,400,2,,2,,2
919849,2,,,,,,2,,,,,,2,,2,,2,,2,,2
919851,1,,,,,,2,,,,,,2,,1,800,2,,2,,2
919866,2,2,2,,,,2,2,2,,,,2,,1,1000,1,200,2,,2
919870,,,,,,,2,2,,,,,1,450,1,550,1,400,2,,2
919886,,2,,,,,2,2,,,,,2,,1,400,2,,2,,2
919903,2,,,,,,2,,,,,,2,,2,,2,,2,,2
919922,2,,,,,,2,,,,,,2,,1,180,2,,2,,2
919923,2,,,,,,2,,,,,,2,,2,,2,,2,,2
919937,2,,,,,,2,,,,,,2,,2,,2,,2,,2
919938,,2,,,,,2,2,,,,,2,,2,,2,,2,,2
919940,2,2,1,2,,,2,2,2,2,,,2,,2,,2,,2,,2
919945,2,,,2,,,2,2,2,2,,,2,,2,,2,,2,,2
919947,,,,,,,2,2,,,,,2,,2,,2,,2,,2
919956,2,,,,,,2,,,,,,2,,2,,2,,2,,2
919970,,,,,,,2,,,,,,2,,2,,2,,2,,2
919979,,,2,,,,2,2,2,,,,2,,1,800,2,,2,,2
919985,2,2,,,,,2,2,,,,,2,,1,900,2,,2,,2
920022,2,2,2,,,,2,2,2,,,,2,,1,1200,2,,2,,2
920024,2,2,,,,,2,2,,,,,2,,2,,2,,2,,2
920027,2,,,,,,2,,,,,,2,,2,,2,,2,,2
920032,,,,,,,2,,,,,,2,,2,,2,,2,,2
920041,2,2,,,,,2,2,2,,,,2,,1,200,2,,2,,2
920045,2,,,,,,2,,,,,,2,,1,600,2,,2,,2
920118,,,,,,,2,,,,,,2,,1,550,2,,2,,2
920126,2,,,,,,2,,,,,,2,,2,,2,,2,,2
920143,,,,,,,2,,,,,,2,,1,500,2,,2,,2
920172,,,2,,,,2,2,2,,,,2,,1,1500,2,,2,,2
920177,2,2,2,,,,2,2,2,,,,2,,1,350,2,,2,,2
920185,,2,,,,,2,2,,,,,2,,2,,1,1000,2,,2
920202,,,2,,,,2,2,2,,,,2,,1,1300,2,,2,,2
920213,2,,,,,,2,,,,,,2,,1,250,2,,2,,2
920215,2,2,,,,,2,2,,,,,2,,1,250,2,,2,,2
920218,2,2,,,,,2,2,,,,,2,,1,170,2,,2,,2
920222,2,2,,,,,2,2,2,,,,2,,2,,2,,2,,2
920225,2,,,,,,2,2,,,,,2,,1,350,2,,2,,2
920226,,2,2,,,2,2,2,2,2,2,2,1,120,1,950,2,,2,,2
920238,2,,,,,,1,,,,,,2,,1,2500,2,,2,,1
920243,2,,,,,,2,,,,,,2,,2,,2,,2,,2
920294,2,,,,,,2,,,,,,2,,1,220,2,,2,,2
920295,2,,,,,,2,,,,,,2,,2,,2,,2,,2
920297,2,,,,,,2,,,,,,2,,1,450,2,,2,,2
920303,2,,,,,,2,,,,,,2,,1,280,2,,2,,2
920305,2,2,,,,,1,2,,,,,2,,1,650,2,,2,,2
920307,,2,,,,,2,2,,,,,2,,1,250,2,,2,,2
920308,2,2,2,,,,2,2,2,,,,1,1800,1,750,2,,2,,2
920310,2,2,,,,,2,2,,,,,2,,1,150,2,,2,,2
920312,2,2,2,2,,,2,2,2,2,,,2,,1,750,2,,2,,2
920315,1,2,,,,,1,2,2,2,,,2,,1,750,2,,2,,2
920317,2,2,,,,,2,2,,,,,2,,1,420,2,,2,,2
920327,2,,,,,,2,,,,,,2,,1,450,2,,2,,2
920333,2,2,,,,,2,2,2,,,,2,,1,680,2,,2,,2
920341,,,,,,,2,2,,,,,2,,1,300,2,,2,,2
920344,,2,2,2,2,,2,2,2,2,2,,2,,1,1000,2,,2,,2
920353,2,2,,,,,2,2,,,,,2,,1,400,2,,2,,2
920360,2,2,2,2,,,2,2,2,2,,,1,2000,1,300,2,,2,,2
920368,,2,,,,,2,2,,,,,2,,1,1300,2,,2,,2
920390,2,1,2,,,,1,2,2,,,,2,,2,,2,,2,,2
920438,,2,,,,,2,2,,,,,2,,1,450,2,,2,,2
920452,2,,,,,,2,,,,,,2,,2,,2,,2,,2
920458,,,,,,,2,,,,,,2,,1,850,2,,2,,2
920475,,2,,,,,2,2,,,,,2,,2,,2,,2,,2
920490,,,,,,,2,,,,,,2,,1,700,2,,2,,2
920510,2,,,,,,2,,,,,,2,,2,,2,,2,,2
920523,2,2,,,,,2,2,,,,,2,,2,,2,,2,,2
920539,,2,,,,,2,2,,,,,2,,2,,2,,2,,2
920669,1,2,2,,,,2,1,2,2,,,1,480,1,2000,1,800,1,800,2
920788,2,,,,,,2,,,,,,2,,2,,2,,2,,2
920801,2,,,,,,2,,,,,,2,,1,700,2,,2,,2
920815,,,,,,,2,,,,,,2,,1,400,2,,2,,2
920819,2,2,,,,,2,2,2,,,,2,,1,1200,2,,2,,2
920825,2,2,,,,,2,2,,,,,2,,1,380,2,,2,,2
920826,2,2,2,2,,,2,2,2,2,,,2,,1,250,2,,2,,2
920827,2,2,2,2,,,2,2,2,2,,,2,,1,650,2,,2,,2
920829,2,2,2,2,,,2,2,2,2,,,2,,1,180,2,,2,,2
920839,2,1,,,,,2,2,2,2,,,2,,1,450,2,,2,,2
920842,2,2,,,,,2,2,2,2,,,2,,1,450,2,,2,,2
920847,2,,,,,,2,2,,,,,2,,2,,2,,2,,2
920858,2,,,,,,2,,,,,,2,,1,145,2,,2,,2
920866,,2,,,,,2,2,,,,,2,,1,680,2,,2,,2
920875,2,2,,,,,2,2,2,2,,,2,,2,,2,,2,,2
920911,2,2,2,,,,2,2,2,,,,2,,2,,2,,2,,2
920916,2,2,,,,,2,2,,,,,2,,1,800,2,,2,,2
920922,,2,,,,,2,2,,,,,2,,2,,2,,2,,2
920925,2,2,2,2,2,,2,2,2,2,2,,2,,1,900,2,,2,,2
920946,2,,,,,,2,,,,,,2,,1,950,2,,2,,2
920951,2,2,,,,,2,2,,,,,2,,2,,2,,2,,2
921001,2,2,,,,,2,2,,,,,2,,1,600,2,,2,,2
921005,2,2,,,,,2,2,2,,,,1,1200,1,500,2,,2,,2
921008,,2,,,,,2,2,,,,,2,,2,,2,,2,,2
921009,,2,2,,,,2,2,2,,,,2,,2,,2,,2,,2
921011,,2,2,2,,,2,2,2,2,,,2,,1,1000,2,,2,,2
921102,,,,,,,2,,,,,,2,,1,400,2,,2,,2
921147,2,,,,,,2,,,,,,2,,1,400,2,,2,,2
921179,2,,,,,,2,,,,,,2,,2,,2,,2,,2
921229,,,,,,,2,,,,,,2,,1,500,2,,2,,2
921230,2,,,,,,2,,,,,,2,,2,,2,,2,,2
921234,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,,2,,2,,2
921238,,,,,,,2,2,,,,,2,,1,1100,2,,2,,2
921244,2,2,,,,,2,2,2,,,,2,,2,,2,,2,,2
921254,2,2,,,,,2,2,,,,,2,,1,600,2,,2,,2
921255,2,2,2,2,2,,2,2,2,2,2,,2,,1,1300,2,,2,,2
921270,2,2,,,,,2,2,2,,,,2,,1,400,2,,2,,2
921275,2,2,2,,,,2,2,2,,,,2,,1,1400,2,,2,,2
921277,,,,,,,2,,,,,,2,,2,,2,,2,,2
921279,2,,,,,,2,,,,,,2,,2,,2,,2,,2
921291,2,2,,,,,2,2,,,,,2,,2,,2,,2,,2
921299,2,,,,,,2,,,,,,2,,2,,2,,2,,2
921320,,,,,,,2,,,,,,2,,1,1000,2,,2,,2
921321,2,2,2,,,,2,2,2,,,,2,,1,600,2,,2,,2
921322,,,,,,,2,2,,,,,2,,1,930,2,,2,,2
921323,,,,,,,2,,,,,,2,,1,700,2,,2,,2
921326,2,,,,,,2,2,,,,,2,,1,490,2,,2,,2
921333,,,,,,,2,,,,,,2,,2,,2,,2,,2
921334,2,,,2,2,,2,2,2,2,2,,2,,1,1500,2,,2,,2
921336,,,,,,,2,,,,,,2,,2,,2,,2,,2
921364,2,2,,,,,2,2,,,,,2,,2,,2,,2,,2
921365,,,,,,,2,2,,,,,2,,1,700,2,,2,,2
921370,,,,,,,2,,,,,,2,,1,600,2,,2,,2
921373,,2,,,,,2,2,,,,,2,,1,300,2,,2,,2
921388,,2,2,,,,2,2,2,,,,2,,1,600,2,,2,,2
921389,,,,,,,2,,,,,,2,,1,400,2,,2,,2
921391,2,2,2,2,,,2,2,2,2,,,2,,1,1200,2,,2,,2
921407,2,,,,,,2,,,,,,2,,2,,2,,2,,2
921410,2,2,,,,,2,2,,,,,2,,1,350,2,,2,,2
921411,2,2,2,,,,2,2,2,,,,2,,1,1200,2,,2,,2
921414,2,,,,,,2,,,,,,2,,2,,2,,2,,2
921424,2,,,,,,2,,,,,,2,,2,,2,,2,,2
921432,2,2,,,,,2,2,2,2,,,1,1400,2,,2,,2,,2
921510,2,2,,,,,2,2,,,,,2,,1,900,2,,2,,2
921511,2,2,2,,,,2,2,2,,,,2,,1,800,2,,2,,2
921523,2,2,,,,,2,2,2,,,,2,,1,500,2,,2,,2
921636,2,2,2,,,,1,2,2,,,,2,,1,800,2,,2,,2
921639,2,,,,,,2,,,,,,2,,2,,2,,2,,2
921646,2,,,,,,2,,,,,,2,,2,,2,,2,,2
921657,,,,,,,2,,,,,,2,,2,,2,,2,,2
921668,2,,,,,,2,,,,,,2,,2,,2,,2,,2
921671,,2,,,,,2,2,,,,,2,,1,500,2,,2,,2
921680,2,2,,,,,2,2,,,,,2,,2,,2,,2,,2
921694,2,2,2,2,,,2,2,2,2,,,2,,1,650,2,,2,,2
921701,2,2,2,,,,2,2,2,,,,2,,1,800,2,,2,,2
921721,2,2,2,2,2,,2,2,2,2,2,,2,,2,,2,,2,,2
921728,,,,,,,2,1,,,,,2,,2,,2,,2,,2
921733,2,2,2,,,,2,2,2,,,,2,,2,,2,,2,,2
921737,,2,,,,,2,2,,,,,2,,1,750,2,,2,,2
921758,2,,,,,,2,,,,,,2,,2,,2,,2,,2
921777,2,2,2,2,2,,2,2,2,2,2,,1,300,2,,2,,2,,2
