NQUEST,ASS2NEW1,ASS2NEW2,ASS2NEW3,ASS2NEW4,ASS2NEW5,ASS2NEW6,ASS1NEW1,ASS1NEW2,ASS1NEW3,ASS1NEW4,ASS1NEW5,ASS1NEW6,ASS4,ASS4S,ASS31,ASS3S1,ASS32,ASS3S2,ASS33,ASS3S3,DOCSEZF
948384,2,2,,,,,2,2,,,,,2,,1,500,2,,2,,2
948388,2,,,,,,2,2,,,,,2,,1,600,2,,2,,2
948394,2,1,2,2,2,,1,2,2,2,2,,2,,1,1400,1,170,2,,2
948395,2,,,,,,2,2,,,,,2,,1,1500,1,1000,2,,2
948406,2,1,,,,,2,1,2,,,,1,600,2,,2,,2,,1
948419,2,,,,,,2,,,,,,2,,2,,2,,2,,2
948420,2,,,,,,2,,,,,,2,,1,160,2,,2,,2
948426,2,2,,,,,2,2,,,,,2,,1,2500,2,,2,,2
948427,2,2,2,,,,1,1,2,2,,,2,,1,1400,2,,2,,2
948442,2,2,,,,,2,2,2,2,,,2,,1,500,2,,2,,2
948452,,2,2,,,,2,2,2,,,,2,,1,700,2,,2,,2
948453,,2,2,,,,2,2,2,,,,2,,1,500,2,,2,,2
948454,,1,1,2,,,1,1,2,2,,,1,2000,1,2000,1,1500,2,,2
948459,2,,,,,,2,,,,,,2,,2,,2,,2,,2
948461,,2,2,,,,2,2,2,,,,2,,1,900,2,,2,,2
948462,2,,,,,,2,2,2,,,,2,,1,800,2,,2,,2
948464,2,2,2,,,,2,2,2,,,,2,,1,2000,1,180,2,,2
948467,2,2,2,,,,2,2,2,,,,2,,1,300,2,,2,,2
948471,1,,,,,,1,,,,,,2,,1,300,2,,1,250,2
948501,2,,2,,,,2,2,2,,,,2,,1,1500,2,,2,,2
948526,,2,,,,,2,2,,,,,1,5000,2,,1,900,2,,2
948534,,,,,,,2,2,,,,,1,1350,1,750,2,,2,,2
948548,1,2,,,,,2,2,2,2,,,2,,1,3000,2,,1,910,1
948593,2,2,,,,,2,2,,,,,2,,1,385,1,840,2,,1
948594,1,2,,,,,1,2,2,,,,1,5000,1,850,1,750,1,300,2
948615,,,,,,,2,2,,,,,2,,1,500,2,,2,,2
948628,2,2,2,,,,2,2,2,,,,2,,1,400,2,,2,,2
948639,2,,,,,,2,,,,,,2,,1,500,2,,2,,2
948647,,2,,,,,2,2,,,,,2,,2,,2,,2,,2
948648,2,2,,,,,2,2,,,,,2,,2,,2,,2,,2
948665,,,2,,,,2,2,2,,,,2,,1,600,2,,2,,2
948671,2,2,,,,,2,2,,,,,2,,1,950,2,,2,,2
948704,2,,,,,,2,,,,,,2,,1,2400,2,,2,,2
948719,2,,,,,,2,,,,,,2,,2,,2,,2,,2
948725,2,2,2,,,,2,2,2,,,,2,,1,400,2,,2,,2
948731,2,,,,,,2,,,,,,2,,1,400,2,,2,,2
948736,2,,,,,,2,2,,,,,2,,2,,2,,2,,2
948740,2,,,,,,2,,,,,,2,,2,,2,,2,,2
948746,,,,,,,2,,,,,,2,,1,200,2,,2,,2
948747,2,,,,,,2,,,,,,2,,2,,2,,2,,2
948760,,,2,2,,,2,2,2,2,,,2,,1,350,2,,2,,2
948802,,2,,,,,2,2,,,,,2,,2,,1,330,2,,2
948803,,,1,,,,2,2,2,,,,1,250,1,500,2,,2,,2
948809,,,,,,,2,2,,,,,2,,1,300,2,,2,,2
948883,2,2,2,,,,2,1,2,,,,2,,1,850,2,,2,,2
948892,,,2,,,,2,2,2,,,,2,,1,1000,2,,2,,2
948894,2,,,,,,2,2,,,,,2,,1,300,2,,2,,2
948895,,2,,,,,2,2,,,,,2,,1,450,2,,2,,2
948898,2,,,,,,2,2,,,,,2,,2,,2,,2,,2
948912,,,,,,,2,2,,,,,2,,1,290,2,,2,,2
948913,2,2,2,,,,2,2,2,,,,1,1200,1,1800,2,,2,,2
948920,2,2,2,,,,2,2,2,,,,2,,1,1200,2,,2,,2
948922,1,2,,,,,1,2,,,,,2,,1,500,2,,2,,2
948932,2,2,,,,,2,1,,,,,1,1200,1,1800,1,500,2,,2
948933,2,2,2,,,,1,2,2,,,,1,1500,1,1200,2,,2,,2
948942,2,2,2,,,,2,2,2,,,,2,,1,1000,2,,2,,2
948954,,,,,,,2,,,,,,2,,1,350,2,,2,,2
948956,2,,,,,,2,2,,,,,2,,1,1000,2,,2,,1
948957,2,2,,,,,2,1,,,,,1,400,1,3500,2,,2,,2
948960,2,2,2,,,,2,2,2,,,,2,,1,750,2,,2,,2
948963,2,2,,,,,2,2,,,,,2,,1,500,2,,2,,2
948974,2,,,,,,2,2,,,,,2,,1,1750,2,,1,3500,2
948980,,,,,,,2,,,,,,2,,1,400,2,,2,,2
948987,,,,,,,2,1,,,,,2,,1,600,2,,2,,2
948990,2,,,,,,2,2,,,,,2,,1,1500,2,,2,,2
949007,,,,,,,2,,,,,,2,,2,,2,,2,,2
949008,,,,,,,2,,,,,,2,,1,400,2,,2,,2
949009,2,,,,,,2,2,,,,,2,,1,1000,1,600,2,,2
949013,2,,,,,,2,,,,,,2,,1,600,2,,2,,2
949016,,,,,,,2,2,,,,,1,1500,1,800,1,800,2,,2
949020,,,2,,,,1,2,2,,,,1,600,1,400,1,600,2,,2
949034,,,,,,,2,2,,,,,2,,1,2500,2,,2,,2
949037,,,,,,,2,1,,,,,2,,1,800,2,,2,,2
949045,2,2,,,,,1,2,,,,,2,,1,3000,2,,2,,2
949051,2,,,,,,2,,,,,,2,,1,350,1,255,2,,2
949053,,,,,,,1,2,,,,,2,,1,2000,1,600,2,,2
949056,,,,,,,2,2,,,,,1,2400,1,400,2,,2,,2
949060,1,1,2,,,,2,2,2,,,,2,,1,2300,2,,2,,2
949062,,,2,2,,,2,2,2,2,,,2,,1,1000,2,,2,,2
949070,2,,2,2,2,,2,2,2,2,2,,2,,1,1200,2,,2,,2
949086,2,2,,,,,2,2,,,,,2,,1,600,2,,2,,2
949087,2,2,2,2,2,,2,2,2,2,2,,2,,1,2300,2,,2,,2
949088,2,2,,,,,2,2,,,,,1,1800,1,600,2,,2,,2
949089,2,2,2,2,,,2,2,2,2,,,2,,1,1300,2,,2,,2
949091,1,2,,,,,2,2,2,,,,2,,1,800,2,,2,,2
949095,2,1,,,,,2,1,,,,,1,1200,1,650,2,,2,,2
949099,2,2,2,,,,2,2,2,,,,2,,1,1400,2,,2,,2
949103,2,2,,,,,1,2,2,,,,2,,1,1200,1,1000,2,,2
949105,2,2,,,,,2,2,,,,,1,200,1,1800,2,,2,,2
949107,1,2,,,,,2,2,2,,,,2,,1,2200,1,200,2,,2
949110,2,2,2,2,,,1,1,2,2,,,2,,1,2600,1,600,2,,2
949113,2,,,,,,2,,,,,,2,,1,800,2,,2,,2
949117,2,2,2,2,,,1,1,2,2,,,2,,1,2000,2,,1,5000,2
949119,2,,,,,,2,1,,,,,2,,1,1200,2,,2,,2
949131,2,2,2,,,,2,2,2,,,,1,1000,1,1600,2,,2,,2
949132,1,1,,,,,1,1,2,2,,,2,,1,450,2,,2,,2
949136,,2,,,,,2,2,,,,,2,,1,1500,2,,2,,2
949142,2,,,,,,2,,,,,,2,,1,300,1,300,2,,2
949151,2,2,,,,,2,2,2,,,,2,,1,700,2,,2,,2
949157,1,1,,,,,1,1,2,,,,2,,1,1000,2,,2,,2
949166,2,,,,,,1,,,,,,1,200,2,,1,600,2,,2
949183,2,1,,,,,2,2,,,,,1,200,1,530,1,1000,2,,2
949184,,,,,,,2,,,,,,2,,2,,2,,2,,2
949185,2,2,,,,,2,2,2,2,2,,2,,1,800,1,400,2,,2
949186,2,2,,,,,2,2,,,,,2,,1,800,2,,2,,2
949203,2,,,,,,2,,,,,,2,,1,500,2,,2,,2
949204,2,,,,,,1,,,,,,2,,1,350,2,,1,300,2
949219,2,,2,,,,2,2,2,,,,2,,1,330,2,,2,,2
949220,,,,,,,2,2,,,,,2,,1,1000,2,,2,,2
949221,2,2,2,,,,2,2,1,,,,2,,1,2200,2,,2,,2
949223,,,2,2,,,1,1,2,2,,,1,500,1,4000,2,,2,,2
949227,2,,2,2,,,2,2,2,2,,,2,,1,3500,2,,2,,2
949232,,2,,,,,2,2,,,,,2,,1,1500,2,,2,,2
949244,2,2,,,,,2,1,2,2,,,2,,1,650,2,,2,,2
949245,2,2,2,,,,1,2,2,,,,1,1000,1,3000,2,,1,5000,2
949246,,2,2,2,,,2,2,2,2,,,2,,1,1300,2,,2,,2
949255,,,,,,,2,,,,,,2,,1,500,2,,2,,2
949256,2,2,2,,,,2,2,2,,,,2,,1,1600,1,500,2,,2
949264,1,2,2,,,,1,2,2,2,,,1,0,1,700,2,,2,,2
949269,2,2,2,,,,2,2,2,,,,2,,1,1000,2,,1,1600,2
949270,1,2,,,,,2,2,2,,,,2,,1,300,2,,2,,2
949272,2,2,,,,,1,2,2,,,,1,140,1,720,2,,2,,2
949277,2,,,,,,2,,,,,,2,,1,400,2,,2,,2
949280,1,,2,2,,,1,2,2,2,,,1,540,1,1900,2,,2,,2
949287,2,2,,,,,2,2,2,2,,,2,,1,1000,2,,2,,2
949291,2,2,,,,,2,2,2,,,,2,,2,,2,,2,,2
949292,1,,,,,,1,,,,,,2,,1,700,2,,2,,1
949296,2,2,,,,,2,2,,,,,2,,1,700,2,,2,,2
949304,,2,,,,,2,2,,,,,2,,1,900,2,,2,,2
949307,,,,,,,2,,,,,,2,,1,550,2,,2,,2
949311,1,2,2,2,2,,2,2,2,2,2,,2,,1,1600,1,1400,2,,2
949318,2,2,2,,,,2,2,2,,,,2,,1,500,2,,2,,1
949323,2,2,2,2,,,2,2,2,2,,,1,400,1,1500,1,80,2,,2
949331,2,2,,,,,1,1,2,,,,2,,1,700,2,,2,,1
949332,2,2,,,,,2,2,,,,,2,,1,720,2,,2,,2
949338,,2,,,,,2,2,,,,,2,,2,,2,,2,,2
949348,2,2,,,,,1,2,2,2,,,2,,1,1200,1,1200,2,,2
949358,2,,,,,,2,2,,,,,2,,1,700,2,,2,,2
949363,2,2,2,2,,,2,2,2,2,,,2,,1,1500,2,,2,,2
949369,1,2,2,,,,2,2,2,,,,1,1000,1,1800,2,,2,,1
949371,1,2,,,,,1,2,2,,,,1,96,1,1100,1,200,2,,2
949372,2,2,,,,,1,1,2,2,,,2,,1,1500,1,300,2,,2
949410,2,,,,,,2,2,,,,,2,,1,1000,1,350,2,,2
949414,1,,,,,,1,,,,,,2,,1,1100,2,,2,,2
949421,2,,,,,,2,,,,,,2,,2,,2,,2,,2
949425,2,2,,,,,2,2,,,,,2,,1,850,1,550,2,,2
949426,1,1,2,2,,,1,1,2,2,,,2,,1,1250,2,,2,,2
949442,,2,,,,,2,2,,,,,2,,2,,2,,2,,2
949448,,2,,,,,1,2,,,,,2,,1,250,2,,2,,2
949461,,,2,2,,,2,2,2,2,,,2,,1,400,2,,2,,2
949463,2,2,2,,,,2,2,2,,,,2,,1,300,2,,2,,2
949465,1,1,,,,,2,2,,,,,2,,1,800,2,,2,,2
949474,,,2,2,,,2,2,2,2,,,1,2500,1,1000,1,1400,2,,2
949475,,,,,,,2,2,,,,,2,,1,1500,1,2000,2,,2
949480,1,1,,,,,2,2,,,,,1,450,1,800,2,,2,,2
949483,2,2,1,2,1,,1,1,2,2,2,,1,3000,2,,1,2000,1,1000,2
949486,,,2,,,,2,2,2,,,,2,,1,1200,1,1000,2,,2
949491,,,,,,,2,2,,,,,2,,1,400,1,600,2,,2
949493,,2,,,,,2,2,,,,,2,,1,600,2,,2,,2
949495,1,,,,,,1,1,,,,,1,3000,1,5000,1,2000,1,8000,2
949508,2,1,,,,,2,2,,,,,2,,1,800,1,600,2,,2
949510,2,2,2,,,,2,2,2,,,,2,,1,800,2,,2,,2
949511,2,2,2,,,,1,2,2,2,,,1,800,1,1500,1,700,1,500,2
949517,2,,,,,,1,1,,,,,1,1000,1,2500,1,2500,2,,2
949518,,,,,,,2,2,,,,,2,,1,1000,2,,2,,2
949521,,2,,,,,2,2,,,,,1,200,2,,2,,2,,2
949526,,,,,,,2,,,,,,2,,1,500,2,,2,,2
949529,2,2,2,,,,2,2,2,2,,,2,,1,300,2,,2,,2
949534,,2,,,,,2,2,,,,,2,,1,500,1,1500,2,,2
949537,2,,,,,,2,,,,,,2,,1,1800,2,,2,,2
949543,2,2,2,2,2,,2,2,2,2,2,2,2,,1,700,1,200,2,,2
949547,,2,2,,,,2,1,2,,,,2,,1,700,1,300,2,,2
949549,,,,,,,2,2,,,,,2,,1,600,1,250,2,,2
949550,2,2,,,,,2,2,2,,,,2,,1,750,1,300,2,,2
949551,2,2,2,,,,2,2,2,2,,,2,,1,380,2,,2,,2
949558,2,,,,,,2,,,,,,2,,1,700,1,350,2,,2
949568,2,,,,,,2,,,,,,2,,1,900,1,300,2,,2
949584,2,,,,,,2,,,,,,1,2500,1,1500,1,500,1,2500,2
949587,2,,,,,,2,1,,,,,2,,1,800,1,300,2,,2
949590,2,2,,,,,2,2,,,,,2,,1,6000,1,1500,2,,2
949595,,,2,,,,2,2,2,,,,2,,1,500,1,250,2,,2
949599,1,1,2,2,,,2,2,2,2,,,2,,1,800,1,1500,2,,2
949649,1,1,2,,,,2,2,2,,,,2,,1,900,1,250,2,,2
949653,2,,,,,,2,,,,,,2,,1,500,2,,2,,2
949667,1,2,,,,,2,2,,,,,1,230,2,,2,,1,120,2
949671,1,2,,,,,2,2,,,,,2,,1,800,1,200,2,,2
949674,2,2,,,,,2,2,2,,,,2,,1,550,2,,2,,2
949682,2,,,,,,2,,,,,,2,,1,1400,1,280,2,,2
949685,2,2,2,2,,,2,2,2,2,,,2,,1,1500,2,,2,,2
949711,1,2,2,2,1,,2,2,2,2,2,,1,1500,1,1500,1,120,2,,2
949717,,2,,,,,1,1,,,,,1,700,1,1500,1,1000,2,,2
949718,2,2,2,,,,2,1,2,,,,1,100,1,5000,1,180,1,170,1
949719,2,2,2,2,,,1,2,2,2,,,2,,1,3700,1,2500,1,800,2
949720,,1,,,,,1,2,,,,,2,,1,1800,1,600,2,,2
949733,2,2,,,,,2,2,,,,,2,,1,2000,1,1000,1,5000,2
949754,,2,2,,,,2,2,2,,,,2,,1,1000,2,,2,,2
949756,,2,2,,,,2,2,2,,,,2,,1,2800,2,,2,,2
949765,2,2,2,,,,2,2,2,2,2,,2,,2,,1,200,1,600,2
949781,1,,,,,,2,,,,,,1,200,1,600,1,0,2,,2
949857,,,,,,,2,,,,,,2,,1,450,1,300,2,,2
949858,,2,,,,,2,2,,,,,2,,1,347,2,,2,,2
949859,,,,,,,2,,,,,,2,,2,,1,230,2,,2
949860,,,,,,,2,,,,,,2,,1,340,2,,2,,2
949862,,1,,,,,2,1,,,,,2,,1,2300,2,,2,,2
949879,,2,,,,,2,2,,,,,2,,1,480,2,,2,,2
949880,2,,,,,,2,,,,,,2,,1,550,2,,2,,2
949882,2,2,2,2,,,2,2,2,2,2,,2,,1,1200,2,,2,,2
949887,2,2,2,,,,2,2,1,,,,2,,1,1500,2,,2,,2
949888,2,2,,,,,1,2,2,2,,,2,,1,4000,1,300,2,,1
949890,,,1,,,,2,2,2,,,,2,,1,900,1,240,2,,2
949908,2,2,,,,,1,1,,,,,2,,1,2000,2,,2,,2
949919,2,2,2,2,2,,1,1,2,2,2,,2,,1,1500,2,,1,200,2
949920,2,2,2,2,,,1,2,2,2,,,2,,1,2000,1,500,2,,2
949924,2,2,2,2,2,,1,1,2,2,2,,2,,1,2000,1,200,2,,2
949928,2,2,2,,,,1,2,2,2,,,1,600,1,500,2,,1,300,2
949947,1,2,,,,,2,1,2,2,,,1,300,1,1500,2,,2,,2
949952,,,,,,,2,,,,,,2,,1,554,2,,2,,2
949955,2,,,,,,2,,,,,,2,,2,,2,,2,,2
949960,,,,,,,2,2,,,,,2,,1,1000,1,150,2,,2
949962,,,,,,,2,,,,,,1,1400,1,500,2,,2,,2
949973,2,2,2,,,,1,2,2,,,,2,,1,800,1,700,2,,2
949978,2,2,2,2,,,1,1,2,2,,,2,,1,1500,1,1100,2,,2
949982,2,2,2,,,,2,2,2,2,2,,2,,2,,2,,2,,2
949988,,2,,,,,2,2,,,,,2,,1,700,1,200,2,,2
949996,2,2,,,,,1,2,2,2,,,2,,1,1000,2,,2,,2
950002,,2,,,,,2,2,,,,,2,,1,1400,2,,2,,2
950045,2,,,,,,2,,,,,,2,,2,,2,,2,,2
950054,2,2,,,,,2,2,,,,,2,,1,500,1,400,2,,2
950055,2,2,,,,,2,2,,,,,2,,2,,2,,2,,2
950064,2,,,,,,2,,,,,,2,,2,,2,,2,,2
950067,2,2,2,,,,2,1,2,,,,2,,1,500,2,,2,,2
950075,2,,,,,,2,2,,,,,2,,2,,2,,2,,2
950077,2,2,,,,,2,2,,,,,2,,1,1000,2,,2,,2
950079,2,2,2,,,,2,2,2,,,,2,,2,,2,,2,,2
950081,2,2,2,,,,2,2,2,2,2,2,2,,2,,2,,2,,2
950082,2,2,2,,,,2,2,2,,,,2,,2,,2,,2,,2
950083,2,,,,,,2,,,,,,2,,1,1000,2,,2,,2
950084,2,2,,,,,2,2,2,,,,2,,1,1000,2,,2,,2
950087,2,,,,,,2,2,,,,,2,,1,500,2,,2,,2
950090,2,,,,,,2,2,,,,,2,,2,,2,,2,,2
950118,,,,,,,2,,,,,,2,,2,,2,,2,,2
950120,2,2,,,,,2,2,,,,,2,,1,1500,2,,2,,2
950123,2,2,2,,,,2,2,2,,,,2,,2,,2,,2,,2
950130,2,2,2,,2,,2,2,2,2,2,,2,,1,900,2,,2,,2
950156,2,2,,,,,2,2,,,,,2,,2,,2,,2,,2
950157,2,2,2,2,,,2,2,2,2,,,2,,1,500,2,,2,,2
950159,,2,,,,,2,2,,,,,2,,1,450,2,,2,,2
950162,2,2,2,2,,,2,2,2,2,2,,2,,1,600,2,,2,,2
950163,2,2,,,,,2,2,2,2,,,2,,1,450,2,,2,,2
950168,1,1,1,,,,1,2,2,,,,2,,1,850,1,700,2,,2
950171,2,2,,,,,2,2,,,,,2,,2,,2,,2,,2
950176,2,2,2,2,,,2,2,2,2,2,,2,,2,,1,2000,2,,2
950184,2,,2,2,,,2,2,2,2,,,2,,1,250,2,,2,,2
950190,2,,,,,,2,,,,,,2,,2,,2,,2,,2
950191,2,2,2,2,,,2,2,2,2,,,2,,1,2000,2,,2,,2
950192,2,2,2,,,,2,2,2,,,,2,,2,,2,,2,,2
950195,,2,,,,,2,2,,,,,2,,2,,2,,2,,2
950203,,2,,,,,2,2,,,,,2,,2,,2,,2,,2
950219,,2,2,2,2,,2,2,2,2,2,,2,,1,700,2,,2,,2
950220,,2,,,,,2,2,,,,,2,,1,400,2,,2,,2
950222,1,2,,,,,1,2,,,,,1,999,1,400,1,260,2,,2
950224,2,,,,,,2,,,,,,2,,1,400,1,1200,2,,2
950230,2,2,,,,,2,2,,,,,2,,1,480,2,,2,,2
950241,,2,,,,,2,2,,,,,2,,1,320,2,,2,,2
951005,1,1,2,,,,2,2,2,,,,2,,1,1400,1,5000,2,,2
951009,1,1,,,,,2,2,2,2,,,2,,1,1100,1,4800,1,2400,2
951018,2,2,,,,,1,2,,,,,2,,1,800,2,,2,,2
951019,2,,,,,,2,,,,,,2,,1,800,2,,2,,2
951034,1,2,,,,,2,2,2,,,,2,,1,1600,1,610,2,,2
951045,,,,,,,2,2,,,,,2,,1,400,2,,2,,2
951061,2,,,,,,2,,,,,,2,,2,,1,2000,2,,2
951063,2,2,,,,,2,2,,,,,2,,2,,2,,2,,2
951067,2,2,2,,,,2,2,2,,,,2,,2,,2,,2,,2
951070,1,2,2,2,,,2,2,2,2,,,2,,2,,2,,2,,2
951071,2,2,2,,,,2,2,2,,,,2,,2,,2,,2,,2
951073,1,2,,,,,1,2,2,2,,,1,250,2,,2,,2,,2
951074,2,2,,,,,2,2,2,,,,2,,2,,2,,2,,2
951078,2,2,2,,,,2,2,2,,,,2,,2,,2,,2,,2
951096,,2,2,,,,1,2,2,,,,2,,1,1600,1,200,1,200,2
951111,2,,,,,,2,2,,,,,2,,1,650,2,,2,,2
951125,2,2,,,,,2,2,,,,,1,3000,1,1000,1,1000,1,30,2
951139,2,2,2,,,,1,1,2,2,,,2,,1,2600,1,1500,1,300,2
951161,2,2,2,,,,1,2,2,,,,2,,1,1200,1,500,1,1000,2
951163,2,2,2,2,,,2,2,2,2,2,,2,,1,1700,1,300,2,,2
951167,1,2,,,,,1,2,,,,,2,,1,650,1,100,2,,2
951173,2,2,2,,,,1,2,2,2,,,1,300,1,650,1,200,2,,2
951184,2,2,,,,,2,2,2,2,,,2,,1,780,1,400,2,,2
951190,2,2,,,,,2,2,2,,,,2,,1,580,2,,2,,2
951202,1,2,2,,,,1,2,2,2,,,1,110,2,,2,,2,,2
951235,2,2,,,,,2,2,2,2,,,2,,1,500,2,,2,,2
951236,2,1,,,,,2,2,2,2,,,1,0,1,650,1,0,2,,2
951246,1,2,,,,,1,2,,,,,1,1200,1,800,1,1500,1,1400,2
951250,2,2,,,,,1,2,,,,,1,6000,1,2000,1,1000,2,,2
951262,2,2,,,,,1,2,2,2,,,2,,1,600,2,,2,,1
951266,1,1,,,,,1,1,1,1,,,2,,1,800,2,,2,,2
951280,1,2,,,,,2,2,2,,,,1,150,2,,1,100,2,,2
951288,2,2,,,,,1,2,2,2,,,2,,1,1000,2,,2,,2
951300,1,,,,,,2,,,,,,2,,1,600,1,200,2,,2
951330,2,2,,,,,2,2,2,2,2,,2,,1,650,2,,2,,2
951334,,,,,,,2,,,,,,2,,2,,2,,2,,2
951337,1,1,2,2,,,1,1,2,2,,,1,1800,1,350,1,200,1,250,2
951345,1,,,,,,1,,,,,,1,1400,2,,2,,2,,2
951350,2,2,2,,,,2,2,2,,,,2,,1,600,2,,2,,2
951367,1,1,,,,,1,1,,,,,1,1500,1,600,1,1500,1,1500,2
951368,2,2,2,2,,,2,2,2,2,,,2,,1,1000,2,,2,,1
951390,2,,,,,,2,,,,,,2,,1,500,2,,2,,2
951391,2,2,,,,,2,2,2,,,,2,,1,500,1,300,2,,1
951397,2,2,,,,,2,1,,,,,2,,1,1000,1,1500,2,,2
951400,1,1,,,,,1,1,2,,,,1,230,1,600,1,300,1,35,1
951401,1,2,,,,,1,2,2,2,,,2,,1,1500,1,300,2,,1
951404,,,,,,,2,2,,,,,2,,2,,2,,2,,2
951408,,,,,,,1,1,,,,,2,,1,490,2,,2,,2
951409,,,2,2,,,2,2,2,2,,,2,,1,500,2,,2,,2
951411,,2,,,,,2,2,,,,,2,,1,1100,2,,2,,2
951413,2,,,,,,2,,,,,,2,,2,,2,,2,,2
951435,2,,,,,,1,,,,,,2,,1,400,1,1200,2,,2
951436,2,2,2,,,,2,2,2,,,,2,,1,400,1,120,2,,2
951439,,,,,,,2,2,,,,,2,,1,900,1,140,2,,2
951444,2,2,,,,,2,2,,,,,2,,1,750,2,,2,,2
951450,2,2,,,,,2,2,2,2,2,,2,,1,1100,1,330,2,,2
951458,2,2,,,,,1,1,,,,,1,2100,2,,1,2600,2,,2
951463,1,2,,,,,1,2,2,,,,1,720,1,600,1,300,2,,2
951466,2,2,2,2,,,2,1,2,2,,,2,,1,650,1,250,2,,2
951469,2,1,,,,,1,2,,,,,2,,1,3000,1,2000,2,,2
951473,2,2,2,,,,1,2,2,,,,2,,1,1200,1,350,2,,2
951486,2,,,,,,2,,,,,,2,,1,650,1,450,1,3500,2
951488,2,2,,,,,1,2,,,,,2,,1,350,2,,1,550,2
951489,2,2,2,2,,,2,2,2,2,,,2,,1,800,2,,2,,2
951493,2,2,,,,,1,1,2,2,,,2,,2,,2,,2,,2
951499,2,,,,,,2,,,,,,2,,2,,2,,2,,2
951511,2,2,,,,,2,2,,,,,2,,1,650,2,,2,,2
951533,,2,2,,,,2,2,2,,,,2,,1,300,2,,2,,2
951534,2,2,,,,,2,2,,,,,2,,1,400,1,2500,2,,2
951557,,,,,,,2,,,,,,2,,2,,2,,2,,2
951565,2,2,,,,,2,2,2,,,,2,,1,2000,1,100,2,,2
951566,2,2,,,,,2,2,2,,,,2,,2,,1,110,2,,2
951595,,1,,,,,2,2,,,,,2,,1,400,1,280,2,,2
951597,2,2,2,2,2,,2,2,2,2,2,2,2,,1,900,1,400,1,150,2
951613,2,,,,,,2,2,,,,,2,,1,400,1,80,2,,2
951620,,,,,,,2,,,,,,1,800,2,,2,,2,,2
951621,,,,,,,1,2,,,,,2,,1,800,1,700,2,,2
951622,2,,,,,,1,,,,,,2,,2,,2,,2,,2
951624,,2,,,,,2,2,,,,,2,,2,,2,,2,,2
951627,,,,,,,2,2,,,,,1,5000,1,2000,2,,2,,2
951630,2,2,2,2,,,2,2,2,2,,,2,,1,600,2,,2,,2
951631,2,2,2,2,,,2,1,2,2,,,2,,1,500,2,,2,,2
951633,2,,,,,,2,,,,,,1,500,1,1500,2,,2,,2
951645,2,2,,,,,2,2,,,,,2,,1,1500,2,,2,,2
951649,2,2,,,,,2,2,,,,,2,,1,1500,1,1200,2,,2
951665,1,2,2,,,,1,2,2,,,,2,,1,200,2,,2,,2
951685,2,2,2,2,,,2,2,2,2,,,2,,1,500,2,,2,,2
951700,2,2,,,,,2,2,2,,,,1,450,1,1100,2,,2,,2
951701,2,2,,,,,2,2,2,2,,,1,1000,1,1000,2,,2,,2
951711,1,1,,,,,2,2,2,2,,,2,,1,300,1,1000,2,,2
951712,2,2,,,,,2,2,2,2,,,2,,1,1200,2,,2,,2
951714,2,2,,,,,2,2,2,,,,1,250,1,600,2,,2,,2
951739,1,1,,,,,1,1,2,2,,,1,0,1,800,1,120,2,,2
951748,2,2,,,,,2,2,2,2,,,2,,1,1200,2,,2,,2
951759,1,,,,,,1,,,,,,2,,2,,2,,2,,2
951766,,,,,,,2,,,,,,2,,2,,1,500,2,,2
951773,1,1,,,,,1,1,,,,,1,100,1,1000,1,200,2,,2
951793,2,2,,,,,2,2,2,,,,2,,1,600,2,,2,,2
951799,2,1,,,,,2,2,,,,,1,600,1,1600,1,150,2,,2
951811,2,2,,,,,2,2,,,,,2,,1,1400,2,,2,,2
951812,1,1,1,2,,,1,1,2,2,,,1,2200,1,1500,1,2000,1,2000,2
951814,,2,2,,,,2,2,1,,,,2,,1,800,1,300,2,,2
951818,1,2,2,,,,1,2,2,2,,,1,100,1,300,2,,1,2000,2
951820,2,2,,,,,1,1,,,,,1,0,1,600,1,500,2,,2
951822,2,2,,,,,2,2,2,,,,1,300,1,1000,1,300,2,,2
951842,2,1,2,,,,2,2,2,2,2,2,1,0,1,1000,1,800,2,,2
951847,2,1,1,,,,2,2,2,,,,2,,1,800,1,130,1,210,2
951859,2,2,,,,,2,2,,,,,1,1000,1,5000,1,5000,2,,2
951860,2,2,2,,,,1,2,2,2,,,2,,1,1100,1,150,1,1500,2
951865,2,2,2,2,2,,2,1,2,2,2,,1,2500,1,2000,1,200,1,2000,2
951866,2,2,,,,,1,1,2,2,,,2,,1,500,1,250,2,,2
951870,2,2,,,,,2,2,,,,,2,,1,700,1,200,2,,2
951875,2,2,2,2,,,2,2,2,2,,,2,,1,1500,2,,2,,2
951877,2,,,,,,2,,,,,,2,,1,600,2,,2,,2
951881,2,2,2,2,,,1,2,2,2,2,,2,,1,1200,1,300,1,200,2
951883,1,2,,,,,2,2,2,,,,1,1500,1,500,2,,1,2400,2
951885,2,2,2,2,,,1,1,2,2,,,2,,1,800,2,,2,,2
951886,2,2,2,,,,2,2,2,,,,2,,1,1400,2,,2,,2
951891,,2,,,,,2,2,,,,,1,600,1,1400,2,,2,,2
951892,2,2,,,,,2,2,,,,,2,,1,700,2,,1,10000,2
951893,2,2,2,,,,2,2,2,,,,2,,1,500,2,,2,,2
951895,,2,2,,,,2,2,2,,,,1,1700,1,2500,1,500,1,500,2
951898,2,2,2,,,,2,2,2,2,,,2,,2,,1,5000,2,,2
