NQUEST,ANABIT,GODABIT,UNIPRO,QUOPRO,ANPOSS,PRO1,PRO2,PRO3,PRO4,PRO5,PRO6,PRO7,PRO8,PRO9,POSS1,IMPACQ2,FITTONOP,TFITTONOP,TFITTO,TIPOAFF2,DFITTOM,TFITTOM,PROPRIET2,TFITIMP,RITAFF,SUPAB,ANCOSTR,BAGNI,VALABIT,ASPVALABIT1,ASPVALABIT2,ASPVALABIT3,ASPVALABIT4,ASPVALABIT5,ALTRAB,NALTRAB,ALTRFAB,NALTRFAB,TERAGR,NTERAGR,TERNAGR,NTERNAGR,ANTIC,ANTICIPI,DEBITA1,NDEBITA1,DEBITA2,NDEBITA2,DEBITC,NDEBITC,DEBITD,NDEBITD,DEBITE,NDEBITE,DEBITF,NDEBITF,DEBITG,NDEBITG,CHIFINMUT1,CHIFINCONS1,RITARDO,CREDIT,TCREDIT,DEBIT,TDEBIT,MUTUOR,FMUTRIF,MUTUOE,MUTUORIF,REAPMUT,MUTUOR3,MUTUOE3,REAPMUT3,MUTUORIC,MUTUORIC3,DOCSEZD
922432,1953,1,1,,1953,1,1,0,0,0,0,0,0,0,1,100000,,,,,,,,500,,100,1950,2,250000,20,20,20,20,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
922449,1967,1,1,,1967,1,0,0,0,0,0,0,0,0,3,80000,,,,,,,,400,,90,1960,2,130000,10,30,20,10,30,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
922477,1986,1,1,,1986,1,0,0,0,0,0,0,0,0,1,50000,,,,,,,,700,,150,1960,1,100000,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
922487,2000,1,1,,2000,1,0,0,0,0,0,0,0,0,1,115000,,,,,,,,500,,150,1990,1,115000,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
922516,1961,1,1,,1994,1,0,0,0,0,0,0,0,0,3,80000,,,,,,,,400,,100,1960,2,120000,0,0,50,30,20,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
922517,1975,1,1,,1975,1,1,0,0,0,0,0,0,0,1,200000,,,,,,,,500,,100,1960,2,200000,0,0,40,30,30,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
922521,1992,2,,,,,,,,,,,,,,,,,40,4,2,,4,,2,70,1970,1,70000,20,20,20,20,20,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,1,,2
922524,1980,1,1,,1980,0,1,1,0,0,0,0,0,0,1,120000,,,,,,,,400,,80,1970,2,150000,10,10,40,20,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
922527,1993,2,,,,,,,,,,,,,,,,,85,4,2,,4,,2,90,1960,2,80000,10,10,40,20,20,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,1,,2
922535,1985,1,1,,1980,1,0,0,0,0,0,0,0,0,3,40000,,,,,,,,300,,150,1800,2,90000,5,5,35,35,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,1,2
922536,1962,1,1,,1962,1,0,0,0,0,0,0,0,0,1,20000,,,,,,,,400,,160,1800,2,100000,0,0,40,30,30,2,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
922537,1987,1,1,,2015,1,1,0,0,0,0,0,0,0,3,40000,,,,,,,,500,,110,1930,2,150000,0,0,50,30,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
922563,1987,1,1,,2018,1,0,0,0,0,0,0,0,0,3,22000,,,,,,,,300,,80,1938,2,50000,0,0,50,30,20,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,3,,2,2,,2,,2,,,,,1,1,,,,2
922578,2018,2,,,,1,0,0,0,0,0,0,0,0,,,,,190,1,2,,2,,1,55,1930,1,20000,30,50,20,0,0,1,1,2,,1,1,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,1,2400,1,2,3,1,2,,,,,,2
922581,1974,1,1,,1993,1,0,0,0,0,0,0,0,0,3,35000,,,,,,,,300,,93,1972,1,50000,30,50,20,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,,1,2,2,,2,,1,2,1,,,,,,,,2
922588,1954,1,1,,1986,1,0,0,0,0,0,0,0,0,3,8000,,,,,,,,150,,60,1900,1,40000,20,30,50,0,0,2,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
922589,2000,1,1,,1990,1,0,0,0,0,0,0,0,0,2,30000,,,,,,,,250,,65,1960,1,40000,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
922616,1995,2,,,,,,,,,,,,,,,,,100,4,1,300,4,,2,70,1990,2,100000,10,20,70,0,0,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
922617,1983,1,1,,1983,1,0,0,0,0,0,0,0,0,1,60000,,,,,,,,500,,80,1975,2,200000,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
922622,1980,1,1,,1980,1,1,0,0,0,0,0,0,0,1,70000,,,,,,,,550,,100,1970,2,170000,20,30,50,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
922624,1975,1,1,,1970,0,1,0,0,0,0,0,0,0,3,35000,,,,,,,,450,,75,1945,2,140000,20,30,50,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
922628,1976,1,1,,1976,1,1,0,0,0,0,0,0,0,1,45000,,,,,,,,600,,90,1960,2,160000,20,30,50,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
922629,1987,1,1,,1987,1,1,0,0,0,0,0,0,0,3,40000,,,,,,,,400,,80,1960,1,80000,10,30,40,10,10,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
922636,1996,1,1,,1996,1,0,0,0,0,0,0,0,0,1,130000,,,,,,,,500,,100,1990,2,160000,20,40,40,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
922638,2010,1,1,,2010,0,1,1,0,0,0,0,0,0,3,100000,,,,,,,,500,,100,1975,2,170000,10,40,50,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
922640,2003,1,1,,2003,1,0,0,0,0,0,0,0,0,3,120000,,,,,,,,500,,95,1965,2,150000,20,30,40,10,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
922646,2013,2,,,,1,0,0,0,0,0,0,0,0,,,,,300,1,2,,2,,2,55,1950,1,70000,20,30,50,0,0,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
922648,2014,1,1,,2014,1,1,0,0,0,0,0,0,0,1,110000,,,,,,,,450,,60,1970,1,130000,20,30,50,0,0,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,3,,2,2,,2,,2,,,,,2,,,2,2,2
922651,1982,2,,,,,,,,,,,,,,,,,60,4,2,,4,,1,65,1980,1,150000,20,20,0,30,30,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
922657,2011,2,,,,1,0,0,0,0,0,0,0,0,,,,,60,4,1,150,4,,1,60,1960,1,100000,0,0,50,50,0,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,1,2500,2,,,,,2,,,2,2,2
922661,1968,1,1,,1968,1,0,0,0,0,0,0,0,0,3,50000,,,,,,,,150,,100,1950,2,110000,20,20,30,10,20,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
922671,1980,1,1,,1970,1,0,0,0,0,0,0,0,0,3,50000,,,,,,,,500,,120,1900,2,250000,0,20,30,30,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
922672,1940,1,1,,1970,1,0,0,0,0,0,0,0,0,3,60000,,,,,,,,200,,75,1930,1,100000,10,10,10,50,20,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
922677,1984,1,1,,1984,1,1,0,0,0,0,0,0,0,3,80000,,,,,,,,400,,100,1900,2,110000,0,100,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
922681,1992,1,1,,1992,0,1,0,0,0,0,0,0,0,3,260000,,,,,,,,1000,,100,1900,2,400000,0,0,0,100,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
922692,1960,2,,,,1,0,0,0,0,0,0,0,0,,,,,120,2,1,200,5,,2,80,1959,1,110000,0,20,30,40,10,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
922708,1997,1,1,,1997,1,1,0,0,0,0,0,0,0,1,100000,,,,,,,,450,,95,1995,2,140000,10,20,20,30,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
922714,1999,1,1,,1999,1,0,0,0,0,0,0,0,0,1,70000,,,,,,,,350,,65,1990,2,80000,0,50,50,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
922723,1990,1,1,,1990,1,0,0,0,0,0,0,0,0,1,60000,,,,,,,,300,,80,1985,2,80000,20,40,40,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
922726,1990,1,1,,1990,1,0,0,0,0,0,0,0,0,1,35000,,,,,,,,300,,80,1983,1,50000,10,20,70,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
922752,2014,1,1,,2014,1,0,0,0,0,0,0,0,0,1,40000,,,,,,,,400,,60,1930,1,75000,20,20,25,20,15,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
922763,1989,1,1,,1989,1,1,0,0,0,0,0,0,0,1,50000,,,,,,,,700,,90,1985,2,180000,10,10,30,25,25,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
922803,1990,2,,,,,,,,,,,,,,,,,86,4,2,,4,,2,90,1960,2,70000,10,20,30,40,0,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
922805,1994,2,,,,,,,,,,,,,,,,,60,4,2,,4,,1,65,1960,1,50000,20,25,15,25,15,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
922814,1973,4,,,,,,,,,,,,,,,,,,,,,1,350,,80,1960,2,180000,0,0,40,60,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,1,2,3,1,2,,,,,,2
922816,1990,1,1,,1990,0,1,1,0,0,0,0,0,0,3,30000,,,,,,,,200,,60,1950,1,150000,20,30,50,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
922821,1970,1,1,,1968,1,0,0,0,0,0,0,0,0,3,25000,,,,,,,,300,,55,1950,1,150000,20,20,20,20,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
922846,1985,1,1,,1985,1,1,0,0,0,0,0,0,0,1,60000,,,,,,,,600,,106,1983,2,220000,0,0,20,30,50,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,,1,2,2,,2,,2,,,,,2,,,2,2,2
922875,2005,1,1,,2004,1,0,0,0,0,0,0,0,0,1,130000,,,,,,,,700,,100,2000,2,260000,0,0,100,0,0,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
922888,2012,1,1,,2012,0,1,0,0,0,0,0,0,0,3,60000,,,,,,,,150,,90,1900,2,110000,0,0,0,60,40,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
922891,1976,2,,,,1,0,0,0,0,0,0,0,0,,,,,450,2,2,,2,,2,85,1960,1,150000,0,0,0,50,50,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
922892,1994,2,,,,,,,,,,,,,,,,,60,4,2,,4,,1,60,1960,2,65000,0,0,0,100,0,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
922894,1996,2,,,,,,,,,,,,,,,,,500,2,2,,2,,2,90,1960,1,200000,0,0,100,0,0,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
922898,1972,1,1,,1971,1,0,0,0,0,0,0,0,0,3,55000,,,,,,,,600,,110,1800,2,165000,0,0,0,80,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
922903,1968,1,1,,1968,1,0,0,0,0,0,0,0,0,2,50000,,,,,,,,500,,100,1968,2,180000,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
922905,2020,1,1,,2020,1,1,0,0,0,0,0,0,0,1,100000,,,,,,,,400,,85,1950,2,100000,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
922935,1993,1,2,33,1990,1,0,0,0,0,0,0,0,0,1,100000,2,,,,,,,450,,100,1990,2,150000,20,20,20,20,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
922985,2019,2,,,,1,0,0,0,0,0,0,0,0,,,,,25,4,1,100,4,,2,72,1970,1,150000,0,0,50,50,0,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
922994,1991,1,2,50,1991,1,0,0,0,0,0,0,0,0,1,110000,2,,,,,,,400,,100,1990,2,150000,0,0,100,0,0,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
922999,1985,1,1,,1985,1,1,0,0,0,0,0,0,0,1,55000,,,,,,,,500,,110,1980,2,150000,0,10,80,10,0,1,2,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
923002,2000,1,1,,1985,1,0,0,0,0,0,0,0,0,5,100000,,,,,,,,800,,130,1985,2,150000,0,0,70,30,0,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
923012,1990,1,1,,1990,1,0,0,0,0,0,0,0,0,3,35000,,,,,,,,1000,,150,1985,2,450000,0,0,100,0,0,2,,1,1,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
923226,1994,2,,,,1,0,0,0,0,0,0,0,0,,,,,400,3,2,,2,,2,100,1988,2,150000,10,20,50,10,10,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,1,2,1,,,,,,,,2
923310,2018,2,,,,,,,,,,,,,,,,,300,1,2,,2,,1,55,1950,1,60000,0,0,60,20,20,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,1,2,3,3,2,,,,,,2
923350,2011,1,1,,2011,1,0,0,0,0,0,0,0,0,3,300000,,,,,,,,1000,,300,1960,2,300000,0,0,0,100,0,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,1,1,,2,2,2
923351,1974,1,1,,1974,1,0,0,0,0,0,0,0,0,1,7000,,,,,,,,500,,110,1972,2,200000,0,0,0,50,50,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
923354,1979,1,2,50,1994,1,0,0,0,0,0,0,0,0,5,100000,2,,,,,,,1600,,200,1974,2,600000,0,0,0,100,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
923399,1992,1,1,,1989,1,0,0,0,0,0,0,0,0,1,35000,,,,,,,,400,,96,1976,1,100000,25,15,20,20,20,2,,2,,1,2,1,2,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
923416,1998,1,1,,2017,1,1,0,0,0,0,0,0,0,1,140000,,,,,,,,500,,130,1976,2,150000,15,15,20,25,25,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
923422,2011,1,1,,2011,1,0,0,0,0,0,0,0,0,3,50000,,,,,,,,450,,90,1950,2,120000,5,5,70,10,10,2,,2,,2,,2,,2,,1,1,2,,2,,1,1,2,,2,,2,,1,1,1,2,,2,,2,,,,,2,,,2,2,2
923436,2001,1,1,,2001,1,0,0,0,0,0,0,0,0,1,52000,,,,,,,,400,,42,2001,1,80000,100,0,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
923437,2014,2,,,,1,0,0,0,0,0,0,0,0,,,,,80,4,1,300,4,,2,90,1970,1,90000,0,0,100,0,0,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
923438,2015,2,,,,,,,,,,,,,,,,,500,1,2,,2,,2,96,2005,2,500000,20,20,20,20,20,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
923441,1985,1,1,,1985,1,0,0,0,0,0,0,0,0,1,150000,,,,,,,,600,,130,1983,2,140000,0,100,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
923442,1984,1,1,,1984,1,1,0,0,0,0,0,0,0,1,150000,,,,,,,,600,,110,1965,2,200000,0,0,20,40,40,1,2,2,,1,1,2,,2,,2,,1,1,2,,2,,2,,2,,2,,3,,2,2,,2,,2,,,,,1,1,,2,2,2
923443,1998,1,1,,1996,1,1,0,0,0,0,0,0,0,1,40000,,,,,,,,500,,110,1980,2,130000,0,0,50,30,20,1,2,2,,1,1,2,,2,,2,,2,,2,,1,2,2,,2,,2,,,1,2,2,,2,,2,,,,,2,,,2,2,2
923444,1965,5,,,,1,0,0,0,0,0,0,0,0,,,,,,,,,1,400,,80,1950,1,60000,0,100,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,1,1,2,,,1,2,2,,2,,2,,,,,2,,,2,2,2
923446,1961,1,1,,1961,1,1,0,0,0,0,0,0,0,3,30000,,,,,,,,300,,100,1930,1,100000,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
923447,1988,1,1,,1988,1,1,0,0,0,0,0,0,0,3,100000,,,,,,,,300,,90,1800,1,100000,0,100,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
923490,1958,1,1,,1958,1,0,0,0,0,0,0,0,0,3,30000,,,,,,,,200,,60,1920,2,50000,15,40,10,5,30,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
923491,1997,1,1,,1996,1,0,0,0,0,0,0,0,0,5,20000,,,,,,,,150,,100,1996,2,100000,25,25,20,15,15,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
923497,2011,1,1,,2011,1,0,0,0,0,0,0,0,0,1,25000,,,,,,,,150,,70,1960,2,30000,30,10,20,20,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
923530,1996,1,1,,1996,1,0,0,0,0,0,0,0,0,1,200000,,,,,,,,50,,100,1995,1,60000,15,15,15,40,15,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,1,1,,,,2
923532,1999,1,1,,1999,1,0,0,0,0,0,0,0,0,3,15000,,,,,,,,300,,150,1980,2,150000,10,30,10,30,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
923533,1975,1,1,,1985,1,1,0,0,0,0,0,0,0,1,15000,,,,,,,,200,,70,1885,1,40000,15,15,50,10,10,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
923535,2015,1,1,,2003,0,1,0,0,0,0,0,0,0,5,250000,,,,,,,,400,,300,2003,2,200000,15,15,20,25,25,1,2,1,8,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
923541,1998,3,1,,2010,0,1,0,0,0,0,0,0,0,1,100000,,,,,,,,400,,110,1964,1,200000,15,15,10,10,50,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
923574,2013,5,,,,,,,,,,,,,,,,,,,,,1,500,,100,1960,2,200000,20,20,20,20,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
923577,1980,1,1,,1980,1,0,0,0,0,0,0,0,0,1,100000,,,,,,,,500,,85,1980,2,120000,10,20,10,40,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
923578,1977,1,2,60,1977,1,0,0,0,0,0,0,0,0,5,12000,2,,,,,,,700,,120,1977,2,120000,60,40,0,0,0,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
923580,2001,1,1,,2001,1,0,0,0,0,0,0,0,0,1,200000,,,,,,,,900,,100,1980,2,250000,20,20,10,30,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
923583,1967,1,1,,1967,1,0,0,0,0,0,0,0,0,2,5000,,,,,,,,500,,100,1962,1,120000,20,10,20,30,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
923588,1997,1,1,,1997,1,0,0,0,0,0,0,0,0,5,85000,,,,,,,,500,,80,1985,2,140000,10,5,20,50,15,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,1,2,1,,,,,,,,2
923630,2015,2,,,,,,,,,,,,,,,,,150,3,1,250,2,,1,30,2000,1,25000,20,10,10,50,10,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,1,2,3,1,2,,,,,,2
923640,2010,5,,,,1,0,0,0,0,0,0,0,0,,,,,,,,,4,200,,50,1990,1,40000,20,10,30,20,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,,2,2,2,,1,500,2,,,,,2,,,2,2,2
923646,1980,1,1,,1980,1,1,0,0,0,0,0,0,0,1,50000,,,,,,,,300,,65,1975,1,50000,20,20,30,20,10,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,,3,2,2,,2,,2,,,,,2,,,2,2,2
923655,1985,1,1,,1985,0,1,0,0,0,0,0,0,0,3,40000,,,,,,,,300,,55,1960,1,40000,20,10,30,20,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
923664,1965,1,1,,1965,1,0,0,0,0,0,0,0,0,1,20000,,,,,,,,400,,90,1964,1,120000,30,20,10,20,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
923739,2005,5,,,,1,0,0,0,0,0,0,0,0,,,,,,,,,1,150,,25,1970,1,40000,30,20,20,15,15,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
923805,1983,1,1,,1983,1,0,0,0,0,0,0,0,0,5,100000,,,,,,,,800,,150,1983,2,200000,20,50,10,10,10,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
923809,1999,2,,,,,,,,,,,,,,,,,120,4,1,300,4,,2,70,1990,1,40000,100,0,0,0,0,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
923811,1975,1,1,,1975,1,0,0,0,0,0,0,0,0,5,3000,,,,,,,,500,,80,1975,1,50000,10,30,30,10,20,1,1,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
923859,1983,1,1,,1982,1,1,0,0,0,0,0,0,0,5,100000,,,,,,,,500,,180,1982,2,250000,0,0,100,0,0,1,1,1,1,1,1,2,,2,,1,1,2,,2,,2,,2,,2,,2,,1,,2,2,,2,,2,,,,,2,,,2,2,2
923887,1990,5,,,,,,,,,,,,,,,,,,,,,1,400,,100,1950,2,130000,0,0,40,40,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
923888,1983,1,1,,1983,1,1,0,0,0,0,0,0,0,1,120000,,,,,,,,400,,110,1980,2,130000,0,20,60,10,10,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
923891,1994,1,1,,1994,1,0,0,0,0,0,0,0,0,1,65000,,,,,,,,300,,95,1980,1,70000,10,10,60,20,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
