NQUEST,ANABIT,GODABIT,UNIPRO,QUOPRO,ANPOSS,PRO1,PRO2,PRO3,PRO4,PRO5,PRO6,PRO7,PRO8,PRO9,POSS1,IMPACQ2,FITTONOP,TFITTONOP,TFITTO,TIPOAFF2,DFITTOM,TFITTOM,PROPRIET2,TFITIMP,RITAFF,SUPAB,ANCOSTR,BAGNI,VALABIT,ASPVALABIT1,ASPVALABIT2,ASPVALABIT3,ASPVALABIT4,ASPVALABIT5,ALTRAB,NALTRAB,ALTRFAB,NALTRFAB,TERAGR,NTERAGR,TERNAGR,NTERNAGR,ANTIC,ANTICIPI,DEBITA1,NDEBITA1,DEBITA2,NDEBITA2,DEBITC,NDEBITC,DEBITD,NDEBITD,DEBITE,NDEBITE,DEBITF,NDEBITF,DEBITG,NDEBITG,CHIFINMUT1,CHIFINCONS1,RITARDO,CREDIT,TCREDIT,DEBIT,TDEBIT,MUTUOR,FMUTRIF,MUTUOE,MUTUORIF,REAPMUT,MUTUOR3,MUTUOE3,REAPMUT3,MUTUORIC,MUTUORIC3,DOCSEZD
855268,1994,1,1,,1994,0,1,0,0,0,0,0,0,0,3,40000,,,,,,,,400,,140,1993,2,100000,0,50,50,0,0,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,1,,2
855295,1964,1,1,,1964,1,0,0,0,0,0,0,0,0,1,7500,,,,,,,,400,,80,1964,1,150000,10,20,20,30,20,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
855344,2002,1,1,,2002,1,0,0,0,0,0,0,0,0,3,100000,,,,,,,,500,,80,1930,1,180000,0,0,100,0,0,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
855371,1975,1,1,,1975,1,1,0,0,0,0,0,0,0,1,6000,,,,,,,,500,,95,1974,1,90000,0,0,100,0,0,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
855376,1994,1,1,,1995,1,1,0,0,0,0,0,0,0,1,135000,,,,,,,,600,,160,1994,2,150000,0,0,100,0,0,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
855417,2011,2,,,,,,,,,,,,,,,,,400,1,2,,2,,2,65,1940,1,100000,0,0,100,0,0,1,1,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
855534,1965,1,1,,1964,1,1,0,0,0,0,0,0,0,2,15000,,,,,,,,350,,130,1950,1,70000,0,10,60,30,0,2,,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
855790,1984,1,1,,1984,1,0,0,0,0,0,0,0,0,1,20000,,,,,,,,550,,110,1980,2,130000,0,0,100,0,0,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,1,,2,2,,2,,2,,,,,2,,,2,2,2
855792,1980,1,1,,1980,0,1,0,0,0,0,0,0,0,1,40000,,,,,,,,350,,100,1970,2,100000,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
855809,1977,4,,,,,,,,,,,,,,,,,,,,,1,450,,100,1960,1,90000,0,0,0,100,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
855839,2004,1,1,,2004,1,1,0,0,0,0,0,0,0,1,175000,,,,,,,,1000,,110,1975,1,200000,5,10,70,10,5,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,3,,2,2,,2,,2,,,,,2,,,2,2,2
856128,1978,1,1,,1981,1,1,0,0,0,0,0,0,0,3,15000,,,,,,,,400,,110,1957,2,150000,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
856150,1964,1,1,,1950,1,1,0,0,0,0,0,0,0,3,5000,,,,,,,,300,,80,1950,1,70000,0,100,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
856177,1994,1,1,,1993,1,1,0,0,0,0,0,0,0,5,100000,,,,,,,,1000,,200,1993,2,500000,15,25,50,5,5,1,4,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,1
856297,1974,1,1,,1999,1,0,0,0,0,0,0,0,0,4,200000,,,,,,,,700,,140,1971,2,200000,10,40,50,0,0,1,1,2,,1,1,2,,2,,2,,2,,1,1,1,1,2,,2,,2,,,1,2,2,,2,,2,,,,,2,,,2,2,2
856327,2000,1,1,,2009,1,0,0,0,0,0,0,0,0,3,80000,,,,,,,,300,,72,1950,1,90000,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
856674,1960,1,1,,1960,1,0,0,0,0,0,0,0,0,1,7500,,,,,,,,1800,,170,1960,2,400000,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
856759,2004,1,1,,2004,1,0,0,0,0,0,0,0,0,1,120000,,,,,,,,600,,50,2004,1,180000,0,7,50,40,3,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
856963,1975,1,1,,1975,1,0,0,0,0,0,0,0,0,1,5000,,,,,,,,300,,70,1970,1,50000,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
857044,1984,1,1,,1984,1,0,0,0,0,0,0,0,0,3,10000,,,,,,,,300,,60,1942,1,70000,0,100,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
857107,1986,1,1,,2012,1,1,0,0,0,0,0,0,0,1,115000,,,,,,,,300,,120,1970,2,100000,0,100,0,0,0,1,2,2,,1,1,2,,2,,1,1,2,,2,,2,,2,,2,,2,,3,,2,2,,2,,2,,,,,2,,,2,2,2
857273,1997,1,1,,2017,1,0,0,0,0,0,0,0,0,3,200000,,,,,,,,500,,200,1966,2,200000,0,0,100,0,0,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
857398,1993,1,1,,1994,1,1,0,0,0,0,0,0,0,1,100000,,,,,,,,600,,180,1993,2,200000,100,0,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
857466,1990,1,1,,1985,1,0,0,0,0,0,0,0,0,1,100000,,,,,,,,200,,200,1980,2,200000,10,10,20,20,40,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
857467,2000,1,1,,2000,1,1,0,0,0,0,0,0,0,1,30000,,,,,,,,100,,80,1900,1,100000,10,20,20,25,25,1,1,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
857621,1998,1,1,,2000,0,1,0,0,0,0,0,0,0,1,50000,,,,,,,,300,,70,1950,1,75000,0,0,10,90,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
857670,1984,1,1,,1984,1,0,0,0,0,0,0,0,0,1,15000,,,,,,,,350,,32,1935,1,30000,0,0,90,10,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
857718,1943,1,1,,1943,1,0,0,0,0,0,0,0,0,3,40000,,,,,,,,600,,90,1921,1,220000,15,20,15,20,30,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
858214,2014,2,,,,,,,,,,,,,,,,,180,4,2,,4,,1,80,1975,1,65000,0,0,100,0,0,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,1,2500,2,,1,2,3,1,2,,,,,,2
858474,1965,2,,,,1,0,0,0,0,0,0,0,0,,,,,700,1,2,,2,,2,95,1960,1,350000,30,40,30,0,0,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
858481,1965,1,1,,1965,1,0,0,0,0,0,0,0,0,5,15000,,,,,,,,550,,150,1965,2,500000,0,100,0,0,0,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
858534,2003,1,1,,2003,1,0,0,0,0,0,0,0,0,1,80000,,,,,,,,500,,120,1732,2,170000,0,0,100,0,0,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,1,,2,2,,2,,2,,,,,2,,,2,2,2
858712,1996,1,1,,1994,1,1,0,0,0,0,0,0,0,5,50000,,,,,,,,250,,100,1994,2,90000,30,30,40,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
859360,2007,1,1,,2007,1,1,0,0,0,0,0,0,0,1,60000,,,,,,,,300,,80,1980,1,90000,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
859449,1982,1,1,,1982,1,1,0,0,0,0,0,0,0,5,75000,,,,,,,,900,,120,1982,2,200000,1,1,98,0,0,1,1,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
859459,1990,1,1,,1986,1,1,0,0,0,0,0,0,0,5,250000,,,,,,,,1000,,130,1986,2,500000,10,30,60,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
859507,1996,1,1,,1996,1,1,0,0,0,0,0,0,0,1,90000,,,,,,,,380,,53,1960,1,100000,15,15,20,30,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
859573,2005,2,,,,,,,,,,,,,,,,,300,2,2,,2,,2,80,1970,1,75000,30,40,30,0,0,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
859592,1984,1,1,,1981,0,1,0,0,0,0,0,0,0,3,150000,,,,,,,,500,,300,1970,2,200000,10,15,55,10,10,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
859616,2017,1,1,,2017,1,0,0,0,0,0,0,0,0,1,200000,,,,,,,,700,,170,1995,2,200000,20,30,40,5,5,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
859696,1970,1,1,,1970,1,0,0,0,0,0,0,0,0,3,70000,,,,,,,,200,,100,1965,1,70000,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
859908,2010,2,,,,1,0,0,0,0,0,0,0,0,,,,,250,4,1,600,4,,2,75,1940,1,200000,0,100,0,0,0,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
859920,2012,2,,,,,,,,,,,,,,,,,350,4,2,,4,,2,70,1990,1,150000,100,0,0,0,0,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
860095,1999,1,1,,1999,1,0,0,0,0,0,0,0,0,1,115000,,,,,,,,900,,60,1960,1,280000,0,100,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
860127,2015,1,1,,2015,1,0,0,0,0,0,0,0,0,1,480000,,,,,,,,1300,,100,2002,2,600000,0,0,20,60,20,1,12,1,1,2,,2,,2,,1,1,1,2,2,,2,,2,,2,,2,,3,,2,2,,2,,1,1,1,,,,,,,,1
860353,2009,1,1,,2009,1,1,0,0,0,0,0,0,0,1,50000,,,,,,,,500,,120,2005,2,100000,0,0,0,100,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
860381,2000,1,1,,2000,1,1,0,0,0,0,0,0,0,2,45000,,,,,,,,400,,90,1899,1,100000,0,0,100,0,0,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
860573,1998,1,1,,1997,1,1,0,0,0,0,0,0,0,1,110000,,,,,,,,500,,140,1966,2,170000,40,20,20,10,10,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,1
860688,1979,1,1,,1985,1,1,0,0,0,0,0,0,0,3,40000,,,,,,,,450,,100,1900,1,100000,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
860704,1996,1,1,,2017,0,1,0,0,0,0,0,0,0,2,200000,,,,,,,,850,,80,1964,1,215000,0,0,65,35,0,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,,3,2,2,,2,,2,,,,,2,,,2,1,2
860757,2010,2,,,,,,,,,,,,,,,,,400,3,2,,2,,2,110,2005,1,100000,10,10,70,5,5,2,,2,,1,1,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,1,200000,2,,,,,2,,,2,2,2
860780,2020,1,1,,2019,1,1,0,0,0,0,0,0,0,5,150000,,,,,,,,300,,100,2019,1,150000,20,20,20,20,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
860783,1989,2,,,,1,0,0,0,0,0,0,0,0,,,,,36,4,1,150,4,,2,70,1985,1,40000,10,10,70,10,0,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
860799,1992,1,1,,2004,0,0,1,1,0,0,0,0,0,1,350000,,,,,,,,1500,,300,1916,2,400000,0,20,60,20,0,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,1,1,3,3,2,,,,,,2
860900,1988,5,,,,,,,,,,,,,,,,,,,,,1,400,,80,1960,1,120000,20,40,20,10,10,2,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,1
860929,1966,1,1,,1966,1,0,0,0,0,0,0,0,0,1,9000,,,,,,,,700,,90,1930,1,180000,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
860940,1978,1,1,,1978,1,0,0,0,0,0,0,0,0,1,21000,,,,,,,,600,,110,1976,2,300000,0,0,100,0,0,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,3,,2,2,,2,,2,,,,,2,,,2,2,2
860985,1983,1,1,,1983,1,1,0,0,0,0,0,0,0,3,120000,,,,,,,,800,,240,1950,2,250000,0,0,100,0,0,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
861061,2018,1,1,,2017,1,1,0,0,0,0,0,0,0,1,300000,,,,,,,,1000,,140,1995,2,300000,0,0,0,100,0,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
861065,1973,1,1,,1982,1,1,0,0,0,0,0,0,0,1,100000,,,,,,,,1000,,100,1958,1,300000,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
861471,1964,1,1,,2020,1,0,0,0,0,0,0,0,0,3,120000,,,,,,,,600,,115,1964,1,120000,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
861502,1966,1,1,,1966,1,0,0,0,0,0,0,0,0,1,5000,,,,,,,,600,,80,1966,1,150000,5,5,50,20,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
861581,1992,2,,,,,,,,,,,,,,,,,500,1,1,500,2,,2,80,1970,1,150000,0,10,30,40,20,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
861584,1987,1,1,,1984,1,1,0,0,0,0,0,0,0,1,50000,,,,,,,,600,,150,1980,2,250000,10,30,60,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
861954,1990,1,1,,2005,1,0,0,0,0,0,0,0,0,3,100000,,,,,,,,300,,110,1979,2,300000,20,30,50,0,0,1,1,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
861992,1992,1,1,,1989,1,0,0,0,0,0,0,0,0,1,13000,,,,,,,,500,,60,1800,1,120000,0,0,100,0,0,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
862003,1967,1,1,,1966,1,0,0,0,0,0,0,0,0,5,25000,,,,,,,,500,,120,1966,2,250000,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
862146,1990,1,1,,1990,1,1,0,0,0,0,0,0,0,3,60000,,,,,,,,300,,90,1800,2,110000,30,50,0,20,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
862150,2008,1,1,,2007,1,0,0,0,0,0,0,0,0,3,150000,,,,,,,,600,,120,1900,2,250000,0,0,0,100,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
862168,2013,1,1,,2013,1,0,0,0,0,0,0,0,0,3,100000,,,,,,,,500,,75,2012,2,250000,0,100,0,0,0,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
862302,1981,1,1,,1980,1,1,0,0,0,0,0,0,0,1,60000,,,,,,,,350,,90,1950,2,140000,0,10,30,60,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,,1,2,2,,2,,2,,,,,2,,,2,2,2
862314,1973,1,1,,1973,1,1,0,0,0,0,0,0,0,1,80000,,,,,,,,600,,125,1970,2,200000,0,100,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,,1,2,2,,2,,1,2,1,,,,,,,,2
862358,1985,2,,,,,,,,,,,,,,,,,52,4,1,300,4,,2,70,1980,1,40000,0,0,100,0,0,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
862416,1983,1,1,,2017,1,0,0,0,0,0,0,0,0,3,60000,,,,,,,,600,,100,1982,1,100000,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
862455,2018,1,1,,1996,1,0,0,0,0,0,0,0,0,1,100000,,,,,,,,800,,160,1995,2,250000,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
862462,2000,1,1,,2000,0,1,0,0,0,0,0,0,0,4,70000,,,,,,,,400,,100,1980,2,170000,0,20,40,40,0,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,,1,2,2,,2,,2,,,,,1,1,,,,2
862466,2008,5,,,,,,,,,,,,,,,,,,,,,1,300,,80,1960,1,100000,0,0,0,100,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
862583,1998,1,1,,1998,1,0,0,0,0,0,0,0,0,1,60000,,,,,,,,400,,90,1990,1,80000,0,0,100,0,0,1,2,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,,2,2,2,,2,,2,,,,,1,1,,,,1
862590,2011,1,1,,2011,1,1,0,0,0,0,0,0,0,5,400000,,,,,,,,1200,,110,2011,2,600000,0,0,100,0,0,2,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
862604,1995,1,1,,1995,1,0,0,0,0,0,0,0,0,3,100000,,,,,,,,600,,130,1700,1,300000,0,0,100,0,0,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
862789,2010,2,,,,,,,,,,,,,,,,,500,2,2,,2,,1,70,1971,1,100000,0,0,100,0,0,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
862826,2004,5,,,,1,0,0,0,0,0,0,0,0,,,,,,,,,2,450,,86,1963,1,65000,0,10,80,10,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
862853,1987,1,1,,1995,1,0,0,0,0,0,0,0,0,3,100000,,,,,,,,600,,120,1963,2,280000,0,0,0,50,50,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
862877,1975,1,1,,1975,1,0,0,0,0,0,0,0,0,1,120000,,,,,,,,500,,70,1975,1,140000,20,20,30,10,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
862939,1978,1,1,,1978,1,0,0,0,0,0,0,0,0,1,102000,,,,,,,,1500,,300,1900,2,900000,30,20,40,10,0,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
863223,1980,1,1,,1980,1,1,0,0,0,0,0,0,0,1,32000,,,,,,,,200,,100,1978,1,90000,20,30,30,10,10,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
863308,1995,1,1,,1992,1,0,0,0,0,0,0,0,0,1,125000,,,,,,,,700,,130,1950,2,350000,0,0,30,70,0,1,2,2,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,1
863331,1985,1,1,,1985,1,1,0,0,0,0,0,0,0,1,35000,,,,,,,,500,,55,1900,1,110000,0,0,50,50,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
863333,2013,2,,,,,,,,,,,,,,,,,500,1,2,,2,,2,75,1970,2,130000,0,60,40,0,0,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
863387,1981,1,1,,1981,0,1,0,0,0,0,0,0,0,5,320000,,,,,,,,800,,198,1981,2,230000,5,0,10,80,5,1,2,2,,2,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
863402,1983,1,1,,2009,1,0,0,0,0,0,0,0,0,3,10000,,,,,,,,500,,100,1960,1,100000,0,0,50,50,0,1,2,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,,1,2,2,,2,,2,,,,,1,1,,,,2
863430,1967,1,1,,1950,1,0,0,0,0,0,0,0,0,3,100000,,,,,,,,800,,120,1950,2,450000,20,20,20,20,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
863458,1983,1,1,,1983,1,0,0,0,0,0,0,0,0,3,150000,,,,,,,,500,,90,1980,2,200000,20,20,20,20,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
863575,1965,1,2,25,1995,1,0,0,0,0,0,0,0,0,3,55000,2,,,,,,,400,,100,1910,2,90000,0,0,100,0,0,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
863673,1992,1,1,,1970,0,1,0,0,0,0,0,0,0,3,30000,,,,,,,,2000,,300,1970,2,450000,0,0,100,0,0,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
864120,2001,1,1,,2001,1,1,0,0,0,0,0,0,0,1,200000,,,,,,,,650,,110,1995,2,170000,0,0,80,20,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
864133,2004,1,1,,2004,1,1,0,0,0,0,0,0,0,5,650000,,,,,,,,850,,200,2004,2,550000,0,0,100,0,0,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
864754,1985,2,,,,,,,,,,,,,,,,,50,4,2,,4,,2,100,1958,1,200000,10,10,80,0,0,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
864809,1990,1,1,,1990,1,1,0,0,0,0,0,0,0,1,90000,,,,,,,,500,,110,1989,2,150000,0,90,10,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
865481,2020,2,,,,,,,,,,,,,,,,,300,2,2,,2,,2,80,1960,2,150000,0,0,0,90,10,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
865483,2013,2,,,,,,,,,,,,,,,,,320,2,2,,2,,2,100,1970,2,250000,0,0,0,100,0,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
865491,1990,1,1,,1987,0,0,1,0,0,0,0,0,0,3,50000,,,,,,,,250,,100,1950,2,160000,0,0,0,100,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,1,2000,2,,,,,2,,,2,2,2
865494,1990,1,1,,1990,0,1,0,0,0,0,0,0,0,3,60000,,,,,,,,300,,100,1960,2,160000,20,30,50,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
865498,1988,1,1,,1950,0,0,1,0,0,0,0,0,0,3,50000,,,,,,,,350,,100,1950,2,200000,10,20,30,40,0,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
865500,1991,1,1,,1991,1,1,0,0,0,0,0,0,0,3,80000,,,,,,,,150,,80,1950,2,110000,0,0,30,40,30,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2
