NQUEST,RCDOM,RCDOMAN,RCACC,RCPATTOA,RCPATTOB,RCMES19,RCAMM19,RCMES20,RCAMM20,RCANNI,RCANNI1,MISCOVID3,MISCOVIDV3,MISCOVID4,MISCOVIDV4,MISCOVID5,MISCOVIDV5,VARRED,VARREDA,VARREDB,VARREDCOME1,VARREDCOME2,VARREDCOME3,VARREDCOME4,VARREDCOME5,VARREDCOME6,VARREDFINE,VARREDFINEA,VARREDFINEB,ASPRED,IMPCOVID1,IMPCOVID2,IMPCOVID3,IMPCOVID4,DOCSEZB
952850,2,,,,,,,,,1,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
952865,2,,,,,,,,,5,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
952871,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,3,2,2,2,2,2
952909,2,,,,,,,,,2,,2,,2,,2,,1,30000,,,,,,,,2,,,1,2,2,2,1,2
952917,2,,,,,,,,,1,,2,,2,,1,500,2,,,,,,,,,2,,,2,2,2,2,2,2
952933,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,3,,15000,1,2,2,2,2,2
952955,3,,,,,,,,,,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
952960,2,,,,,,,,,,1,2,,1,400,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
952968,2,,,,,,,,,0,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
952969,2,,,,,,,,,,1,2,,,,2,,2,,,,,,,,,3,,1500,2,2,2,2,2,2
952974,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
952978,3,,,,,,,,,,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
952983,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
952987,2,,,,,,,,,1,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
952988,2,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
952991,3,,,,,,,,,,,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
952993,2,,,,,,,,,,1,2,,,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
952996,3,,,,,,,,,,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
952997,3,,,,,,,,,,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
952999,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
953010,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
953011,2,,,,,,,,,5,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
953013,2,,,,,,,,,1,,2,,2,,2,,3,,20000,2,2,2,2,2,2,2,,,2,2,2,2,2,2
953015,2,,,,,,,,,6,,2,,2,,2,,2,,,,,,,,,2,,,3,2,2,2,2,2
953016,2,,,,,,,,,0,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
953018,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
953021,2,,,,,,,,,0,,2,,2,,2,,3,,10000,1,2,2,2,2,1,3,,8000,1,2,1,1,2,2
953028,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
953030,2,,,,,,,,,,1,2,,2,,2,,3,,10000,2,2,2,2,2,2,2,,,2,2,2,2,2,2
953034,2,,,,,,,,,10,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
953037,3,,,,,,,,,,,2,,,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
953042,2,,,,,,,,,1,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,1
953044,2,,,,,,,,,5,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
953050,3,,,,,,,,,,,2,,,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
953051,3,,,,,,,,,,,2,,,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
953052,2,,,,,,,,,1,,2,,,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
953053,2,,,,,,,,,5,,2,,2,,2,,3,,10000,2,2,2,1,2,2,3,,10000,2,2,2,2,2,2
953057,2,,,,,,,,,,1,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
953071,2,,,,,,,,,0,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
953075,2,,,,,,,,,,1,2,,,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
953078,3,,,,,,,,,,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
953079,2,,,,,,,,,,1,2,,,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
953080,2,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
953083,2,,,,,,,,,1,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
953088,2,,,,,,,,,3,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
953090,2,,,,,,,,,5,,2,,2,,1,500,2,,,,,,,,,2,,,2,2,2,2,2,2
953093,3,,,,,,,,,,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
953096,2,,,,,,,,,0,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
953099,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
953103,2,,,,,,,,,10,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
953105,2,,,,,,,,,4,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
953112,3,,,,,,,,,,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
953114,2,,,,,,,,,5,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
953116,2,,,,,,,,,5,,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
953133,2,,,,,,,,,3,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
953134,2,,,,,,,,,5,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,1,2,2
953137,2,,,,,,,,,7,,2,,2,,2,,3,,1500,2,2,2,2,2,1,2,,,2,1,2,1,2,2
953150,2,,,,,,,,,4,,2,,,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
953161,2,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
953172,2,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
953173,2,,,,,,,,,,1,2,,2,,1,900,2,,,,,,,,,2,,,1,2,2,2,2,1
953179,2,,,,,,,,,2,,2,,2,,2,,3,,500000,1,1,1,1,2,1,3,,250000,1,2,1,1,2,2
953185,2,,,,,,,,,,1,2,,2,,2,,3,,4000,1,1,2,1,1,1,3,,13000,4,2,2,1,2,2
953200,2,,,,,,,,,,1,2,,2,,2,,3,,40000,2,2,2,1,1,1,3,,30000,1,2,1,1,2,2
953202,2,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
953203,2,,,,,,,,,2,,2,,2,,2,,4,,,,,,,,,5,,,5,1,2,2,2,2
953205,2,,,,,,,,,,1,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
953211,2,,,,,,,,,3,,2,,2,,2,,3,,15000,2,2,2,2,2,1,2,,,2,2,2,2,2,2
953216,2,,,,,,,,,0,,2,,2,,1,385,2,,,,,,,,,2,,,1,2,2,2,2,2
953220,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
953222,2,,,,,,,,,,1,2,,2,,2,,3,,20000,1,2,2,2,2,2,2,,,1,2,2,1,2,2
953224,2,,,,,,,,,10,,2,,2,,2,,3,,10000,2,1,2,2,2,1,2,,,1,2,1,2,2,1
953225,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
953227,2,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
953230,2,,,,,,,,,2,,2,,2,,2,,3,,2000,2,2,2,1,2,1,2,,,1,2,2,1,2,2
953232,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
953257,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
953268,2,,,,,,,,,4,,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
953279,2,,,,,,,,,1,,2,,2,,2,,2,,,,,,,,,3,,1000,1,2,2,1,2,2
953280,2,,,,,,,,,0,,2,,2,,1,500,2,,,,,,,,,2,,,2,2,2,1,2,2
953286,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
953287,2,,,,,,,,,3,,2,,,,2,,3,,20000,2,2,2,1,2,2,3,,10000,2,2,2,1,2,2
953292,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
953296,2,,,,,,,,,3,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
953304,2,,,,,,,,,1,,2,,2,,2,,3,,10000,2,2,2,2,2,2,2,,,1,2,2,2,2,1
953306,2,,,,,,,,,,1,2,,2,,2,,3,,4500,2,2,2,2,2,2,3,,8000,1,2,2,1,2,2
953315,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
953320,2,,,,,,,,,5,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
953325,2,,,,,,,,,3,,2,,2,,2,,3,,15000,2,2,2,2,2,2,3,,10000,1,2,2,2,2,2
953327,2,,,,,,,,,0,,2,,2,,2,,3,,50000,2,2,1,2,2,2,3,,50000,5,2,2,2,2,2
953336,2,,,,,,,,,0,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
953340,2,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
953346,2,,,,,,,,,0,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,1
953351,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
953358,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,3,2,2,2,2,2
953360,2,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,1,2,2
953365,2,,,,,,,,,5,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
953373,2,,,,,,,,,5,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
953375,2,,,,,,,,,3,,2,,2,,2,,3,,30000,2,2,2,2,2,2,2,,,4,2,2,2,2,2
953383,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
953399,2,,,,,,,,,1,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,1,2,2
953400,2,,,,,,,,,1,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,1
953437,2,,,,,,,,,0,,2,,1,600,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
953441,2,,,,,,,,,3,,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
953442,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
953445,2,,,,,,,,,5,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
953449,2,,,,,,,,,,1,2,,2,,2,,3,,10000,2,2,2,2,2,2,2,,,1,2,2,1,2,2
953461,2,,,,,,,,,8,,2,,2,,2,,3,,20000,2,2,2,2,2,2,3,,10000,1,1,2,2,2,2
953468,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,3,2,2,2,2,2
953475,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
953476,2,,,,,,,,,2,,2,,2,,2,,3,,20000,2,2,2,1,2,1,2,,,1,2,2,2,2,2
953480,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
953500,2,,,,,,,,,3,,2,,2,,2,,3,,10000,2,2,2,2,2,1,3,,10000,1,2,2,2,2,2
953520,2,,,,,,,,,3,,2,,2,,2,,1,29000,,,,,,,,1,30000,,2,2,2,2,2,2
953545,2,,,,,,,,,6,,2,,2,,2,,3,,50000,2,2,1,1,2,1,2,,,2,2,2,1,2,1
953550,2,,,,,,,,,4,,2,,1,800,1,500,2,,,,,,,,,2,,,3,2,2,2,2,2
953572,2,,,,,,,,,,1,2,,2,,2,,3,,10000,2,2,2,2,2,1,2,,,1,2,2,2,2,2
953585,2,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
953599,2,,,,,,,,,0,,2,,2,,2,,2,,,,,,,,,2,,,3,2,2,2,2,2
953610,2,,,,,,,,,5,,2,,2,,2,,3,,5000,2,2,2,1,2,1,2,,,3,2,2,1,2,1
953621,2,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
953623,2,,,,,,,,,0,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
953624,2,,,,,,,,,3,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
953628,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
953647,2,,,,,,,,,,1,2,,2,,2,,3,,30000,1,2,2,1,2,2,3,,20000,1,2,2,1,2,2
953663,2,,,,,,,,,2,,2,,2,,2,,3,,40000,2,2,2,2,1,1,1,90000,,1,2,2,2,2,2
953686,2,,,,,,,,,0,,2,,,,2,,2,,,,,,,,,2,,,1,1,2,2,2,2
953687,2,,,,,,,,,1,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
953692,2,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
953699,2,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
953720,2,,,,,,,,,,1,2,,,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
953722,2,,,,,,,,,3,,2,,,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
953729,2,,,,,,,,,,1,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
953733,2,,,,,,,,,,1,2,,2,,1,500,3,,2000,2,2,2,2,2,1,2,,,1,2,2,1,2,2
953735,2,,,,,,,,,,1,2,,,,2,,3,,10000,2,2,2,2,2,2,3,,5000,1,2,1,2,2,2
953771,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
953807,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
953809,2,,,,,,,,,10,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
953863,2,,,,,,,,,5,,2,,,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
953864,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,4,2,1,1,2,2
953877,2,,,,,,,,,3,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
953886,2,,,,,,,,,0,,2,,2,,2,,3,,20000,2,1,2,1,2,1,2,,,1,2,1,1,2,2
953888,2,,,,,,,,,0,,2,,2,,2,,3,,6000,2,2,2,2,2,2,1,6000,,1,2,2,1,2,2
953890,2,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
953897,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
953898,2,,,,,,,,,1,,2,,1,100,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
953904,2,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,1,2,2
953920,2,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,1
953947,2,,,,,,,,,5,,2,,1,1200,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
953951,2,,,,,,,,,10,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
953969,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,4,2,2,2,2,2
953975,2,,,,,,,,,3,,2,,2,,2,,2,,,,,,,,,1,2500,,1,2,2,2,2,2
953977,3,,,,,,,,,,,2,,,,2,,2,,,,,,,,,4,,,4,2,2,2,2,2
953981,2,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
953991,2,,,,,,,,,1,,2,,,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
954005,2,,,,,,,,,3,,2,,2,,2,,3,,100000,2,2,2,1,2,1,2,,,1,2,2,2,2,2
954006,2,,,,,,,,,1,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
954007,2,,,,,,,,,0,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
954018,2,,,,,,,,,1,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
954032,2,,,,,,,,,1,,2,,2,,2,,3,,3000,2,2,2,2,2,2,2,,,1,2,2,2,2,2
954036,2,,,,,,,,,1,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
954041,2,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
954063,2,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
954085,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
954091,3,,,,,,,,,,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,1,2,1
954094,2,,,,,,,,,,1,2,,2,,2,,3,,4000,2,2,2,2,2,2,3,,4000,2,2,2,1,2,1
954121,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,3,2,2,2,2,2
954138,2,,,,,,,,,10,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
954139,2,,,,,,,,,1,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,1
954141,2,,,,,,,,,5,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
954167,3,,,,,,,,,,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
954168,2,,,,,,,,,1,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,1,2,2
954169,2,,,,,,,,,6,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
954173,2,,,,,,,,,3,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
954179,2,,,,,,,,,1,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
954181,2,,,,,,,,,4,,2,,2,,1,200,2,,,,,,,,,2,,,2,2,2,2,2,2
954186,3,,,,,,,,,,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
954189,2,,,,,,,,,20,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
954196,3,,,,,,,,,,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
954200,3,,,,,,,,,,,2,,,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
954206,2,,,,,,,,,20,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
954208,2,,,,,,,,,10,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
954240,3,,,,,,,,,,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
954241,2,,,,,,,,,5,,2,,2,,2,,2,,,,,,,,,3,,2200,1,2,2,1,2,2
954243,2,,,,,,,,,1,,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
954247,2,,,,,,,,,,1,2,,2,,2,,3,,9000,1,1,2,1,2,2,3,,10000,1,2,1,1,2,2
954249,2,,,,,,,,,5,,2,,2,,2,,2,,,,,,,,,1,120000,,1,2,2,1,2,2
954257,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
954258,2,,,,,,,,,1,,2,,2,,2,,2,,,,,,,,,3,,5000,1,2,2,2,2,2
954267,2,,,,,,,,,0,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
954274,2,,,,,,,,,,1,2,,2,,2,,3,,10000,2,2,2,2,2,2,2,,,1,2,2,2,2,2
954275,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,3,2,2,2,2,2
954324,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
954361,2,,,,,,,,,0,,2,,2,,2,,3,,12000,1,1,1,2,2,2,2,,,2,2,2,1,2,2
954364,2,,,,,,,,,2,,2,,1,200,2,,3,,10000,2,1,2,2,2,1,3,,10000,1,2,2,1,2,2
954367,2,,,,,,,,,0,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
954372,2,,,,,,,,,,1,2,,2,,2,,3,,20000,2,2,2,2,2,2,2,,,1,2,2,2,2,1
954433,2,,,,,,,,,5,,2,,2,,2,,3,,10000,2,2,2,2,2,2,3,,10000,2,2,2,2,2,2
954464,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
954514,2,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,1
954521,2,,,,,,,,,3,,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
954528,1,3,1,2,1,12,490,6,490,,1,2,,,,2,,3,,2500,2,2,2,2,2,2,3,,4000,1,2,2,2,2,2
954545,2,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,1,2,2
954552,2,,,,,,,,,3,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
954554,2,,,,,,,,,2,,2,,2,,1,500,3,,10000,2,2,2,2,2,2,2,,,2,2,2,2,2,2
954556,2,,,,,,,,,0,,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
954574,2,,,,,,,,,,1,2,,2,,2,,3,,6000,2,2,2,2,2,1,3,,10000,1,2,1,2,2,2
954610,2,,,,,,,,,1,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
954613,2,,,,,,,,,1,,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
954614,2,,,,,,,,,0,,2,,2,,2,,3,,20000,2,2,2,2,2,2,2,,,2,2,2,2,2,2
954615,2,,,,,,,,,0,,2,,2,,2,,4,,,,,,,,,4,,,2,2,2,2,2,2
954627,2,,,,,,,,,1,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
954629,2,,,,,,,,,1,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
954632,2,,,,,,,,,1,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
954635,2,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
954640,2,,,,,,,,,1,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
954645,2,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
954714,2,,,,,,,,,1,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
954721,1,3,1,1,1,6,800,12,800,5,,2,,2,,2,,2,,,,,,,,,3,,6000,1,2,2,1,2,2
954756,2,,,,,,,,,3,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
954757,2,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,1
954758,2,,,,,,,,,2,,2,,2,,2,,1,20000,,,,,,,,2,,,2,2,2,2,2,2
954763,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
954764,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
954775,2,,,,,,,,,1,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
954777,3,,,,,,,,,,,2,,,,2,,2,,,,,,,,,2,,,3,2,2,2,2,2
954792,2,,,,,,,,,3,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
954793,2,,,,,,,,,1,,2,,,,2,,2,,,,,,,,,2,,,4,1,2,2,2,2
954815,2,,,,,,,,,0,,2,,2,,2,,3,,1000,2,2,2,1,2,1,2,,,1,2,2,1,2,2
954827,2,,,,,,,,,1,,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
954860,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,2,1,2,2,2,2
954863,2,,,,,,,,,1,,2,,2,,2,,3,,15000,2,1,1,1,2,1,3,,20000,1,2,1,1,2,2
954868,2,,,,,,,,,,1,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
954872,2,,,,,,,,,0,,2,,2,,2,,2,,,,,,,,,2,,,4,2,2,2,2,1
954898,2,,,,,,,,,1,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,1
954907,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,1,2,2
954911,2,,,,,,,,,5,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
954929,2,,,,,,,,,5,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,1
954936,2,,,,,,,,,5,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
954944,2,,,,,,,,,5,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
954946,2,,,,,,,,,2,,2,,1,600,1,500,2,,,,,,,,,2,,,1,2,2,2,2,2
954955,2,,,,,,,,,5,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
954960,2,,,,,,,,,1,,2,,2,,2,,2,,,,,,,,,3,,30000,1,2,2,2,2,2
954964,2,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,1
954965,2,,,,,,,,,,1,2,,1,960,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
954977,2,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
954988,2,,,,,,,,,,1,2,,2,,2,,4,,,,,,,,,4,,,4,2,2,1,2,2
955008,2,,,,,,,,,2,,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
955010,2,,,,,,,,,2,,2,,2,,2,,3,,2000,2,2,2,2,2,2,2,,,1,2,2,1,2,2
955017,2,,,,,,,,,5,,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
955020,2,,,,,,,,,2,,2,,2,,1,1000,2,,,,,,,,,2,,,1,2,2,1,2,2
955021,2,,,,,,,,,10,,2,,2,,2,,3,,15000,2,2,2,2,2,2,2,,,1,2,2,2,2,2
955066,2,,,,,,,,,1,,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
955069,2,,,,,,,,,4,,2,,,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
955071,2,,,,,,,,,1,,2,,2,,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
955073,2,,,,,,,,,3,,2,,1,1200,2,,2,,,,,,,,,2,,,2,2,2,2,2,2
955079,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
955081,2,,,,,,,,,,1,2,,2,,2,,2,,,,,,,,,2,,,1,2,2,2,2,2
955102,2,,,,,,,,,10,,2,,2,,2,,2,,,,,,,,,2,,,3,2,2,2,2,1
955104,2,,,,,,,,,5,,2,,2,,2,,3,,3000,2,2,2,2,2,2,2,,,1,2,2,1,2,1
