NQUEST,NORDEB1,DEBM1,DETRAZIONI1,DEBRF1,ANMUTUO1,MUTUODU1,MUTUOFIN1,MUTUOIN1,DEBGAR1,DEBPERS1,LTV1,TIPOTAX1,RATACON1,TAXFIS1,TAXVAR1,SOSPENS1,SOSPEORA1,RIPPAG1,RIPPAGQUA1,TMUTUOAB1,TDEBITA1,RIFINANZ1
936656,1,1,,2,2017,15,11,180000,1,,80,1,,2.5,,2,,,,18000,140000,1
936657,1,1,,2,2019,25,24,205000,1,,100,2,1,,2.5,2,,,,10800,194000,2
936667,1,1,,2,2007,15,1,80000,1,,100,2,1,,2,2,,,,5800,7000,2
936668,1,1,,2,2007,20,6,200000,1,,50,1,,1,,2,,,,12000,60000,2
936779,1,1,,2,2013,20,12,60000,1,,90,1,,5.2,,2,,,,4850,44000,2
936794,1,2,1,2,2006,15,1,250000,1,,10,2,1,,0.7,2,,,,15000,15000,2
936799,1,1,,2,2005,20,4,115000,1,,100,2,2,,1.6,2,,,,7200,28000,2
936801,1,1,,2,2004,20,4,400000,1,,80,2,1,,0.9,2,,,,26000,90000,2
936814,1,1,,2,2016,10,5,150000,1,,30,1,,1.5,,2,,,,15840,90000,2
936839,1,2,1,2,2016,15,10,110000,1,,80,2,2,,1.5,2,,,,3600,26000,1
936862,1,1,,2,2019,25,24,250000,1,,70,1,,1.4,,2,,,,15000,230000,2
936872,1,2,1,2,2017,20,15,500000,1,,50,2,2,,1.5,2,,,,27600,362000,2
936874,1,2,2,2,2015,15,9,50000,1,,50,1,,3,,2,,,,4000,28000,2
936875,1,1,,1,2009,30,15,100000,1,,100,2,2,,5,2,,,,7200,70000,1
936956,1,2,2,2,2015,10,4,50000,1,,20,1,,2,,2,,,,6000,12000,2
937156,1,1,,2,2015,15,9,50000,1,,20,1,,0.4,,2,,,,3400,31000,2
937193,1,2,1,2,2013,25,17,710000,1,,50,2,2,,0.5,2,,,,24000,500000,1
937442,1,1,,2,2012,15,6,85000,1,,90,1,,3.5,,2,,,,6000,42000,2
937630,1,1,,2,2017,20,16,130000,1,,70,1,,1.25,,1,2,1,6,5280,110000,2
937631,1,1,,2,2003,25,7,180000,1,,90,1,,2,,2,,,,6000,40000,2
937981,1,1,,2,2016,20,15,400000,1,,80,1,,0.7,,2,,,,22000,350000,2
938183,1,2,3,2,2019,6,4,100000,3,1,,1,,3,,2,,,,10000,87600,2
938443,1,1,,2,2001,20,0,130000,1,,40,2,1,,1,2,,,,7800,6500,2
938592,1,2,2,2,2010,15,4,115000,1,,50,1,,2,,2,,,,7800,32000,2
938652,1,1,,2,2016,25,20,200000,1,,40,1,,0.1,,2,,,,8300,166000,2
938668,1,1,,1,2017,20,16,160000,1,,30,1,,0.98,,2,,,,8400,125000,2
938672,1,1,,2,2016,30,25,300000,1,,60,2,1,,1,2,,,,12000,255000,2
938673,1,1,,2,2018,20,17,200000,1,,90,1,,1,,2,,,,9000,170000,2
938755,1,1,,2,2016,10,6,100000,1,,45,1,,1.25,,2,,,,10000,57000,2
938766,1,1,,2,2010,30,19,180000,1,,80,1,,1.1,,2,,,,8400,160000,1
938784,1,1,,2,2017,30,26,250000,1,,80,2,2,,2,1,2,1,6,7000,215000,2
938795,1,1,,2,2014,30,21,150000,1,,75,1,,2,,2,,,,4500,100000,2
939051,1,1,,2,2018,15,12,75000,1,,80,1,,1.02,,2,,,,5421,65000,2
939088,1,1,,2,2016,25,19,118000,1,,80,1,,1,,2,,,,5304,93000,2
939161,1,2,1,1,2012,20,10,150000,3,1,,1,,1,,2,,,,8000,70000,2
939190,1,1,,2,2019,30,29,155000,1,,80,1,,1,,2,,,,6000,145000,2
939263,1,1,,2,2012,15,7,150000,1,,54,1,,1.15,,2,,,,12000,68000,1
939308,1,2,1,2,2018,15,13,150000,1,,25,1,,4,,2,,,,12000,135000,2
939347,1,1,,2,2016,20,14,140000,1,,40,1,,1,,2,,,,7500,100000,1
939390,1,1,,2,2014,25,18,100000,1,,100,2,1,,4.5,2,,,,6900,70000,2
939412,1,2,2,2,2018,4,2,4000,3,1,,1,,5.3,,2,,,,1200,2700,2
939677,1,1,,2,2017,20,16,150000,3,1,,1,,2.1,,2,,,,11000,130000,2
939691,1,2,2,2,2007,15,1,130000,1,,18,2,1,,2,2,,,,10200,15370,2
939743,1,1,,2,2017,15,11,83000,1,,30,2,1,,1.1,2,,,,6000,65200,2
940031,1,1,,2,2017,30,26,440000,1,,60,1,,1.3,,2,,,,16000,409000,1
940031,2,2,1,2,2017,30,26,156000,1,,20,1,,1.3,,2,,,,6200,148000,1
940094,1,1,,2,2019,20,18,100000,2,,65,2,1,,4.5,2,,,,21500,60000,2
940241,1,1,,2,2019,30,28,100000,1,,80,1,,1.91,,2,,,,4300,98000,2
940554,1,1,,2,1998,25,3,150000,1,,50,1,,3,,2,,,,9000,20000,2
940605,1,2,2,1,2016,10,9,100000,1,,20,1,,2,,2,,,,10000,60000,1
940932,1,1,,1,2014,10,3,30000,3,1,,1,,7,,2,,,,5000,15000,2
941062,1,1,,2,2005,20,4,450000,1,,75,2,1,,4,2,,,,36000,165000,2
941134,1,1,,2,2012,20,11,500000,1,,50,1,,1.6,,2,,,,30000,380000,1
941278,1,1,,2,2007,25,12,350000,1,,80,1,,3,,2,,,,12000,123000,2
941464,1,1,,2,2015,30,25,300000,1,,40,1,,1.4,,2,,,,12000,260000,2
941583,1,1,,2,2013,20,10,250000,1,,70,1,,3,,2,,,,15000,150000,2
941821,1,1,,2,2017,30,26,500000,1,,70,1,,1.2,,2,,,,22000,470000,1
941821,2,3,,2,2020,20,20,60000,2,,10,3,1,2.8,2.8,2,,,,1800,58000,2
941837,1,1,,2,2016,20,15,275000,1,,70,1,,2.4,,1,1,,13,17000,213000,1
941837,2,3,,2,2018,5,4,20000,3,1,,1,,4,,2,,,,4500,12500,2
942001,1,1,,2,2015,30,10,450000,1,,80,2,1,,2,2,,,,20000,350000,1
942020,1,1,,2,2010,25,14,300000,1,,30,1,,5,,2,,,,18000,252000,2
942053,1,1,,2,2015,15,9,170000,1,,40,1,,0.8,,2,,,,14400,139000,1
942056,1,2,1,2,2019,2,1,1800,3,1,,1,,3,,2,,,,600,1200,2
942071,1,1,,2,2015,35,29,152000,1,,80,1,,1.1,,2,,,,5160,115000,1
942073,1,1,,2,2016,25,20,500000,1,,80,1,,1,,2,,,,18972,370000,2
942316,1,1,,2,2010,20,10,200000,1,,70,2,2,,1.2,2,,,,10000,105000,2
942655,1,1,,2,2004,20,3,200000,1,,50,2,1,,2,2,,,,12000,40000,2
943283,1,1,,2,2017,20,19,350000,1,,40,1,,0.6,,2,,,,28000,270000,1
943387,1,1,,2,2007,15,1,150000,1,,70,1,,2,,2,,,,10000,20000,2
943390,1,1,,2,2015,15,9,80000,1,,20,1,,1,,2,,,,4800,50000,2
943517,1,1,,2,2015,24,19,300000,1,,80,1,,2,,2,,,,12500,238000,1
943526,1,1,,2,2013,35,28,100000,3,1,,1,,5,,2,,,,3500,37000,2
943975,1,1,,2,2000,28,7,150000,1,,50,2,1,,0.2,2,,,,0,59400,2
944036,1,1,,2,2011,30,20,230000,1,,80,1,,4,,2,,,,8400,150000,2
944136,1,1,,2,2003,20,3,160000,1,,80,2,2,,2,2,,,,6000,20000,2
944142,1,1,,2,2005,25,10,150000,1,,80,1,,3,,2,,,,5520,62000,2
944191,1,1,,2,2017,15,12,125000,1,,80,2,1,,3,2,,,,7700,100000,2
944585,1,1,,2,2009,20,8,112000,1,,80,1,,3,,2,,,,6000,66000,2
944821,1,1,,2,2010,15,5,100000,2,,50,2,2,,5,2,,,,10000,45000,2
944973,1,1,,2,2019,30,29,200000,1,,80,1,,1,,2,,,,9000,196000,2
945443,1,1,,2,2010,20,11,120000,1,,80,1,,2,,2,,,,7200,70600,2
945501,1,1,,2,2011,20,11,130000,1,,80,1,,1.97,,2,,,,8400,80000,2
945779,1,2,1,2,2015,10,4,20000,3,1,,1,,3.15,,1,2,1,8,3500,12000,2
945781,1,2,2,2,2015,12,6,55000,1,,30,2,1,,6,2,,,,5400,28000,2
946040,1,1,,2,2014,30,23,150000,1,,70,2,1,,3,2,,,,6000,140000,2
946263,1,1,,2,2019,30,28,140000,1,,80,1,,2,,2,,,,4080,136000,2
946477,1,1,,2,2012,20,12,240000,1,,100,2,1,,4,2,,,,10800,153600,2
946707,1,2,1,2,2013,15,6,460000,1,,50,2,1,,1.75,2,,,,31000,260000,2
946905,1,1,,2,2006,20,5,200000,1,,25,1,,4,,2,,,,20000,90000,2
946987,1,1,,2,2014,25,18,200000,1,,70,1,,1,,2,,,,8000,150000,2
947003,1,1,,2,2015,24,19,245000,1,,80,1,,2.17,,2,,,,13164,166016,2
947036,1,1,,2,2005,30,14,330000,1,,100,2,1,,1.5,2,,,,15000,190000,2
947055,1,1,,2,2006,18,4,130000,1,,100,1,,3,,2,,,,6000,46000,2
947076,1,1,,2,2011,30,20,100000,1,,80,1,,2,,2,,,,2040,30000,1
947086,1,1,,2,2007,36,22,90000,1,,100,2,1,,5,2,,,,3600,82000,2
947786,1,1,,2,2019,20,17,400000,1,,70,1,,2,,2,,,,24000,300000,2
947813,1,1,,2,1990,30,1,280000,1,,30,1,,2,,2,,,,10000,15000,2
947813,2,2,1,2,2010,15,5,500000,1,,40,1,,2,,2,,,,50000,50000,2
947821,1,1,,2,2011,15,5,140000,1,,65,2,1,,0.63,2,,,,9700,65000,2
947838,1,1,,2,2003,30,14,70000,1,,70,1,,6,,2,,,,4200,40000,2
947914,1,1,,1,2011,30,20,108000,1,,100,2,1,,3.5,1,2,1,12,1680,89000,2
947955,1,2,2,2,2019,10,8,50000,3,2,,1,,6.7,,2,,,,7200,48000,2
948015,1,1,,2,2003,20,2,170000,1,,80,2,2,,1.65,2,,,,10000,30000,2
948079,1,2,2,2,2007,30,15,280000,1,,80,1,,0.6,,2,,,,15000,150000,2
948107,1,1,,2,2015,25,18,200000,1,,86,2,1,,1.5,2,,,,9870,145700,2
948113,1,1,,2,2005,20,4,90000,1,,100,2,1,,1,2,,,,3000,15000,2
948132,1,2,2,2,2005,18,2,18000,3,1,,2,2,,5,2,,,,2880,10000,2
948137,1,1,,1,2019,20,19,60000,1,,50,1,,2,,2,,,,3800,56000,2
948140,1,1,,2,2008,23,5,100000,1,,80,2,1,,1,2,,,,7200,18000,2
948149,1,1,,2,2015,30,18,110000,1,,70,1,,1.58,,2,,,,6000,96500,1
948165,1,1,,2,2009,15,4,280000,1,,95,2,1,,1,2,,,,20400,91800,2
948593,1,1,,2,2017,20,17,120000,1,,70,2,2,,1.2,1,2,1,9,1700,100000,2
948594,1,1,,2,2017,15,14,150000,1,,60,1,,0.83,,2,,,,9000,120000,1
948933,1,1,,2,2006,20,6,150000,1,,75,1,,2,,2,,,,14520,45000,2
949088,1,1,,2,2016,20,16,240000,1,,90,1,,2.4,,2,,,,11040,195000,1
949103,1,1,,2,2010,30,19,450000,1,,100,2,1,,1.6,2,,,,15000,285000,2
949110,1,1,,2,1998,30,8,200000,1,,70,1,,1.2,,2,,,,11100,88800,2
949119,1,1,,2,2016,10,6,200000,1,,50,1,,2.5,,2,,,,21600,113600,2
949132,1,1,,2,2017,30,27,340000,1,,90,1,,0.82,,2,,,,12800,301600,2
949142,1,1,,2,2020,30,29,290000,1,,95,1,,1.5,,2,,,,10080,279920,2
949166,1,1,,2,2010,20,9,200000,1,,70,1,,1.6,,2,,,,10800,92000,2
949183,1,2,2,2,2017,30,26,300000,2,,95,1,,1.4,,2,,,,10200,230000,2
949185,1,1,,2,2015,30,24,160000,1,,80,2,1,,2,2,,,,5750,125000,2
949203,1,1,,2,2016,20,15,60000,1,,80,1,,2,,2,,,,3000,45000,2
949270,1,1,,2,2001,24,4,115500,1,,100,2,1,,1.2,2,,,,6000,30000,2
949272,1,1,,1,2013,10,4,67000,1,,77,1,,4.5,,1,2,1,3,7000,27600,2
949280,1,1,,2,2016,25,21,125000,1,,60,1,,2.3,,2,,,,5832,122472,1
949318,1,1,,1,2000,20,0,120000,1,,100,2,1,,3,2,,,,2100,0,2
949323,1,1,,2,2005,20,4,160000,1,,60,1,,0.75,,2,,,,11000,45000,2
949331,1,1,,2,2019,30,28,135000,1,,80,1,,1.75,,2,,,,5787,131000,2
949348,1,1,,2,2012,25,16,140000,1,,80,1,,1.8,,2,,,,5600,89600,1
949369,1,1,,2,2011,15,5,162000,1,,60,2,1,,1.9,2,,,,10800,54000,2
949371,1,1,,2,2012,20,9,115000,1,,60,1,,1.8,,2,,,,5700,50000,2
949372,1,1,,2,2015,25,12,100000,1,,60,2,1,,1.8,2,,,,3600,43000,2
949414,1,1,,1,2010,20,9,100000,1,,60,2,1,,0.2,2,,,,7900,80000,2
949480,1,1,,2,2003,18,0,100000,1,,65,2,1,,3,2,,,,3000,0,2
949491,1,2,1,2,2000,25,4,120000,1,,60,1,,3,,2,,,,5400,21000,2
949529,1,1,,2,2017,30,27,130000,1,,100,2,1,,2,2,,,,4800,120000,2
949718,1,1,,2,2009,30,18,220000,1,,80,2,1,,1,2,,,,8000,160000,2
949781,1,2,2,2,2005,15,2,150000,1,,50,3,1,1,2,2,,,,14000,35000,2
949960,1,1,,2,2005,25,8,180000,1,,60,1,,3,,2,,,,12000,90000,1
949973,1,1,,1,2018,10,8,800000,3,1,,1,,2,,2,,,,260000,578000,2
950224,1,1,,2,2018,30,27,180000,1,,90,1,,2.2,,2,,,,6120,161000,2
951009,1,1,,2,2011,30,21,110000,1,,70,2,1,,3.7,1,2,1,4,4680,98300,2
951019,1,1,,2,2019,30,28,130000,1,,0,1,,2,,2,,,,6000,126000,2
951034,1,1,,2,2017,25,22,200000,1,,50,1,,3,,2,,,,10680,155000,2
951061,1,1,,2,2011,25,15,350000,1,,70,2,1,,3,2,,,,16800,180000,2
951067,1,2,1,2,2020,1,0,2000,3,1,,1,,5,,2,,,,250,2000,2
951073,1,2,1,2,2010,20,10,200000,1,,100,1,,2,,1,2,1,6,6000,90000,2
951163,1,1,,2,2012,25,16,150000,1,,80,1,,2,,2,,,,6000,110000,2
951173,1,1,,2,2007,15,1,126000,1,,50,1,,1.2,,2,,,,8400,8400,2
951184,1,1,,2,2010,30,20,180000,1,,20,1,,4.3,,2,,,,7800,156000,2
951202,1,1,,2,2011,30,20,220000,1,,70,2,2,,1,2,,,,6600,168000,2
951236,1,1,,2,2006,25,10,100000,1,,55,1,,2,,2,,,,4200,42000,2
951262,1,1,,2,2013,30,22,122000,1,,80,2,2,,1,2,,,,5000,100000,2
951266,1,1,,2,2018,30,27,210000,1,,52,2,1,,1,2,,,,9600,190000,2
951280,1,1,,2,2014,25,18,100000,3,1,,2,2,,1.17,2,,,,4800,40000,1
951288,1,1,,2,2015,30,24,100000,1,,70,1,,2,,2,,,,3300,80000,2
951300,1,1,,2,2017,25,21,97000,1,,90,2,1,,2,2,,,,6000,85000,1
951350,1,1,,2,2011,20,10,120000,1,,80,2,2,,1.7,2,,,,6600,60000,2
951367,1,1,,2,2012,20,10,500000,3,1,,1,,2,,2,,,,27000,400000,2
951368,1,1,,2,2011,27,17,255000,1,,91,2,1,,2,2,,,,16000,170000,1
951390,1,3,,2,2016,20,17,180000,1,,80,1,,1.05,,2,,,,7985,80000,2
951397,1,2,2,1,2009,30,7,300000,1,,70,2,2,,0.12,2,,,,9600,140000,1
951400,1,1,,2,2017,25,21,195000,1,,80,1,,1.1,,2,,,,9000,180000,1
951400,2,1,,1,2006,25,7,145000,1,,100,2,2,,1.6,2,,,,8200,70000,2
951436,1,1,,2,2018,25,22,40000,3,1,,1,,3,,2,,,,3100,34000,2
951450,1,1,,2,2007,30,17,150000,1,,100,1,,1,,2,,,,8340,141000,1
951463,1,1,,2,2018,30,28,158000,1,,100,2,1,,0.1,2,,,,5580,146000,2
951493,1,1,,2,2010,20,10,200000,1,,70,1,,5,,2,,,,10000,100000,2
951566,1,1,,2,2006,30,15,150000,1,,100,2,1,,2,2,,,,7500,47000,2
951595,1,1,,2,2012,25,17,160000,1,,65,1,,6,,2,,,,8400,115000,1
951597,1,1,,2,2006,30,15,150000,1,,60,1,,2.5,,2,,,,9000,90000,1
951631,1,1,,2,2007,30,16,200000,1,,50,2,1,,2,2,,,,7800,160000,2
951685,1,1,,2,2014,25,19,300000,1,,80,2,1,,2,2,,,,12000,220000,2
951700,1,1,,2,2009,30,18,107000,1,,100,1,,1,,1,2,1,12,1600,77000,2
951711,1,1,,2,2018,20,17,190000,1,,65,1,,1.15,,2,,,,11800,180000,2
951712,1,1,,2,2018,30,28,120000,1,,80,1,,1.3,,2,,,,5000,80000,2
951714,1,1,,2,2009,30,18,150000,1,,90,2,1,,2,2,,,,7200,90000,2
951739,1,1,,2,2012,25,16,85000,3,1,,3,2,2,2,2,,,,5400,70000,2
951759,1,1,,2,2017,30,23,220000,1,,50,2,2,,1.5,2,,,,11000,160000,2
951773,1,1,,2,2005,30,15,250000,1,,50,2,2,,2.9,2,,,,10000,125000,2
951793,1,1,,2,2015,20,15,68000,1,,70,1,,1.5,,2,,,,4120,51500,1
951811,1,1,,2,2007,25,11,105000,1,,100,2,1,,2,2,,,,5400,59400,2
951812,1,2,2,2,2017,15,11,240000,3,1,,2,1,,2,2,,,,18000,186000,2
951818,1,1,,2,2010,25,14,240000,1,,70,3,2,1,1,2,,,,14400,140000,2
951820,1,1,,2,2011,30,20,144000,1,,80,1,,1,,2,,,,6000,95000,1
951820,2,1,,2,2016,19,14,95000,1,,90,1,,1,,2,,,,5000,80000,1
951822,1,1,,2,2013,30,22,200000,1,,80,2,1,,2,1,2,1,5,4900,150000,1
951847,1,1,,2,2009,30,0,275000,3,1,,2,1,,2,1,2,1,11,4000,208000,1
951860,1,1,,2,2006,20,5,150000,1,,25,1,,1.5,,1,2,1,12,4500,50000,2
951860,2,1,,1,2008,20,7,100000,1,,25,2,1,,3,1,2,1,12,2100,68000,2
951866,1,1,,2,2012,20,11,333000,1,,80,2,1,,1,2,,,,18000,177000,2
951883,1,1,,2,1995,25,9,140000,1,,100,2,1,,3,2,,,,3000,50000,2
951885,1,1,,2,2008,25,13,300000,1,,90,2,2,,3,1,2,1,12,12000,156000,2
951886,1,1,,2,2011,30,21,150000,1,,75,2,1,,2,2,,,,7200,78000,2
951917,1,1,,2,2017,20,13,227000,1,,64,1,,1,,2,,,,15000,190000,1
951922,1,2,2,1,2008,20,7,80000,1,,80,2,1,,2,2,,,,7000,60000,2
951940,1,1,,2,2002,25,7,140000,1,,80,2,1,,2,2,,,,8220,35000,2
951961,1,1,,2,2012,30,20,145000,1,,80,2,1,,3,2,,,,6192,116000,1
951962,1,1,,2,2016,35,30,214000,1,,98,1,,0.9,,2,,,,11500,168000,1
951963,1,1,,2,2018,30,27,215000,1,,100,1,,2,,2,,,,6720,195800,2
951978,1,1,,2,2006,30,15,112000,1,,97,2,2,,3,2,,,,4800,65000,2
951984,1,1,,2,2008,30,17,175000,3,1,,2,1,,1.8,2,,,,7200,114000,2
951986,1,1,,2,2002,25,13,280000,3,1,,2,1,,3,1,1,,,3000,155000,2
951996,1,1,,2,2017,10,7,100000,1,,30,2,1,,2,2,,,,10000,70000,2
951998,1,1,,2,2011,30,20,150000,1,,100,2,1,,3,2,,,,7200,100000,2
952002,1,1,,1,2010,21,11,250000,1,,90,2,1,,3,2,,,,16000,170000,2
952008,1,1,,2,2011,20,11,180000,1,,80,2,1,,3,2,,,,9600,110000,2
952009,1,1,,2,2017,15,11,300000,1,,75,1,,2.5,,2,,,,23000,250000,2
952025,1,1,,2,2011,30,20,200000,1,,50,2,1,,0.8,2,,,,6740,138600,2
952063,1,2,1,2,2010,25,14,600000,1,,60,1,,1,,2,,,,24000,336000,2
952074,1,1,,2,2012,20,10,120000,1,,25,1,,2,,1,2,1,6,4000,80000,1
952098,1,1,,2,2015,10,4,80000,3,1,,1,,0.1,,2,,,,8000,40000,2
952098,2,2,1,2,2017,10,6,10000,3,1,,1,,0.1,,2,,,,1000,7000,2
952104,1,1,,2,2018,25,22,250000,1,,75,1,,1.5,,1,2,1,6,7200,220000,2
952133,1,2,2,2,2006,30,17,200000,1,,65,2,2,,1.6,2,,,,8000,142000,2
952133,2,2,2,2,2008,30,17,150000,1,,40,2,2,,1.2,2,,,,5300,113000,2
952156,1,1,,2,2018,20,17,170000,1,,25,1,,2.3,,2,,,,10680,152000,2
952165,1,1,,2,2010,30,22,218000,1,,90,1,,5.25,,2,,,,9800,187000,2
952222,1,1,,2,2004,30,12,360000,1,,80,2,2,,0.7,2,,,,9360,90000,2
952228,1,1,,2,2008,30,17,330000,1,,85,2,2,,0.2,2,,,,10500,190000,2
952255,1,1,,2,2011,40,30,220000,1,,80,2,1,,2.2,2,,,,6000,150000,2
952337,1,1,,2,2009,30,18,200000,1,,70,2,1,,2,2,,,,7800,140000,2
952337,2,1,,2,2015,20,18,30000,1,,100,2,1,,2,2,,,,2000,18000,2
952394,1,1,,2,2019,20,19,120000,3,1,,1,,1.5,,2,,,,7200,117000,2
952414,1,1,,2,2014,30,23,150000,3,1,,1,,3,,2,,,,6500,130000,2
952424,1,1,,2,2016,25,20,100000,1,,70,1,,3,,2,,,,4000,80000,2
952425,1,1,,2,2015,15,12,210000,1,,80,1,,0.9,,2,,,,12500,150000,1
952454,1,1,,2,2010,30,19,306000,1,,74,3,2,0.9,0.2,2,,,,11000,207000,2
952506,1,1,,2,2018,30,27,300000,1,,70,1,,1.6,,2,,,,13000,280000,1
952519,1,1,,2,2013,30,23,140000,3,1,,2,2,,4,2,,,,5160,120000,2
952550,1,1,,2,2019,25,23,180000,1,,80,1,,1.35,,2,,,,8400,173000,2
952566,1,1,,2,2018,25,23,320000,1,,80,1,,1.65,,2,,,,15780,293000,2
952568,1,1,,2,2019,30,28,180000,1,,80,1,,2.2,,2,,,,7800,172000,2
952574,1,1,,2,2017,30,27,180000,1,,90,1,,1,,2,,,,7200,160000,2
952595,1,1,,2,2016,30,26,200000,3,1,,1,,1,,2,,,,7800,150000,2
952599,1,1,,2,2018,30,26,150000,1,,80,1,,2,,2,,,,6300,128000,2
